class,cg27413732,cg27627006,cg03068376,cg10150615,cg26996201,cg24061542,cg04656009,cg00949670,cg00656478,cg15004938,cg00589181,cg08042322,cg07093324,cg09545123,cg04181864,cg05835416,cg19212550,cg17492891,cg14913676,cg26864230,cg14337027,cg25986322,cg01517148,cg05419984,cg00957480,cg09716038,cg11826008,cg02706575,cg13380204,cg04445570,cg05241830,cg15719025,cg16989822,cg25983288,cg07195224,cg14208041,cg07563765,cg19446838,cg01353960,cg00113117,cg22355463,cg13017471,cg13817545,cg20958098,cg08642716,cg07512295,cg24046864,cg11808459,cg15045943,cg09812397,cg00511596,cg01630567,cg15491094,cg21034183,cg01060952,cg26662007,cg01328621,cg13978347,cg09551996,cg16082606,cg26055718,cg02151101,cg07947533,cg16803064,cg18835596,cg26210364,cg15324185,cg04792024,cg19455335,cg13888445
1.0,0.0567029,0.540617,0.118043,0.107518,0.0741341,0.0445526,0.731777,0.0373059,0.937101,0.884155,0.932653,0.296402,0.307589,0.0885589,0.961259,0.599863,0.551231,0.0380325,0.0240001,0.0404874,0.275411,0.904322,0.919731,0.0479706,0.846264,0.961119,0.834994,0.87129,0.55049,0.885788,0.891587,0.106181,0.913161,0.952953,0.779015,0.568627,0.887371,0.0505005,0.878596,0.911903,0.0678888,0.928289,0.292969,0.851252,0.847108,0.649315,0.927147,0.360326,0.0900352,0.708934,0.0128702,0.0791232,0.81447,0.533395,0.0423572,0.0130063,0.836334,0.834283,0.0991606,0.0249551,0.779083,0.946136,0.027273,0.892343,0.930241,0.853467,0.92717,0.922284,0.0851015,0.819179
1.0,0.0618762,0.27468,0.0416422,0.124115,0.0487681,0.0405167,0.645861,0.0350039,0.92074,0.846982,0.912881,0.860927,0.171213,0.066804,0.972442,0.705569,0.839849,0.0420384,0.0246412,0.0206049,0.428715,0.898823,0.843572,0.0662069,0.843361,0.947676,0.735841,0.823755,0.549136,0.903631,0.883248,0.0758161,0.922823,0.965339,0.600459,0.67416,0.976532,0.0601754,0.820777,0.835289,0.0670596,0.900153,0.321006,0.863449,0.884335,0.549159,0.907551,0.671929,0.0684157,0.758968,0.0132187,0.0742294,0.891823,0.534867,0.0548197,0.0184725,0.84457,0.835545,0.0564142,0.0266063,0.933127,0.908364,0.0274233,0.843041,0.876633,0.759627,0.913872,0.945025,0.0664695,0.848973
1.0,0.0514136,0.518335,0.0246725,0.110982,0.0187812,0.0246883,0.750534,0.0232268,0.873169,0.761301,0.84967,0.465181,0.218406,0.0578244,0.941443,0.591117,0.721287,0.029523,0.0637623,0.031574,0.213433,0.829758,0.780621,0.0807325,0.824968,0.921041,0.773298,0.824871,0.600039,0.876294,0.880029,0.074321,0.907762,0.966937,0.454745,0.423074,0.970993,0.0723153,0.809735,0.802127,0.0770197,0.864007,0.262234,0.833891,0.834543,0.535686,0.841927,0.608073,0.0662032,0.697397,0.0227004,0.0341655,0.828658,0.51471,0.0508807,0.0255868,0.82745,0.81431,0.0631287,0.0417263,0.868958,0.894375,0.0193094,0.801041,0.861177,0.755321,0.876572,0.861144,0.0505865,0.76274
1.0,0.0470876,0.445354,0.0267941,0.055146,0.0197211,0.0449486,0.798993,0.0299408,0.928866,0.772291,0.918489,0.615643,0.186648,0.0533815,0.974166,0.612187,0.815818,0.0291907,0.0192952,0.0208782,0.150266,0.868169,0.831446,0.0855126,0.845922,0.927163,0.720531,0.822453,0.697203,0.908735,0.912173,0.0710431,0.913862,0.960982,0.465594,0.676229,0.964052,0.0344605,0.850961,0.800418,0.193848,0.900578,0.368127,0.866929,0.873655,0.597622,0.925057,0.673062,0.0543218,0.713068,0.02294,0.0404851,0.87686,0.527518,0.0601437,0.0232929,0.857026,0.832241,0.031321,0.0490722,0.873695,0.929055,0.0217982,0.820604,0.858872,0.75778,0.841895,0.936274,0.0647104,0.93586
1.0,0.052525,0.502359,0.0356038,0.0482786,0.025316,0.0380188,0.579145,0.0212452,0.851126,0.765276,0.835482,0.600615,0.134061,0.0634742,0.965782,0.521396,0.703999,0.0271973,0.0416992,0.0196777,0.211052,0.805672,0.796646,0.0547995,0.816757,0.911611,0.70647,0.767841,0.464707,0.888144,0.83096,0.069584,0.9081,0.963615,0.435717,0.425837,0.973549,0.0434493,0.785467,0.763071,0.106366,0.858435,0.214261,0.850799,0.800105,0.607318,0.855415,0.580716,0.0409501,0.663497,0.019789,0.0190067,0.798379,0.478552,0.0268601,0.024717,0.815325,0.786461,0.0521188,0.0511551,0.906066,0.890148,0.020519,0.764544,0.884901,0.769854,0.890213,0.831237,0.0285146,0.751917
1.0,0.0486528,0.389461,0.0380931,0.0561734,0.0362238,0.0340568,0.652942,0.0254258,0.853383,0.77656,0.829606,0.495802,0.38952,0.0346429,0.963374,0.588112,0.800266,0.0165034,0.035123,0.0539266,0.21685,0.796856,0.773505,0.0671467,0.829163,0.915286,0.703429,0.783247,0.635096,0.858355,0.837856,0.0530995,0.891339,0.967337,0.393411,0.574229,0.965402,0.0483145,0.762333,0.785225,0.0645135,0.840429,0.265008,0.806555,0.847841,0.522817,0.842899,0.537837,0.0297437,0.648275,0.0245593,0.0311087,0.802222,0.484386,0.0461833,0.0273117,0.788925,0.746925,0.0560004,0.0403745,0.905659,0.91367,0.0206617,0.781683,0.840574,0.756226,0.875168,0.85946,0.0192495,0.788393
1.0,0.0683219,0.427319,0.0282567,0.0758457,0.0102876,0.0527746,0.658752,0.0404441,0.873045,0.787645,0.873621,0.591583,0.39438,0.0775149,0.96041,0.600469,0.797735,0.039533,0.0513943,0.0426501,0.259951,0.790369,0.789963,0.0689733,0.803526,0.91408,0.710221,0.759026,0.486798,0.854211,0.86082,0.0789624,0.90901,0.961247,0.419874,0.58545,0.974393,0.0464583,0.806619,0.818889,0.0606117,0.837057,0.282396,0.832514,0.827208,0.57596,0.867553,0.626003,0.074741,0.714038,0.0282343,0.0317224,0.836283,0.551379,0.0365267,0.0262597,0.796215,0.755128,0.052258,0.045002,0.887798,0.901353,0.0258763,0.780855,0.834135,0.744529,0.896157,0.875905,0.0655296,0.745368
1.0,0.0860335,0.35741,0.0522689,0.112709,0.12109,0.0555905,0.730975,0.0325523,0.884876,0.842849,0.871256,0.674418,0.190959,0.0940938,0.964451,0.603137,0.753678,0.0360949,0.044004,0.0572035,0.392984,0.781889,0.837432,0.0727922,0.781294,0.923285,0.741138,0.79217,0.463633,0.884028,0.851943,0.0559229,0.915236,0.958771,0.499801,0.553935,0.93866,0.123745,0.804743,0.846249,0.136335,0.869689,0.231183,0.805347,0.84867,0.64285,0.878436,0.565507,0.0840872,0.728002,0.0318509,0.0309431,0.70206,0.549401,0.052843,0.0254173,0.815915,0.847958,0.0676966,0.0429662,0.897858,0.901852,0.0291696,0.813171,0.845801,0.786075,0.894543,0.824346,0.0729121,0.775917
1.0,0.0524082,0.210042,0.0331131,0.0713335,0.0123814,0.0495402,0.688798,0.0334703,0.862961,0.786258,0.919681,0.860916,0.171926,0.0570567,0.962372,0.712675,0.853394,0.0277366,0.0287514,0.0178742,0.734961,0.879027,0.776891,0.0313112,0.877654,0.9266,0.72752,0.798984,0.241596,0.892264,0.884464,0.0888088,0.906285,0.963136,0.447939,0.603404,0.971902,0.0447794,0.780903,0.796671,0.0897172,0.896329,0.229394,0.844576,0.827746,0.397588,0.925295,0.727459,0.0616758,0.658667,0.0154308,0.0455271,0.89696,0.524038,0.0616625,0.0103604,0.840074,0.803856,0.0373385,0.025274,0.931727,0.936629,0.0168277,0.796072,0.923772,0.768301,0.918104,0.927626,0.0698054,0.843683
1.0,0.0639712,0.476685,0.0399938,0.0682099,0.0530445,0.0561522,0.841297,0.0294499,0.906281,0.817153,0.900565,0.546539,0.345305,0.0845115,0.956997,0.601579,0.792598,0.041101,0.0508591,0.0430263,0.216612,0.778483,0.874305,0.0896516,0.839442,0.899576,0.782828,0.798695,0.614711,0.84763,0.848382,0.0943143,0.903031,0.962984,0.551541,0.670349,0.957793,0.067961,0.819527,0.862952,0.127748,0.855192,0.282343,0.886103,0.859728,0.669779,0.895368,0.587094,0.0684816,0.762968,0.0292693,0.0374726,0.748839,0.603859,0.0555286,0.0245852,0.809236,0.840268,0.0752473,0.059288,0.888955,0.919236,0.0245971,0.852234,0.810995,0.780031,0.898734,0.841995,0.0485777,0.855872
1.0,0.0621867,0.301351,0.0385876,0.0485444,0.0161817,0.0394464,0.664329,0.0223295,0.842189,0.783693,0.856753,0.695729,0.16408,0.0395102,0.954375,0.588464,0.84998,0.0187911,0.0369139,0.0209895,0.324911,0.79491,0.758195,0.0707692,0.799733,0.900748,0.734059,0.768419,0.539504,0.865206,0.862354,0.0675536,0.885118,0.973702,0.519628,0.600591,0.971555,0.0443078,0.804634,0.817822,0.0478127,0.878485,0.252337,0.857499,0.820777,0.521305,0.871141,0.622317,0.0540055,0.697337,0.0335293,0.0314283,0.799653,0.512729,0.0347984,0.0303257,0.833108,0.804977,0.0373321,0.0426874,0.900183,0.893842,0.0285242,0.805094,0.855777,0.735509,0.851228,0.856294,0.0244636,0.780679
1.0,0.0927862,0.403731,0.051987,0.0816173,0.0900279,0.0381089,0.689412,0.0334132,0.888556,0.837716,0.883216,0.488545,0.417869,0.0900961,0.956982,0.568356,0.717041,0.041123,0.0420511,0.0770173,0.258573,0.81386,0.853591,0.0707051,0.840106,0.904217,0.747077,0.825006,0.642347,0.86162,0.865486,0.0858949,0.930436,0.951846,0.653676,0.651724,0.903527,0.0540136,0.868626,0.836702,0.107261,0.883117,0.259872,0.897843,0.838353,0.572861,0.88547,0.571227,0.0627931,0.680552,0.0278195,0.0357507,0.684083,0.524386,0.0569328,0.0250502,0.824512,0.828552,0.0641064,0.060778,0.88129,0.922117,0.0278959,0.824535,0.86225,0.794531,0.889774,0.794696,0.0602885,0.836094
1.0,0.0550817,0.413033,0.044816,0.0371371,0.0268599,0.0460335,0.70052,0.0207883,0.882644,0.757304,0.825084,0.526903,0.185496,0.0337926,0.95537,0.65042,0.753448,0.0199349,0.0413486,0.0501436,0.213752,0.754729,0.82859,0.0493861,0.811029,0.89478,0.728874,0.761191,0.557046,0.855215,0.867671,0.0868041,0.893243,0.964551,0.533285,0.59,0.971712,0.0704272,0.791611,0.755911,0.0734595,0.843803,0.252418,0.838535,0.81636,0.592166,0.875559,0.628621,0.047835,0.64214,0.0235321,0.0218234,0.842254,0.496524,0.0477352,0.0245742,0.762969,0.78636,0.0688847,0.0526818,0.892394,0.905944,0.0204953,0.772509,0.864096,0.78618,0.866176,0.852007,0.0300151,0.797583
1.0,0.070217,0.475757,0.117184,0.111484,0.10309,0.041901,0.821527,0.0332253,0.916032,0.859537,0.911482,0.462764,0.394436,0.0996331,0.948899,0.630449,0.661163,0.0372441,0.043017,0.0735939,0.296579,0.906075,0.831193,0.0803335,0.8616,0.941842,0.762988,0.913614,0.564855,0.901242,0.895217,0.0974531,0.908839,0.963562,0.70469,0.586036,0.872103,0.0544109,0.872075,0.900306,0.104308,0.888235,0.259759,0.880609,0.819696,0.688749,0.916631,0.491125,0.0803779,0.751869,0.0241081,0.0442431,0.769788,0.554101,0.0420247,0.0338333,0.854133,0.851015,0.0859379,0.052072,0.819176,0.93441,0.0317561,0.884348,0.880745,0.82037,0.935238,0.841908,0.0731141,0.818862
1.0,0.0754961,0.469008,0.0499083,0.0964052,0.0773075,0.0392854,0.776586,0.03167,0.891237,0.849501,0.863751,0.448477,0.2689,0.0743618,0.953061,0.61354,0.76746,0.0322306,0.033905,0.0742331,0.156388,0.831773,0.789641,0.088899,0.816661,0.949734,0.737973,0.833645,0.698152,0.880879,0.836774,0.0681508,0.918244,0.961434,0.549574,0.619322,0.952254,0.0413661,0.822462,0.835293,0.0563118,0.858517,0.276927,0.831599,0.849587,0.678785,0.855409,0.66714,0.0757797,0.671954,0.0269872,0.0421517,0.703295,0.64688,0.0387302,0.0272252,0.837682,0.826743,0.0765745,0.0555337,0.882388,0.900182,0.0290107,0.812891,0.82843,0.766201,0.912825,0.830147,0.0645275,0.820922
1.0,0.0580876,0.387471,0.0503866,0.0677261,0.013259,0.0486262,0.702571,0.0303991,0.852728,0.776192,0.862996,0.378239,0.440613,0.0499133,0.953626,0.49339,0.677401,0.0301146,0.0429169,0.0507138,0.196111,0.8321,0.816772,0.0633036,0.810441,0.902009,0.664363,0.735582,0.559789,0.862879,0.82808,0.109375,0.873625,0.956047,0.481819,0.582804,0.976796,0.0496512,0.791661,0.797769,0.0699693,0.834769,0.252456,0.850727,0.842479,0.539548,0.85946,0.56401,0.0695897,0.663729,0.0268136,0.0267342,0.820808,0.510086,0.0570477,0.0303158,0.789237,0.750787,0.0663215,0.0413701,0.912198,0.893103,0.0241647,0.791287,0.775611,0.73133,0.812554,0.882951,0.0510016,0.789985
1.0,0.0752194,0.346578,0.0266565,0.052685,0.0153046,0.0294474,0.707141,0.0296316,0.854264,0.762094,0.830295,0.4937,0.402495,0.0681827,0.956232,0.628751,0.765795,0.0279163,0.0691371,0.0685659,0.22309,0.821584,0.786755,0.0539367,0.826478,0.931967,0.629946,0.772042,0.550572,0.872605,0.841877,0.0694137,0.905853,0.968205,0.487243,0.520078,0.958114,0.0413149,0.794052,0.808093,0.0915113,0.871517,0.279607,0.793517,0.789673,0.550117,0.877908,0.61908,0.0500923,0.590187,0.019873,0.0264162,0.767378,0.476258,0.0357883,0.0222498,0.823073,0.755752,0.0435711,0.0601317,0.892136,0.916707,0.0268245,0.713728,0.844784,0.716895,0.878772,0.8589,0.0496813,0.754678
1.0,0.063761,0.351794,0.0488148,0.0810889,0.110048,0.0552529,0.756693,0.0296617,0.886953,0.787227,0.873077,0.591643,0.20028,0.0752507,0.935323,0.616677,0.775707,0.0397272,0.0350236,0.0593641,0.222317,0.844549,0.81769,0.0791088,0.827999,0.914928,0.72512,0.798829,0.555436,0.865943,0.861732,0.0838071,0.926582,0.964341,0.488864,0.632428,0.961814,0.0468937,0.822989,0.826865,0.0856261,0.882554,0.284209,0.831713,0.83918,0.611598,0.847549,0.552642,0.0675172,0.70406,0.0262476,0.0302729,0.759798,0.535759,0.0634789,0.0283569,0.811725,0.820022,0.0756039,0.0437624,0.887158,0.903141,0.0245964,0.739577,0.885662,0.783622,0.906267,0.826102,0.0555932,0.809601
1.0,0.096428,0.531494,0.0452625,0.0835532,0.0722718,0.0446685,0.842435,0.0418237,0.893458,0.854245,0.913667,0.44081,0.303701,0.0841831,0.950405,0.615487,0.710894,0.033232,0.0498362,0.0546261,0.165619,0.816268,0.825331,0.118737,0.840751,0.914117,0.823151,0.824993,0.662679,0.910071,0.890639,0.0866398,0.924604,0.958064,0.611778,0.680807,0.925332,0.0424918,0.824983,0.87659,0.0921194,0.89101,0.311955,0.888429,0.887639,0.672233,0.870953,0.578961,0.071837,0.733039,0.0276438,0.0457597,0.733749,0.635301,0.070892,0.0266071,0.827034,0.833662,0.0829838,0.0595963,0.871196,0.917929,0.0254926,0.806724,0.871595,0.777935,0.907273,0.83732,0.0585251,0.840264
1.0,0.0681905,0.392294,0.0374269,0.075917,0.0247835,0.0507136,0.697967,0.0415906,0.85461,0.760487,0.913251,0.550644,0.22799,0.105499,0.955181,0.564759,0.752186,0.0445659,0.0623514,0.0404769,0.294947,0.795174,0.802548,0.0747721,0.811305,0.925932,0.65358,0.796796,0.47175,0.883783,0.822318,0.0888189,0.924345,0.959203,0.381136,0.571725,0.961833,0.0456344,0.805263,0.798823,0.063314,0.822304,0.249753,0.860747,0.829507,0.558584,0.862712,0.617864,0.0730505,0.627574,0.026242,0.0364358,0.822974,0.519669,0.044716,0.0274535,0.794532,0.777082,0.0740658,0.0632779,0.891149,0.871373,0.0229708,0.746731,0.829048,0.723129,0.871059,0.906632,0.0616523,0.72665
1.0,0.0733045,0.315277,0.0352253,0.0516245,0.0435789,0.0426611,0.678625,0.0239641,0.890301,0.796823,0.84017,0.729082,0.23385,0.0562809,0.9518,0.63712,0.847795,0.0150213,0.043893,0.0366508,0.384515,0.838608,0.80519,0.0701321,0.815792,0.906182,0.681996,0.806013,0.362295,0.845275,0.858868,0.0207531,0.899779,0.960381,0.516524,0.523036,0.971123,0.0538753,0.783454,0.825985,0.0703785,0.850764,0.215209,0.833077,0.813798,0.487751,0.887963,0.662445,0.029297,0.629523,0.0229372,0.0245862,0.793364,0.498913,0.0286875,0.0227158,0.787076,0.734703,0.0563285,0.03768,0.91215,0.8958,0.0232703,0.739511,0.81065,0.712743,0.869542,0.886594,0.0193548,0.751712
1.0,0.107161,0.321387,0.0424871,0.0848762,0.093369,0.0373891,0.756299,0.0350118,0.85785,0.753665,0.845789,0.773466,0.229346,0.0784259,0.952728,0.658609,0.80345,0.038557,0.040014,0.0757337,0.475449,0.788747,0.751353,0.0609873,0.769361,0.937433,0.66357,0.788247,0.419445,0.865423,0.835443,0.0785561,0.907042,0.969989,0.548955,0.573521,0.918481,0.0383489,0.750131,0.801097,0.116719,0.832925,0.227471,0.788248,0.86289,0.529469,0.856135,0.640658,0.0718158,0.559458,0.0702386,0.0446104,0.709195,0.587653,0.0356256,0.0291386,0.772837,0.765171,0.0730054,0.0455149,0.858545,0.881123,0.0279833,0.742197,0.8511,0.702248,0.882235,0.776608,0.0709816,0.802346
1.0,0.107307,0.364599,0.0792511,0.0925291,0.154809,0.0389014,0.816107,0.0385148,0.897154,0.892299,0.900352,0.574745,0.362892,0.0967767,0.954918,0.537822,0.689865,0.0263619,0.0475793,0.0584382,0.333242,0.894189,0.880531,0.0826037,0.849708,0.958119,0.693267,0.88723,0.430701,0.898895,0.906039,0.0773325,0.92603,0.961234,0.578904,0.766737,0.786239,0.0729346,0.881204,0.907119,0.0754134,0.860277,0.188578,0.846169,0.829222,0.761371,0.892208,0.588159,0.0756173,0.733755,0.022962,0.0484706,0.599658,0.563314,0.0450169,0.0277112,0.851533,0.883422,0.0891332,0.0511543,0.840191,0.927645,0.0264005,0.901752,0.750369,0.784287,0.917886,0.721813,0.0721352,0.845207
1.0,0.0724561,0.422987,0.0449356,0.0643492,0.0118227,0.0497391,0.692043,0.038852,0.842658,0.776303,0.905443,0.555703,0.154627,0.0984173,0.947638,0.571802,0.781121,0.0322132,0.0572044,0.0559444,0.229135,0.814563,0.799793,0.0651018,0.811764,0.922561,0.703486,0.786255,0.526163,0.839922,0.844054,0.123412,0.912069,0.961828,0.426429,0.584421,0.968891,0.0629519,0.808905,0.832856,0.0938573,0.873672,0.248174,0.858677,0.823962,0.525194,0.878664,0.641677,0.0899252,0.708708,0.0316946,0.0352473,0.822187,0.566483,0.0584382,0.0297752,0.823179,0.802095,0.080388,0.0659823,0.900869,0.913917,0.0305586,0.811115,0.819555,0.706809,0.847126,0.863415,0.0566071,0.800234
1.0,0.0565852,0.382955,0.0333298,0.0573459,0.189522,0.0389823,0.593074,0.0261805,0.812713,0.801302,0.853661,0.491153,0.166997,0.0577184,0.958017,0.581455,0.717989,0.0311982,0.0470736,0.0428858,0.2462,0.789894,0.778307,0.0827268,0.796562,0.921191,0.701863,0.730781,0.477889,0.841618,0.826147,0.058067,0.885995,0.964555,0.404185,0.587831,0.972524,0.0485679,0.744963,0.759563,0.0558469,0.829802,0.251687,0.857083,0.794887,0.530123,0.858957,0.572722,0.0573636,0.612847,0.0283348,0.0253824,0.812522,0.535408,0.0541144,0.0276383,0.808738,0.780958,0.0533062,0.0447011,0.858087,0.897294,0.0227024,0.744819,0.871864,0.730739,0.861746,0.873282,0.0340032,0.75169
