class,cg03068376,cg06385324,cg26864230,cg27413732,cg19212550,cg14913676,cg20122548,cg16082606,cg09545123,cg09029902,cg17492891,cg05241830,cg14210817,cg25742745,cg08957018,cg09551996,cg00656478,cg02379079,cg01454528,cg00589181,cg06128509,cg17183362,cg07195224,cg04656009,cg20446404,cg24343720,cg06024135,cg27471901,cg08042322,cg01328621,cg13272159,cg06881421,cg07563765,cg02301292,cg13380204,cg03761979,cg16000683,cg09007236,cg22867629,cg01588475,cg03606020,cg00830526,cg02361702,cg02989768,cg15768901,cg17868994,cg10646633,cg04181864,cg11036962,cg24046411
1.0,0.0449356,0.058558,0.0559444,0.0724561,0.781121,0.0572044,0.0355617,0.0659823,0.0984173,0.387378,0.0322132,0.844054,0.480901,0.0986256,0.0311229,0.080388,0.842658,0.563647,0.0595003,0.905443,0.052901,0.0620556,0.426429,0.692043,0.356906,0.684093,0.0593094,0.213335,0.555703,0.823179,0.0420854,0.649889,0.968891,0.755028,0.526163,0.0297093,0.641815,0.0442855,0.818698,0.560798,0.462928,0.0375524,0.783951,0.0251408,0.131012,0.0385715,0.030536,0.947638,0.868879,0.0378546
1.0,0.0333298,0.035396,0.0428858,0.0565852,0.717989,0.0470736,0.0306579,0.0447011,0.0577184,0.283168,0.0311982,0.826147,0.485456,0.0824934,0.0379263,0.0533062,0.812713,0.553923,0.0580456,0.853661,0.0383182,0.0594139,0.404185,0.593074,0.328293,0.641212,0.0363293,0.179308,0.491153,0.808738,0.0391529,0.654805,0.972524,0.768457,0.477889,0.0215902,0.626773,0.045545,0.740813,0.544432,0.402564,0.0348713,0.773277,0.0230482,0.314788,0.044335,0.0252254,0.958017,0.876694,0.0329897
1.0,0.0508805,0.0740205,0.060293,0.0899087,0.56906,0.0472274,0.0276249,0.0542567,0.0679468,0.351436,0.0222186,0.873743,0.532084,0.106729,0.0259627,0.0831293,0.895019,0.577153,0.0840635,0.877515,0.0446605,0.10243,0.459636,0.717779,0.362998,0.681351,0.0365112,0.183079,0.503701,0.808318,0.0894673,0.670788,0.959683,0.784215,0.418608,0.0222054,0.68695,0.0891673,0.806282,0.599281,0.421594,0.0360278,0.853669,0.0266489,0.186633,0.0362716,0.0317385,0.946181,0.897683,0.0526239
1.0,0.0414013,0.0424296,0.0462729,0.0573633,0.844291,0.0464609,0.0184429,0.0483087,0.0530871,0.326848,0.0143979,0.854746,0.633058,0.156285,0.0166406,0.0670454,0.869536,0.614864,0.0653177,0.862408,0.0457492,0.0661783,0.616308,0.721328,0.392906,0.696271,0.0298887,0.229193,0.574601,0.81564,0.0689415,0.691565,0.94201,0.752581,0.562701,0.0202712,0.63422,0.078444,0.843474,0.630575,0.539286,0.0288965,0.764856,0.0278231,0.119726,0.0404248,0.0168278,0.955071,0.837388,0.0358554
1.0,0.0678048,0.0224169,0.285409,0.0537969,0.781245,0.0412207,0.0191088,0.0387463,0.021512,0.127956,0.0217867,0.796854,0.589919,0.0562512,0.0155929,0.0490093,0.706635,0.655497,0.0507823,0.880955,0.0279673,0.0497728,0.279694,0.722422,0.33215,0.595188,0.0334392,0.213962,0.804957,0.871224,0.0403585,0.466545,0.981952,0.661409,0.248194,0.0164613,0.655862,0.032229,0.748926,0.298576,0.54002,0.0220115,0.793102,0.0196738,0.0291841,0.0608388,0.0152117,0.966259,0.91674,0.036067
1.0,0.138025,0.149951,0.173505,0.131059,0.582388,0.037701,0.0265362,0.0430484,0.087271,0.557738,0.0292015,0.868252,0.762578,0.128492,0.0316583,0.082977,0.906023,0.710869,0.053315,0.908851,0.0546993,0.109857,0.795099,0.780562,0.372028,0.783026,0.0294104,0.204586,0.368881,0.832067,0.0601436,0.826385,0.798646,0.799171,0.586992,0.0320679,0.824916,0.210073,0.803627,0.730094,0.623912,0.0474681,0.94344,0.0237732,0.225056,0.0361954,0.0295642,0.961497,0.926412,0.0718827
1.0,0.0383398,0.0403866,0.0235096,0.0611947,0.789076,0.0295805,0.0395013,0.0303431,0.0668769,0.308931,0.0378497,0.895303,0.54488,0.0503277,0.0473338,0.0457409,0.909064,0.634153,0.0357957,0.89612,0.051983,0.068314,0.552159,0.801189,0.401403,0.719382,0.02903,0.294743,0.434615,0.876391,0.0294958,0.74342,0.972574,0.856461,0.5068,0.0397993,0.723404,0.0276696,0.823064,0.67414,0.551098,0.0338158,0.858788,0.0202276,0.0861352,0.0637021,0.0133997,0.968443,0.873381,0.0347948
1.0,0.0360588,0.110554,0.0350269,0.0653451,0.76556,0.0616903,0.0358496,0.048104,0.0719161,0.345011,0.0420409,0.874352,0.542035,0.0780027,0.0359479,0.0692602,0.878616,0.583742,0.0557086,0.887862,0.044764,0.102645,0.462686,0.649814,0.381379,0.642715,0.0372034,0.206186,0.64585,0.784672,0.0414771,0.660849,0.966754,0.741335,0.53171,0.0242162,0.626728,0.0494548,0.788963,0.596899,0.403392,0.0347843,0.786605,0.0296564,0.284399,0.0597857,0.0226846,0.95801,0.871827,0.0455727
1.0,0.0532195,0.0524189,0.0554063,0.0614784,0.744624,0.0604685,0.0489864,0.0582594,0.0644451,0.141936,0.0394144,0.77832,0.540237,0.135419,0.0337471,0.0936013,0.854038,0.494601,0.0672421,0.875754,0.0599621,0.0928163,0.393459,0.621843,0.399496,0.577396,0.0514242,0.205769,0.674055,0.796111,0.0504039,0.652251,0.969935,0.771099,0.294565,0.0297764,0.547434,0.0432329,0.793124,0.511976,0.397656,0.0423824,0.766647,0.0342554,0.263748,0.0423306,0.0300563,0.939693,0.84101,0.047288
1.0,0.0488242,0.0567449,0.0437537,0.0645792,0.802147,0.0426868,0.0189807,0.0422005,0.0200913,0.405011,0.0144935,0.869398,0.609523,0.084255,0.0165342,0.0592172,0.873168,0.634613,0.0635335,0.880491,0.0387892,0.0762535,0.543421,0.726035,0.356569,0.665062,0.0216946,0.204625,0.490816,0.842398,0.0516472,0.699832,0.955345,0.790774,0.622219,0.0200678,0.650024,0.0759598,0.787703,0.591404,0.46614,0.0366908,0.803088,0.0211253,0.127546,0.0293797,0.017849,0.966247,0.855735,0.0392251
1.0,0.0409276,0.0820765,0.0512476,0.0909156,0.678759,0.0584227,0.031432,0.0510056,0.0654541,0.31867,0.0443789,0.834313,0.527379,0.113126,0.041355,0.0889704,0.872263,0.565536,0.064167,0.873793,0.0554436,0.0885764,0.510977,0.679871,0.353287,0.693574,0.0484217,0.157226,0.679762,0.822854,0.0574027,0.646164,0.919534,0.776812,0.363035,0.0290062,0.693703,0.0750892,0.786916,0.616961,0.419101,0.0247151,0.800664,0.0329866,0.226176,0.0387549,0.0253926,0.939759,0.849655,0.0543962
1.0,0.0707061,0.0822325,0.0545458,0.0887101,0.769183,0.0561568,0.0422528,0.069253,0.0803032,0.406251,0.0384504,0.807804,0.652647,0.136758,0.0391517,0.103424,0.870968,0.573712,0.0945248,0.837128,0.0849553,0.102005,0.530596,0.713217,0.38196,0.643958,0.0560953,0.280863,0.583206,0.816087,0.0596905,0.665027,0.959879,0.777617,0.482448,0.0279598,0.615305,0.067152,0.835093,0.617133,0.396437,0.0387835,0.756377,0.0386263,0.169798,0.0692362,0.0327758,0.941875,0.856298,0.0587218
1.0,0.0706233,0.0547683,0.0921642,0.0677139,0.663997,0.0437637,0.0305197,0.0509569,0.0664971,0.335109,0.0258355,0.866981,0.519594,0.151412,0.0365704,0.0995729,0.898643,0.617086,0.0568631,0.875755,0.0597946,0.0983202,0.489274,0.788089,0.408137,0.677376,0.0428032,0.224944,0.594533,0.828151,0.0550056,0.698014,0.975962,0.800632,0.487128,0.0279713,0.637097,0.0520633,0.837372,0.630901,0.472135,0.0288578,0.796918,0.026794,0.282112,0.0383108,0.0230928,0.953767,0.874758,0.0503083
1.0,0.0495522,0.0898541,0.0602382,0.0721211,0.770501,0.0412695,0.0343108,0.0442593,0.069682,0.384547,0.0407502,0.817765,0.599301,0.110819,0.0444614,0.0818217,0.857038,0.545829,0.0637864,0.853952,0.0673224,0.0901011,0.515686,0.669446,0.324904,0.69841,0.0425545,0.154275,0.427753,0.789741,0.0444633,0.619225,0.970763,0.754004,0.533879,0.0318323,0.632494,0.0779037,0.819895,0.566202,0.457152,0.0487271,0.851409,0.022227,0.238394,0.0909598,0.0206445,0.953735,0.852548,0.045304
1.0,0.0323497,0.0511999,0.0305635,0.05612,0.805628,0.0387999,0.0233547,0.048197,0.0536422,0.298255,0.0247441,0.848415,0.533475,0.070889,0.0240513,0.0505789,0.806085,0.516414,0.0517848,0.79323,0.0375125,0.0597767,0.398086,0.552515,0.266879,0.582563,0.0267031,0.216135,0.564383,0.845534,0.0433663,0.638583,0.975113,0.749182,0.4599,0.022007,0.63166,0.0352321,0.807348,0.558347,0.407705,0.0300049,0.797207,0.0257485,0.23124,0.0387321,0.024133,0.943293,0.867873,0.0420028
1.0,0.0632604,0.12186,0.0894409,0.0939233,0.737125,0.0387912,0.0410645,0.0497852,0.0823224,0.451814,0.0250677,0.855401,0.702514,0.10095,0.0355791,0.0793203,0.88614,0.700498,0.0637924,0.881452,0.0617414,0.134029,0.601352,0.73783,0.408753,0.729437,0.0374372,0.233422,0.395983,0.829539,0.0741002,0.739817,0.926589,0.823143,0.600882,0.0304936,0.767498,0.100269,0.860138,0.634369,0.524904,0.0514126,0.883784,0.0250938,0.367874,0.0630464,0.0193136,0.940836,0.908139,0.0561095
1.0,0.0528242,0.0857358,0.053327,0.0983637,0.783221,0.0416545,0.0267214,0.0529152,0.0819758,0.390591,0.0329998,0.849411,0.635741,0.0775885,0.0325808,0.0759074,0.86786,0.633864,0.0605461,0.864456,0.0549788,0.0919283,0.62644,0.720317,0.386521,0.738336,0.0328177,0.183292,0.419004,0.856065,0.0489049,0.69005,0.94994,0.758182,0.645205,0.0230981,0.733374,0.0916103,0.834561,0.630378,0.550555,0.0367143,0.852536,0.0272411,0.302685,0.0630667,0.0229845,0.970701,0.900754,0.0441745
1.0,0.111245,0.149669,0.102959,0.0988901,0.607412,0.0426927,0.0339138,0.0410898,0.114928,0.579554,0.0340571,0.865049,0.858712,0.114784,0.0372878,0.0814693,0.871464,0.63903,0.0584577,0.937566,0.0574584,0.11222,0.687186,0.81336,0.393693,0.73475,0.0319021,0.2961,0.299204,0.839378,0.0731304,0.801389,0.823373,0.802359,0.584831,0.0377681,0.847579,0.143334,0.832196,0.680267,0.506171,0.048258,0.914469,0.0224156,0.194402,0.038764,0.0271675,0.94717,0.924502,0.0609379
1.0,0.0319049,0.0689446,0.0223366,0.0654498,0.763157,0.035521,0.0300662,0.0469271,0.0440809,0.433687,0.0282339,0.836153,0.6504,0.0890031,0.0255544,0.0618053,0.870418,0.564891,0.0373591,0.857343,0.0453239,0.0862811,0.44628,0.679192,0.319295,0.69711,0.0256355,0.164155,0.410746,0.784036,0.0469882,0.69354,0.973938,0.772767,0.617173,0.0236381,0.677594,0.0519473,0.774982,0.59788,0.504472,0.0305405,0.802061,0.0241864,0.183753,0.0473305,0.0142545,0.956044,0.858736,0.0230666
1.0,0.100603,0.0982079,0.0727805,0.0682378,0.669234,0.0605238,0.0471708,0.0710271,0.0750349,0.45873,0.0349318,0.869486,0.630445,0.146051,0.0244374,0.0954074,0.898587,0.653664,0.0736552,0.89944,0.0577634,0.100887,0.593439,0.759435,0.395988,0.76406,0.0429263,0.255271,0.420101,0.832899,0.0582943,0.73694,0.961654,0.81337,0.547607,0.0295545,0.706269,0.0628628,0.848524,0.66567,0.499254,0.0320894,0.857486,0.0301197,0.174207,0.0504474,0.0250282,0.965703,0.901647,0.0468413
1.0,0.0488732,0.0460984,0.0337119,0.0698278,0.631711,0.0637671,0.0324958,0.0540378,0.0611165,0.137191,0.0382602,0.851939,0.439165,0.0890851,0.0267545,0.0618654,0.862409,0.506335,0.0810659,0.866048,0.0601895,0.082807,0.443393,0.71337,0.310083,0.58977,0.0496087,0.23791,0.87096,0.826346,0.0490835,0.617937,0.974594,0.78866,0.156428,0.025204,0.552969,0.0347307,0.820491,0.507138,0.414406,0.0292234,0.816227,0.0297909,0.0863912,0.0314926,0.0282912,0.953419,0.857251,0.041402
1.0,0.0349812,0.029405,0.0301045,0.0636615,0.798244,0.0376286,0.0271816,0.0388207,0.0361704,0.240996,0.0170909,0.84945,0.479064,0.0652566,0.0178068,0.0637452,0.865331,0.571321,0.0726365,0.867339,0.0482934,0.0647895,0.459106,0.6881,0.377531,0.642762,0.029201,0.212292,0.838301,0.803831,0.0415387,0.657322,0.968623,0.765492,0.34778,0.0153144,0.603685,0.0395517,0.780546,0.606938,0.420295,0.0237991,0.762078,0.0244354,0.151059,0.0153579,0.0204122,0.959808,0.775111,0.0361999
1.0,0.0349375,0.0345192,0.0194686,0.0566629,0.722043,0.0623272,0.0220567,0.0452498,0.0437125,0.34048,0.0135526,0.857414,0.506265,0.0903068,0.020232,0.0535794,0.790961,0.496128,0.0879256,0.826178,0.0281335,0.0548164,0.378213,0.542864,0.274006,0.615578,0.0385099,0.226635,0.866512,0.820607,0.0369613,0.645653,0.972645,0.732734,0.494122,0.0202545,0.620079,0.0475293,0.790911,0.532348,0.403764,0.0281983,0.764254,0.0255388,0.120225,0.0309927,0.0277571,0.963903,0.820488,0.0341503
1.0,0.0717562,0.132208,0.117428,0.0466081,0.708661,0.0440292,0.0489325,0.0494216,0.0933271,0.45898,0.0334611,0.878187,0.490635,0.0788767,0.0314145,0.0478768,0.848564,0.4253,0.0801303,0.910939,0.0701426,0.0889379,0.414903,0.816905,0.392847,0.666156,0.034186,0.183227,0.663558,0.789268,0.0466703,0.705076,0.817031,0.856608,0.353989,0.0220814,0.779024,0.0727907,0.805718,0.720305,0.506021,0.0404892,0.889066,0.0325302,0.265349,0.0594877,0.0243032,0.951739,0.918866,0.0375928
1.0,0.0603399,0.0800679,0.045067,0.0810702,0.740117,0.0436076,0.0310391,0.0450894,0.0513006,0.383042,0.0333003,0.868958,0.545257,0.0859891,0.02822,0.0854582,0.873724,0.645722,0.0501582,0.898685,0.0425333,0.059716,0.566358,0.756368,0.320795,0.699063,0.0320075,0.21901,0.55192,0.831508,0.0645454,0.686249,0.918598,0.782547,0.625382,0.0247993,0.667947,0.118899,0.806961,0.646789,0.561202,0.0316028,0.818858,0.026741,0.143131,0.0501892,0.026999,0.960281,0.873502,0.0405484
1.0,0.111027,0.124446,0.0682926,0.07779,0.678651,0.0422122,0.015327,0.0488126,0.0778736,0.546168,0.0138301,0.876551,0.744923,0.0920261,0.0123653,0.0652342,0.879815,0.658742,0.0682507,0.924837,0.0455249,0.109608,0.708438,0.772436,0.370337,0.72955,0.026675,0.224575,0.395558,0.857227,0.0735815,0.789503,0.79867,0.801844,0.561727,0.0179824,0.801934,0.158904,0.909994,0.676189,0.537865,0.0244415,0.948438,0.0216315,0.233255,0.0332886,0.00583179,0.95467,0.944419,0.0479743
1.0,0.0663752,0.106449,0.0942517,0.0967586,0.73492,0.0717074,0.0510223,0.0594743,0.0846457,0.389976,0.044847,0.83628,0.450689,0.139408,0.0474915,0.108598,0.817994,0.559107,0.0899757,0.858644,0.0703768,0.11562,0.49334,0.660227,0.429016,0.714877,0.0574553,0.229941,0.522358,0.780172,0.0649075,0.701531,0.966813,0.723729,0.569481,0.0329377,0.597264,0.0856784,0.824665,0.602035,0.440935,0.0408286,0.771394,0.0362554,0.278297,0.069794,0.0346505,0.940855,0.826697,0.0615408
1.0,0.0637101,0.141174,0.0511273,0.060928,0.660153,0.0417783,0.0279013,0.0500562,0.0843596,0.458158,0.0201947,0.879948,0.724592,0.108053,0.0340864,0.0793637,0.950999,0.703303,0.0540722,0.928212,0.0531982,0.115974,0.620588,0.758343,0.426014,0.792852,0.0316598,0.319493,0.37192,0.845065,0.0837477,0.77952,0.922178,0.79334,0.502306,0.0262154,0.835374,0.168976,0.842411,0.661207,0.508182,0.025606,0.912237,0.02583,0.217586,0.0387122,0.0199518,0.933462,0.938495,0.040522
1.0,0.0396584,0.0542241,0.0463439,0.0801422,0.756595,0.0392784,0.0203543,0.0447347,0.0397505,0.247689,0.0123141,0.834327,0.49461,0.0704452,0.0168268,0.0552874,0.823433,0.546677,0.0584973,0.853166,0.0398283,0.0740795,0.409611,0.625323,0.308222,0.653871,0.0283905,0.257013,0.534091,0.829997,0.0440509,0.660767,0.958787,0.773254,0.570447,0.0200653,0.60983,0.0480624,0.776786,0.546186,0.47345,0.0190846,0.811625,0.0181942,0.252219,0.0330976,0.0183787,0.957748,0.879343,0.0315709
1.0,0.0342538,0.0454964,0.0205084,0.0575276,0.868997,0.0264979,0.0434613,0.0266475,0.0548587,0.299627,0.0294673,0.89422,0.44808,0.0815248,0.0450274,0.034762,0.865875,0.68719,0.0167605,0.910497,0.0550264,0.0690292,0.558616,0.641928,0.345626,0.519275,0.0323511,0.169396,0.870312,0.850562,0.0253404,0.658536,0.979904,0.857267,0.606843,0.0316474,0.649603,0.0310494,0.795936,0.583094,0.438954,0.031793,0.849189,0.0228145,0.178191,0.0560738,0.0136238,0.969958,0.899059,0.0475981
1.0,0.0491427,0.0490554,0.0321906,0.0696391,0.778419,0.0501063,0.0416917,0.0486117,0.0801231,0.3258,0.0362986,0.873494,0.420468,0.0899933,0.0373741,0.047311,0.862125,0.607686,0.0494782,0.88473,0.0373787,0.0803367,0.407757,0.660911,0.339197,0.555281,0.041782,0.168978,0.840236,0.809916,0.0392408,0.611309,0.964342,0.823611,0.512653,0.0308815,0.622979,0.0337576,0.781912,0.572915,0.438795,0.0359485,0.811287,0.0246222,0.202662,0.0498039,0.029612,0.959624,0.85823,0.0572215
1.0,0.0455617,0.0222109,0.0401533,0.064559,0.767494,0.0443779,0.0243627,0.0425333,0.0513154,0.192084,0.0197319,0.846391,0.389079,0.047892,0.0212988,0.066468,0.865312,0.524478,0.0723336,0.837722,0.0398802,0.0668877,0.397802,0.638875,0.361996,0.604636,0.0299441,0.247219,0.750087,0.810768,0.032189,0.342768,0.964147,0.749854,0.400146,0.0223452,0.584148,0.0422852,0.748589,0.514325,0.401954,0.0229308,0.734113,0.0291482,0.178874,0.0388017,0.0204514,0.951379,0.844261,0.0357949
1.0,0.286027,0.240404,0.149176,0.0925885,0.864337,0.0390337,0.0226814,0.141964,0.266457,0.293098,0.0165831,0.780421,0.189266,0.140484,0.0128788,0.0524289,0.881253,0.276888,0.0657303,0.894151,0.0496496,0.358261,0.632312,0.726695,0.385063,0.421431,0.0261517,0.249036,0.47909,0.847921,0.0317979,0.680301,0.970103,0.823046,0.636474,0.0157497,0.768288,0.399755,0.711926,0.356056,0.38584,0.0185073,0.879477,0.0239245,0.258424,0.029596,0.0191006,0.951644,0.943945,0.56329
1.0,0.0379753,0.0482385,0.0410753,0.0520388,0.827171,0.0377684,0.0278114,0.0501014,0.0937861,0.344671,0.0243208,0.852346,0.534505,0.0601801,0.0272349,0.0472076,0.861342,0.556077,0.0580282,0.854944,0.0372315,0.0648645,0.444641,0.64722,0.374792,0.607762,0.0284674,0.172314,0.808282,0.799501,0.0495481,0.641393,0.973366,0.734647,0.411924,0.0277763,0.633572,0.0350795,0.781913,0.544936,0.489479,0.031381,0.790229,0.0261092,0.0782617,0.0442977,0.0195249,0.954632,0.833971,0.0433873
1.0,0.0410646,0.082701,0.0559021,0.0718675,0.797155,0.0442145,0.0333406,0.0528256,0.142643,0.455547,0.0268917,0.84759,0.54026,0.094565,0.0359982,0.0608134,0.882802,0.640141,0.0639902,0.860998,0.0464962,0.0903947,0.516388,0.661691,0.437532,0.671121,0.0374362,0.193697,0.777513,0.825069,0.0417723,0.686991,0.973077,0.778955,0.581927,0.0328022,0.651104,0.0428,0.782024,0.615708,0.525719,0.0398747,0.801172,0.0254018,0.104085,0.0432831,0.0225182,0.96286,0.852358,0.0412045
1.0,0.0440227,0.0619597,0.0645085,0.0544181,0.804315,0.0502015,0.0363201,0.0470478,0.155984,0.415282,0.0434272,0.857348,0.515879,0.0972332,0.0270035,0.0593807,0.89646,0.600833,0.0501085,0.848028,0.0468986,0.0816746,0.515615,0.684208,0.38312,0.698321,0.0297166,0.181327,0.73211,0.809994,0.0377887,0.680308,0.969192,0.747537,0.572804,0.0221714,0.673553,0.0590567,0.752656,0.61863,0.530367,0.034314,0.787799,0.0237464,0.126416,0.0520039,0.0298227,0.957753,0.857541,0.0376591
