class,cg27413732,cg09545123,cg03068376,cg27627006,cg17098965,cg10150615,cg15004938,cg08042322,cg00656478,cg01517148,cg26864230,cg00589181,cg24343720,cg07512295,cg19212550,cg00949670,cg04656009,cg07563765,cg07195224,cg04312209,cg02379079,cg09363891,cg00957480,cg05835416,cg00113117,cg09812397,cg26996201,cg24061542,cg13017471,cg21546155
1.0,0.0621867,0.0395102,0.0385876,0.301351,0.248677,0.0485444,0.783693,0.695729,0.842189,0.758195,0.0209895,0.856753,0.640462,0.521305,0.84998,0.0223295,0.664329,0.971555,0.519628,0.417284,0.624084,0.668012,0.799733,0.588464,0.817822,0.697337,0.0161817,0.0394464,0.878485,0.0522309
1.0,0.0927862,0.0900961,0.051987,0.403731,0.46404,0.0816173,0.837716,0.488545,0.888556,0.853591,0.0770173,0.883216,0.71029,0.572861,0.717041,0.0334132,0.689412,0.903527,0.653676,0.461013,0.642362,0.719927,0.840106,0.568356,0.836702,0.680552,0.0900279,0.0381089,0.883117,0.141752
1.0,0.0550817,0.0337926,0.044816,0.413033,0.255946,0.0371371,0.757304,0.526903,0.882644,0.82859,0.0501436,0.825084,0.671612,0.592166,0.753448,0.0207883,0.70052,0.971712,0.533285,0.449178,0.571053,0.730017,0.811029,0.65042,0.755911,0.64214,0.0268599,0.0460335,0.843803,0.0445446
1.0,0.070217,0.0996331,0.117184,0.475757,0.670887,0.111484,0.859537,0.462764,0.916032,0.831193,0.0735939,0.911482,0.761948,0.688749,0.661163,0.0332253,0.821527,0.872103,0.70469,0.493528,0.672995,0.809595,0.8616,0.630449,0.900306,0.751869,0.10309,0.041901,0.888235,0.222046
1.0,0.0754961,0.0743618,0.0499083,0.469008,0.290219,0.0964052,0.849501,0.448477,0.891237,0.789641,0.0742331,0.863751,0.734026,0.678785,0.76746,0.03167,0.776586,0.952254,0.549574,0.435055,0.632724,0.774997,0.816661,0.61354,0.835293,0.671954,0.0773075,0.0392854,0.858517,0.144821
1.0,0.0580876,0.0499133,0.0503866,0.387471,0.341122,0.0677261,0.776192,0.378239,0.852728,0.816772,0.0507138,0.862996,0.69322,0.539548,0.677401,0.0303991,0.702571,0.976796,0.481819,0.390365,0.642055,0.489316,0.810441,0.49339,0.797769,0.663729,0.013259,0.0486262,0.834769,0.0368106
1.0,0.0752194,0.0681827,0.0266565,0.346578,0.250207,0.052685,0.762094,0.4937,0.854264,0.786755,0.0685659,0.830295,0.672179,0.550117,0.765795,0.0296316,0.707141,0.958114,0.487243,0.406746,0.560773,0.600853,0.826478,0.628751,0.808093,0.590187,0.0153046,0.0294474,0.871517,0.0821234
1.0,0.063761,0.0752507,0.0488148,0.351794,0.382218,0.0810889,0.787227,0.591643,0.886953,0.81769,0.0593641,0.873077,0.691004,0.611598,0.775707,0.0296617,0.756693,0.961814,0.488864,0.508836,0.630694,0.76118,0.827999,0.616677,0.826865,0.70406,0.110048,0.0552529,0.882554,0.0940362
1.0,0.096428,0.0841831,0.0452625,0.531494,0.403243,0.0835532,0.854245,0.44081,0.893458,0.825331,0.0546261,0.913667,0.729904,0.672233,0.710894,0.0418237,0.842435,0.925332,0.611778,0.463399,0.627534,0.768718,0.840751,0.615487,0.87659,0.733039,0.0722718,0.0446685,0.89101,0.120185
1.0,0.0681905,0.105499,0.0374269,0.392294,0.287509,0.075917,0.760487,0.550644,0.85461,0.802548,0.0404769,0.913251,0.654271,0.558584,0.752186,0.0415906,0.697967,0.961833,0.381136,0.322452,0.581538,0.71584,0.811305,0.564759,0.798823,0.627574,0.0247835,0.0507136,0.822304,0.0481702
1.0,0.0733045,0.0562809,0.0352253,0.315277,0.171851,0.0516245,0.796823,0.729082,0.890301,0.80519,0.0366508,0.84017,0.636203,0.487751,0.847795,0.0239641,0.678625,0.971123,0.516524,0.352287,0.527556,0.67844,0.815792,0.63712,0.825985,0.629523,0.0435789,0.0426611,0.850764,0.102071
1.0,0.107161,0.0784259,0.0424871,0.321387,0.216205,0.0848762,0.753665,0.773466,0.85785,0.751353,0.0757337,0.845789,0.628872,0.529469,0.80345,0.0350118,0.756299,0.918481,0.548955,0.265451,0.551411,0.640084,0.769361,0.658609,0.801097,0.559458,0.093369,0.0373891,0.832925,0.100471
1.0,0.107307,0.0967767,0.0792511,0.364599,0.671876,0.0925291,0.892299,0.574745,0.897154,0.880531,0.0584382,0.900352,0.761615,0.761371,0.689865,0.0385148,0.816107,0.786239,0.578904,0.532081,0.599634,0.821388,0.849708,0.537822,0.907119,0.733755,0.154809,0.0389014,0.860277,0.25202
1.0,0.0724561,0.0984173,0.0449356,0.422987,0.386529,0.0643492,0.776303,0.555703,0.842658,0.799793,0.0559444,0.905443,0.684093,0.525194,0.781121,0.038852,0.692043,0.968891,0.426429,0.324049,0.563647,0.705785,0.811764,0.571802,0.832856,0.708708,0.0118227,0.0497391,0.873672,0.0573476
1.0,0.0565852,0.0577184,0.0333298,0.382955,0.159587,0.0573459,0.801302,0.491153,0.812713,0.778307,0.0428858,0.853661,0.641212,0.530123,0.717989,0.0261805,0.593074,0.972524,0.404185,0.314118,0.553923,0.646278,0.796562,0.581455,0.759563,0.612847,0.189522,0.0389823,0.829802,0.0483104
1.0,0.0899087,0.0679468,0.0508805,0.336684,0.371409,0.0668465,0.797593,0.503701,0.895019,0.839694,0.060293,0.877515,0.681351,0.579932,0.56906,0.0284438,0.717779,0.959683,0.459636,0.38669,0.577153,0.73045,0.805507,0.539718,0.869066,0.674521,0.0832349,0.0573837,0.897319,0.12606
1.0,0.0573633,0.0530871,0.0414013,0.394574,0.252256,0.0404191,0.82848,0.574601,0.869536,0.812159,0.0462729,0.862408,0.696271,0.546573,0.844291,0.0216133,0.721328,0.94201,0.616308,0.46478,0.614864,0.691462,0.838185,0.616859,0.815633,0.684789,0.0547358,0.0396388,0.823017,0.0824012
1.0,0.0537969,0.021512,0.0678048,0.168529,0.111241,0.0343673,0.811818,0.804957,0.706635,0.73509,0.285409,0.880955,0.595188,0.514074,0.781245,0.026694,0.722422,0.981952,0.279694,0.277003,0.655497,0.611405,0.678437,0.564453,0.768889,0.784261,0.0197442,0.0337913,0.897874,0.0365879
1.0,0.131059,0.087271,0.138025,0.51899,0.850505,0.0692263,0.877027,0.368881,0.906023,0.928794,0.173505,0.908851,0.783026,0.676436,0.582388,0.0210118,0.780562,0.798646,0.795099,0.598704,0.710869,0.786314,0.850641,0.64456,0.928431,0.673831,0.137281,0.0432077,0.877467,0.305008
1.0,0.0611947,0.0668769,0.0383398,0.411864,0.216458,0.0925977,0.851968,0.434615,0.909064,0.835065,0.0235096,0.89612,0.719382,0.673329,0.789076,0.031684,0.801189,0.972574,0.552159,0.480982,0.634153,0.766518,0.842651,0.569336,0.818023,0.772619,0.0164396,0.0601565,0.904309,0.028403
1.0,0.0653451,0.0719161,0.0360588,0.340937,0.266352,0.0885989,0.80721,0.64585,0.878616,0.782569,0.0350269,0.887862,0.642715,0.575741,0.76556,0.0327104,0.649814,0.966754,0.462686,0.327162,0.583742,0.683754,0.792243,0.582772,0.813739,0.657532,0.0256502,0.055146,0.848194,0.0548915
1.0,0.0614784,0.0644451,0.0532195,0.280244,0.108607,0.0975875,0.796866,0.674055,0.854038,0.776933,0.0554063,0.875754,0.577396,0.451401,0.744624,0.0446116,0.621843,0.969935,0.393459,0.220299,0.494601,0.542336,0.774832,0.452165,0.762845,0.610622,0.031689,0.0688027,0.799503,0.0477457
1.0,0.0645792,0.0200913,0.0488242,0.355784,0.301188,0.0589759,0.844317,0.490816,0.873168,0.778001,0.0437537,0.880491,0.665062,0.562073,0.802147,0.0268301,0.726035,0.955345,0.543421,0.45204,0.634613,0.746677,0.795658,0.595772,0.807817,0.677454,0.0534361,0.0412503,0.865247,0.0852285
1.0,0.0909156,0.0654541,0.0409276,0.331285,0.39753,0.087251,0.814123,0.679762,0.872263,0.846775,0.0512476,0.873793,0.693574,0.524914,0.678759,0.0271288,0.679871,0.919534,0.510977,0.394389,0.565536,0.761079,0.853233,0.563844,0.853541,0.647571,0.0986674,0.0612213,0.878477,0.126165
1.0,0.0887101,0.0803032,0.0707061,0.285298,0.383355,0.106255,0.796331,0.583206,0.870968,0.811908,0.0545458,0.837128,0.643958,0.523179,0.769183,0.0433109,0.713217,0.959879,0.530596,0.437753,0.573712,0.728178,0.83563,0.495145,0.837575,0.713407,0.03119,0.0759325,0.882886,0.0755287
1.0,0.0677139,0.0664971,0.0706233,0.429809,0.310696,0.0803994,0.799999,0.594533,0.898643,0.789083,0.0921642,0.875755,0.677376,0.529355,0.663997,0.0305367,0.788089,0.975962,0.489274,0.426374,0.617086,0.764443,0.827116,0.531787,0.805761,0.619358,0.0608811,0.0534222,0.85297,0.103035
1.0,0.0721211,0.069682,0.0495522,0.419808,0.362314,0.0962736,0.76384,0.427753,0.857038,0.752892,0.0602382,0.853952,0.69841,0.581187,0.770501,0.0317052,0.669446,0.970763,0.515686,0.390657,0.545829,0.733874,0.755882,0.557865,0.7607,0.72543,0.0307589,0.0419118,0.822482,0.0476916
1.0,0.05612,0.0536422,0.0323497,0.284458,0.164906,0.0599224,0.753701,0.564383,0.806085,0.724822,0.0305635,0.79323,0.582563,0.497146,0.805628,0.0266503,0.552515,0.975113,0.398086,0.255598,0.516414,0.690025,0.746075,0.623761,0.752014,0.623531,0.0186526,0.0312682,0.836524,0.0400645
1.0,0.0939233,0.0823224,0.0632604,0.457611,0.59252,0.0953375,0.859232,0.395983,0.88614,0.867525,0.0894409,0.881452,0.729437,0.636858,0.737125,0.0331325,0.73783,0.926589,0.601352,0.480459,0.700498,0.809955,0.84248,0.536155,0.876264,0.716126,0.0572277,0.041951,0.873527,0.158659
1.0,0.0983637,0.0819758,0.0528242,0.437001,0.411483,0.0764581,0.826969,0.419004,0.86786,0.813859,0.053327,0.864456,0.738336,0.614635,0.783221,0.0299592,0.720317,0.94994,0.62644,0.469544,0.633864,0.814487,0.807609,0.569561,0.80309,0.715755,0.0234002,0.0493679,0.884553,0.101619
1.0,0.0988901,0.114928,0.111245,0.519952,0.788235,0.0796578,0.840199,0.299204,0.871464,0.929761,0.102959,0.937566,0.73475,0.700474,0.607412,0.0320868,0.81336,0.823373,0.687186,0.473192,0.63903,0.742815,0.860999,0.547401,0.917248,0.730984,0.203242,0.0419805,0.926737,0.186132
1.0,0.0654498,0.0440809,0.0319049,0.47687,0.429839,0.0647507,0.802163,0.410746,0.870418,0.788351,0.0223366,0.857343,0.69711,0.642885,0.763157,0.0219862,0.679192,0.973938,0.44628,0.414495,0.564891,0.746495,0.804224,0.572092,0.797224,0.67573,0.00755685,0.0416372,0.862399,0.0667642
1.0,0.0682378,0.0750349,0.100603,0.418114,0.574147,0.0930327,0.846995,0.420101,0.898587,0.857067,0.0727805,0.89944,0.76406,0.627051,0.669234,0.0291479,0.759435,0.961654,0.593439,0.454611,0.653664,0.818238,0.849469,0.461658,0.886506,0.748001,0.095604,0.0298099,0.901229,0.185823
1.0,0.0698278,0.0611165,0.0488732,0.212236,0.0745306,0.0893405,0.786979,0.87096,0.862409,0.825624,0.0337119,0.866048,0.58977,0.448199,0.631711,0.0256035,0.71337,0.974594,0.443393,0.229938,0.506335,0.284149,0.806443,0.597857,0.867925,0.637132,0.0562786,0.0552791,0.84124,0.062118
1.0,0.0636615,0.0361704,0.0349812,0.265084,0.140044,0.0386693,0.737566,0.838301,0.865331,0.79916,0.0301045,0.867339,0.642762,0.478154,0.798244,0.0234159,0.6881,0.968623,0.459106,0.321363,0.571321,0.753223,0.822234,0.670755,0.803243,0.627837,0.0320411,0.0369122,0.815964,0.0590395
1.0,0.0566629,0.0437125,0.0349375,0.239434,0.226861,0.0311878,0.760368,0.866512,0.790961,0.725956,0.0194686,0.826178,0.615578,0.453209,0.722043,0.0254847,0.542864,0.972645,0.378213,0.33023,0.496128,0.628146,0.746416,0.606046,0.793892,0.561511,0.0229128,0.0325714,0.844582,0.0610018
1.0,0.0466081,0.0933271,0.0717562,0.416785,0.444825,0.0806447,0.827258,0.663558,0.848564,0.821409,0.117428,0.910939,0.666156,0.659326,0.708661,0.0320064,0.816905,0.817031,0.414903,0.347116,0.4253,0.655195,0.857213,0.552773,0.849372,0.588404,0.115637,0.0201291,0.90133,0.254091
1.0,0.0810702,0.0513006,0.0603399,0.470479,0.408258,0.0683135,0.835571,0.55192,0.873724,0.827608,0.045067,0.898685,0.699063,0.597177,0.740117,0.0356064,0.756368,0.918598,0.566358,0.382071,0.645722,0.645079,0.829455,0.624591,0.847811,0.677789,0.0566025,0.0463019,0.892485,0.124544
1.0,0.07779,0.0778736,0.111027,0.53287,0.811257,0.0350922,0.878528,0.395558,0.879815,0.912942,0.0682926,0.924837,0.72955,0.689887,0.678651,0.0257622,0.772436,0.79867,0.708438,0.455325,0.658742,0.733213,0.850158,0.557776,0.903125,0.66425,0.130302,0.0507577,0.889176,0.250546
1.0,0.0967586,0.0846457,0.0663752,0.395164,0.313894,0.110349,0.781479,0.522358,0.817994,0.755495,0.0942517,0.858644,0.714877,0.604245,0.73492,0.0426434,0.660227,0.966813,0.49334,0.350157,0.559107,0.711553,0.770193,0.509996,0.822223,0.726003,0.0909073,0.0740419,0.861693,0.11933
1.0,0.060928,0.0843596,0.0637101,0.434528,0.694257,0.0674621,0.882375,0.37192,0.950999,0.905953,0.0511273,0.928212,0.792852,0.715404,0.660153,0.0266278,0.758343,0.922178,0.620588,0.518113,0.703303,0.80808,0.852501,0.493027,0.921842,0.727741,0.0979915,0.0474803,0.87714,0.188877
1.0,0.0801422,0.0397505,0.0396584,0.439781,0.187343,0.0431869,0.777111,0.534091,0.823433,0.791495,0.0463439,0.853166,0.653871,0.589824,0.756595,0.0164615,0.625323,0.958787,0.409611,0.314974,0.546677,0.713011,0.773401,0.539455,0.777252,0.621666,0.0478515,0.0399719,0.853835,0.0894525
1.0,0.0575276,0.0548587,0.0342538,0.336178,0.142607,0.101554,0.838282,0.870312,0.865875,0.812142,0.0205084,0.910497,0.519275,0.4068,0.868997,0.0361099,0.641928,0.979904,0.558616,0.311231,0.68719,0.67622,0.847397,0.633881,0.841842,0.725225,0.0232135,0.0436036,0.899594,0.0345762
1.0,0.0696391,0.0801231,0.0491427,0.243726,0.2174,0.0839114,0.813308,0.840236,0.862125,0.783579,0.0321906,0.88473,0.555281,0.428783,0.778419,0.0296518,0.660911,0.964342,0.407757,0.252049,0.607686,0.575283,0.816019,0.558794,0.794809,0.654664,0.022605,0.0511543,0.845172,0.0433393
1.0,0.064559,0.0513154,0.0455617,0.264662,0.124231,0.0537204,0.775213,0.750087,0.865312,0.749943,0.0401533,0.837722,0.604636,0.381958,0.767494,0.0273155,0.638875,0.964147,0.397802,0.337369,0.524478,0.648177,0.815134,0.607189,0.734255,0.599805,0.0323375,0.0420786,0.845027,0.0592177
1.0,0.0925885,0.266457,0.286027,0.556441,0.20028,0.0353505,0.891511,0.47909,0.881253,0.759847,0.149176,0.894151,0.421431,0.780556,0.864337,0.0241076,0.726695,0.970103,0.632312,0.316481,0.276888,0.822595,0.867662,0.450337,0.868072,0.723953,0.555742,0.0615742,0.897804,0.139292
1.0,0.0520388,0.0937861,0.0379753,0.23955,0.154726,0.0518446,0.802327,0.808282,0.861342,0.770531,0.0410753,0.854944,0.607762,0.446745,0.827171,0.022717,0.64722,0.973366,0.444641,0.352618,0.556077,0.654614,0.783012,0.678319,0.809084,0.633478,0.0237804,0.0405885,0.817603,0.0523208
1.0,0.0718675,0.142643,0.0410646,0.354139,0.331719,0.0819711,0.809622,0.777513,0.882802,0.81106,0.0559021,0.860998,0.671121,0.549,0.797155,0.0302571,0.661691,0.973077,0.516388,0.384606,0.640141,0.771547,0.84092,0.604626,0.790922,0.716673,0.0583183,0.0526056,0.84849,0.0765162
1.0,0.0544181,0.155984,0.0440227,0.386789,0.311358,0.0708542,0.765797,0.73211,0.89646,0.801495,0.0645085,0.848028,0.698321,0.536164,0.804315,0.0233598,0.684208,0.969192,0.515615,0.374039,0.600833,0.75729,0.843125,0.472373,0.863064,0.700942,0.0667118,0.0405815,0.870851,0.0508483
1.0,0.136524,0.0826104,0.0597819,0.34819,0.330521,0.0959238,0.814006,0.669834,0.835723,0.831013,0.0851934,0.87564,0.746434,0.542557,0.7005,0.0355702,0.733308,0.945701,0.557974,0.385186,0.586889,0.78912,0.817984,0.483031,0.866732,0.696641,0.0866194,0.0413157,0.894499,0.129066
1.0,0.0626478,0.0720936,0.0316482,0.385813,0.489714,0.0523764,0.816366,0.437942,0.862606,0.811745,0.0195714,0.864682,0.691775,0.555705,0.809978,0.0277473,0.707009,0.974256,0.518028,0.414598,0.609843,0.707248,0.828782,0.557874,0.81402,0.682403,0.00478185,0.0452983,0.850448,0.03718
1.0,0.0752603,0.0592112,0.0429864,0.188255,0.292219,0.0771205,0.783255,0.778393,0.877049,0.77865,0.0358885,0.861097,0.553116,0.405293,0.752161,0.0228318,0.629555,0.969877,0.37051,0.235592,0.512802,0.651601,0.75965,0.547928,0.84067,0.613919,0.0377488,0.0496363,0.841123,0.0636109
1.0,0.0758261,0.0474904,0.0896492,0.267638,0.177344,0.070935,0.767567,0.606627,0.910369,0.807633,0.0527624,0.857787,0.651437,0.430761,0.713428,0.026082,0.666964,0.959108,0.533932,0.364211,0.534735,0.735373,0.814732,0.564325,0.858249,0.650453,0.0257804,0.0553783,0.877774,0.11329
1.0,0.0903407,0.0665747,0.0492159,0.236567,0.211148,0.0876077,0.753808,0.890413,0.850199,0.779338,0.0444486,0.857734,0.622261,0.398859,0.811219,0.0386145,0.654097,0.97372,0.42644,0.242651,0.504766,0.716352,0.798162,0.58467,0.826212,0.681475,0.0582203,0.0572098,0.862272,0.0559634
1.0,0.0706115,0.0953082,0.0673385,0.415182,0.160512,0.0909956,0.817576,0.399096,0.886743,0.806042,0.0273536,0.911844,0.680476,0.538828,0.738128,0.0610744,0.563639,0.971004,0.424822,0.283657,0.595217,0.711189,0.792405,0.58834,0.815066,0.729567,0.0238116,0.0677991,0.862435,0.0512451
1.0,0.0479069,0.0577624,0.0565265,0.274199,0.178125,0.0711874,0.770727,0.751182,0.868741,0.742911,0.0438303,0.84831,0.664305,0.448853,0.611568,0.0291795,0.743337,0.975715,0.462102,0.28759,0.542528,0.64844,0.816583,0.534119,0.78713,0.608326,0.0218537,0.0556596,0.848378,0.080707
1.0,0.0644198,0.061643,0.0415588,0.420019,0.297645,0.0768984,0.843716,0.748645,0.893929,0.761294,0.0323024,0.888015,0.670212,0.517676,0.824788,0.0258828,0.627909,0.974693,0.550615,0.31795,0.616351,0.685039,0.82677,0.667565,0.76173,0.661924,0.0257346,0.0288818,0.8543,0.0624351
1.0,0.0740336,0.107872,0.0995164,0.484468,0.776548,0.0900822,0.882558,0.336099,0.921245,0.887549,0.0580942,0.90217,0.678185,0.641402,0.604404,0.0293754,0.724327,0.89924,0.722478,0.346994,0.70668,0.788905,0.839181,0.548384,0.906975,0.721607,0.0786364,0.0397065,0.909143,0.185737
1.0,0.0631604,0.0822879,0.064772,0.395832,0.306341,0.0880008,0.809184,0.666804,0.891788,0.789893,0.0421004,0.876139,0.666224,0.52147,0.762856,0.0338602,0.71308,0.95035,0.543348,0.346964,0.619977,0.678012,0.804184,0.586756,0.826556,0.644897,0.0504942,0.0431381,0.863471,0.099515
1.0,0.0820885,0.0708116,0.0509114,0.475371,0.354028,0.0541516,0.82284,0.545415,0.941383,0.773712,0.0537191,0.870523,0.654866,0.571717,0.781002,0.0313078,0.732077,0.959288,0.557208,0.359273,0.628649,0.709584,0.805,0.561594,0.780859,0.67909,0.0314984,0.0441657,0.852532,0.109944
1.0,0.0695387,0.0373075,0.0392653,0.379612,0.207018,0.0763289,0.76913,0.465081,0.878431,0.75368,0.0529135,0.820067,0.652856,0.596936,0.783649,0.0213363,0.698329,0.955007,0.450589,0.395074,0.556553,0.67983,0.788577,0.519634,0.761831,0.64421,0.0750952,0.0363742,0.857422,0.0546747
1.0,0.0415047,0.041554,0.0267058,0.235141,0.0897405,0.0459873,0.78508,0.618806,0.857332,0.716694,0.0270903,0.80802,0.583205,0.446814,0.813727,0.0190097,0.632408,0.97754,0.387225,0.326398,0.530803,0.532701,0.778729,0.605731,0.732972,0.57497,0.0919113,0.0252506,0.802192,0.024989
1.0,0.092491,0.0699391,0.0654336,0.332423,0.506672,0.0772991,0.847799,0.509147,0.918727,0.871298,0.0567401,0.894775,0.779202,0.543623,0.73651,0.0310163,0.710008,0.914145,0.602751,0.46575,0.63498,0.784944,0.828971,0.477321,0.862339,0.655919,0.0985856,0.0562698,0.911941,0.204542
1.0,0.073056,0.0925187,0.0781444,0.426457,0.635546,0.0976266,0.844548,0.484973,0.888817,0.880663,0.0415181,0.924054,0.752661,0.656304,0.60014,0.032755,0.725848,0.900011,0.629219,0.531129,0.653435,0.7268,0.857946,0.602014,0.862832,0.673356,0.0776487,0.0638154,0.900326,0.218914
