class,cg21051964,cg15256305,cg00590036,cg17590135,cg04875128,cg10584587,cg05453358,cg03127558,cg01953615,cg03735012,cg03545227,cg20002958,cg00135497,cg07804728,cg14710459,cg03354992,cg15896098,cg14527097,cg08874430,cg12559685,cg23935300,cg02983451,cg26168643,cg15544650,cg07871971,cg08926713,cg03760191,cg18752716,cg21610439,cg10899301,cg08128680,cg26935102,cg13590117,cg14800351,cg09180512,cg27101452,cg26154534,cg15668967,cg14426312,cg01717881,cg22407458,cg03329165,cg02118635,cg26889367,cg05115468,cg19640789,cg11552078,cg23018039,cg19722847,cg11199182
1.0,0.925992,0.145458,0.212171,0.939967,-0.000280317,0.950871,0.333249,0.767392,0.758478,0.051331,0.191677,0.827775,0.865784,0.928568,0.586026,0.0530972,0.044016,0.898691,0.00680731,0.769325,0.946568,0.116134,0.563366,0.0631313,0.847694,0.640054,0.702333,0.920305,0.831593,0.115142,0.0117275,0.3699,0.93695,0.620834,0.98736,0.978437,0.210379,0.842338,0.0842812,0.955261,0.181088,0.0435504,0.0180693,0.0161939,0.0192703,0.986602,0.204551,0.947327,0.0913613,0.946367
1.0,0.928525,0.224345,0.126835,0.960063,0.234897,0.942776,0.984463,0.910085,0.7556,0.511172,0.186451,0.894273,0.814112,0.894744,0.916529,0.226466,0.0275646,0.922363,0.00689084,0.906003,0.949908,0.674556,0.604117,0.0587344,0.906843,0.724148,0.859545,0.909821,0.822876,0.125982,0.0139379,0.506178,0.900285,0.58687,0.9309,0.978513,0.135024,0.333543,0.0857629,0.954503,0.350945,0.0314304,0.0137357,0.0502127,0.0223199,0.889822,0.186244,0.928841,0.113783,0.945264
1.0,0.825081,0.298148,0.120815,0.971226,0.430995,0.975978,0.870944,0.600204,0.803493,0.481823,0.173718,0.861764,0.675399,0.907539,0.863181,0.0814255,0.0102337,0.495756,0.00869896,0.826771,0.92613,0.307667,0.706473,0.0246638,0.840829,0.726807,0.816357,0.899426,0.896356,0.132544,0.0314985,0.384849,0.965595,0.49644,0.975884,0.966982,0.141021,0.890427,0.0638834,0.967144,0.406011,0.0287917,0.0257777,0.118015,0.0295291,0.987017,0.237046,0.913663,0.090189,0.925853
1.0,0.90902,0.230678,0.101976,0.965317,0.364125,0.95171,0.97603,0.95611,0.871514,0.597176,0.174537,0.855388,0.784981,0.897251,0.668653,0.223496,0.00839109,0.820785,0.00630857,0.812066,0.960302,0.579757,0.702461,0.0694393,0.857951,0.808862,0.941001,0.925966,0.920104,0.07155,0.0101565,0.478968,0.97753,0.6448,0.991919,0.974565,0.302014,0.908687,0.0675864,0.962584,0.534512,0.0410982,0.066087,0.0138665,0.0275317,0.988801,0.160108,0.943532,0.100985,0.931745
1.0,0.884287,0.353677,0.142653,0.95167,0.368824,0.965633,0.915741,0.834371,0.727945,0.501975,0.184085,0.86792,0.811863,0.910609,0.848949,0.141064,0.0106531,0.891776,0.0112567,0.810292,0.937325,0.308534,0.684442,0.0150254,0.819398,0.8363,0.790469,0.898032,0.870211,0.139567,0.0133299,0.427485,0.91513,0.521816,0.984141,0.959569,0.15269,0.250628,0.086545,0.946766,0.409364,0.0226742,0.0162417,0.0178322,0.0271524,0.986881,0.178839,0.927767,0.0523154,0.921755
1.0,0.918926,0.293303,0.145916,0.425307,0.478502,0.947526,0.92274,0.885038,0.797348,0.495957,0.196099,0.906293,0.778566,0.930113,0.844142,0.108922,0.0163117,0.908055,0.0110626,0.826023,0.925824,0.444141,0.741243,0.109689,0.773576,0.806134,0.837473,0.883741,0.830029,0.172333,0.0153002,0.350098,0.963763,0.523826,0.983983,0.972276,0.0802107,0.332208,0.0549624,0.96584,0.494021,0.0250239,0.0165642,0.0146833,0.0219541,0.985579,0.156671,0.929401,0.0942178,0.926137
1.0,0.947025,0.279302,0.146406,0.971332,0.464875,0.976726,0.927756,0.93933,0.760498,0.442027,0.211214,0.883941,0.779866,0.949783,0.836218,0.111522,0.0106127,0.860083,0.010034,0.780735,0.923081,0.409383,0.727727,0.0552842,0.774645,0.771191,0.836747,0.89171,0.854468,0.164685,0.0128099,0.362536,0.923163,0.550734,0.980454,0.971717,0.275077,0.284081,0.0904227,0.967886,0.376708,0.0337725,0.0207135,0.0159168,0.0266959,0.986002,0.231327,0.951835,0.0900764,0.911105
1.0,0.929561,0.391749,0.172539,0.95119,0.493107,0.979439,0.86557,0.933937,0.804615,0.520512,0.17087,0.882953,0.844164,0.910552,0.857011,0.307459,0.0111985,0.895621,0.00898208,0.843218,0.928784,0.476181,0.691517,0.0390314,0.866178,0.826685,0.863167,0.894006,0.876831,0.129596,0.0117795,0.455974,0.94245,0.604037,0.98343,0.971589,0.0869204,0.885116,0.1154,0.972173,0.411693,0.185708,0.0231749,0.0161553,0.0312551,0.982883,0.268366,0.940275,0.0993754,0.910307
1.0,0.922443,0.243833,0.0967657,0.960825,0.301525,0.947088,0.974252,0.84779,0.768456,0.543983,0.140977,0.902816,0.710534,0.88393,0.896768,0.107921,0.0093255,0.896358,0.00496888,0.944396,0.945716,0.629905,0.723094,0.0622952,0.924819,0.76244,0.926151,0.917794,0.925951,0.0848089,0.011227,0.45882,0.914584,0.601858,0.988708,0.978172,0.267983,0.894564,0.0927146,0.954894,0.186386,0.02498,0.017278,0.0165691,0.0156788,0.980164,0.18582,0.940865,0.0809971,0.951086
1.0,0.884178,0.157604,0.133199,0.952637,0.414996,0.946885,0.890622,0.919587,0.765305,0.376188,0.218355,0.906841,0.775418,0.909571,0.856753,0.194923,0.0122859,0.874369,0.00364849,0.813129,0.889928,0.407497,0.630107,0.0605714,0.782053,0.886268,0.764183,0.879558,0.847575,0.152233,0.0213205,0.473906,0.923327,0.528521,0.798718,0.970015,0.22045,0.887449,0.0940308,0.959544,0.477173,0.144955,0.0393071,0.0288762,0.0213991,0.984817,0.230293,0.93724,0.0999388,0.922876
1.0,0.954889,0.297438,0.109123,0.959267,0.536121,0.972782,0.961219,0.933358,0.773952,0.529041,0.171072,0.906716,0.851957,0.903406,0.809342,0.219729,0.0174435,0.423668,0.00924008,0.858628,0.924894,0.464445,0.540989,0.079609,0.865603,0.90663,0.880397,0.89247,0.894282,0.142284,0.013866,0.484767,0.915357,0.568431,0.98483,0.975507,0.161479,0.917932,0.0509462,0.961828,0.450255,0.0431402,0.0276362,0.0152627,0.031337,0.98735,0.168187,0.913465,0.0669557,0.932859
-1.0,0.921519,0.216515,0.16812,0.958116,0.284449,0.970845,0.832486,0.912398,0.702946,0.347765,0.173739,0.869215,0.833395,0.890026,0.847389,0.15984,0.013781,0.926939,0.0119499,0.798542,0.922154,0.35151,0.62789,0.0748986,0.85904,0.812062,0.838189,0.915171,0.832746,0.117455,0.0121077,0.425837,0.93943,0.547984,0.981008,0.964508,0.122787,0.865995,0.0828057,0.962628,0.386617,0.0425475,0.0224286,0.0184881,0.0204035,0.956259,0.238506,0.936768,0.0716419,0.924606
-1.0,0.921245,0.323954,0.12598,0.952768,0.399664,0.957606,0.939439,0.922923,0.744137,0.530427,0.180153,0.891165,0.80941,0.927578,0.799073,0.29047,0.0231715,0.819098,0.0107922,0.871803,0.92649,0.452546,0.647992,0.068336,0.879667,0.819537,0.862318,0.899224,0.834191,0.16001,0.0180447,0.433539,0.957552,0.555787,0.98059,0.968409,0.195052,0.926254,0.0783498,0.953462,0.488922,0.0355073,0.022433,0.0176107,0.0275476,0.987394,0.179668,0.944261,0.0853422,0.922722
-1.0,0.930567,0.128278,0.18962,0.935043,0.121756,0.977835,0.687253,0.934004,0.775476,0.109411,0.183029,0.894178,0.888514,0.917388,0.843098,0.11001,0.0146098,0.889723,0.00971983,0.769495,0.946255,0.107338,0.594479,0.0832453,0.825346,0.681743,0.786381,0.91077,0.821098,0.170607,0.0189713,0.404756,0.94991,0.56627,0.980552,0.969298,0.161856,0.838427,0.135306,0.942545,0.353234,0.0368272,0.0226328,0.0190792,0.0246536,0.985162,0.1974,0.939781,0.0882007,0.941945
-1.0,0.860238,0.312597,0.172852,0.916612,0.410932,0.961909,0.892038,0.935596,0.808197,0.444726,0.216195,0.816822,0.773329,0.910614,0.8838,0.313825,0.0150524,0.872424,0.0111034,0.872749,0.953437,0.401821,0.718643,0.077209,0.857076,0.832969,0.824243,0.87241,0.841237,0.154104,0.0177844,0.436954,0.95532,0.536003,0.98186,0.969956,0.145084,0.873769,0.110316,0.933639,0.462958,0.0316677,0.0226033,0.0203486,0.0238394,0.986755,0.219174,0.938811,0.0963205,0.937182
-1.0,0.922904,0.437838,0.150494,0.956901,0.532157,0.975039,0.971557,0.940071,0.850038,0.620371,0.201271,0.875766,0.848387,0.910715,0.862466,0.255237,0.0127592,0.889991,0.00984471,0.800991,0.911379,0.567064,0.77174,0.0801851,0.787756,0.90472,0.923462,0.86922,0.876578,0.230255,0.0148459,0.388263,0.962496,0.498616,0.982753,0.981471,0.138379,0.355986,0.0980631,0.950576,0.568819,0.027538,0.0162328,0.0150131,0.0208527,0.986868,0.20598,0.939607,0.0704597,0.937031
-1.0,0.926117,0.533666,0.126714,0.939878,0.450288,0.96298,0.894083,0.899188,0.866875,0.546988,0.185899,0.890486,0.700292,0.896363,0.859906,0.230603,0.0104523,0.916028,0.0100225,0.887925,0.923362,0.510695,0.691881,0.0222068,0.878404,0.889772,0.865366,0.896908,0.846094,0.157205,0.0155475,0.385332,0.903982,0.49513,0.982512,0.921725,0.307475,0.286429,0.0927271,0.955189,0.42199,0.0266159,0.0183504,0.0134837,0.0235688,0.986232,0.195526,0.941559,0.0506556,0.920171
-1.0,0.921561,0.23657,0.158887,0.964497,0.429701,0.952002,0.948977,0.880413,0.720596,0.460874,0.186454,0.914872,0.779004,0.895074,0.859357,0.225303,0.0122473,0.921152,0.0101767,0.743916,0.923058,0.471985,0.679551,0.0571948,0.753005,0.855958,0.91347,0.913444,0.871407,0.132281,0.011102,0.470311,0.908718,0.599866,0.979144,0.968454,0.0900581,0.875622,0.152033,0.972456,0.361293,0.0284708,0.0147185,0.0149007,0.0212333,0.972705,0.220786,0.943381,0.094663,0.933326
-1.0,0.849037,0.303307,0.169756,0.939502,0.386877,0.974923,0.898419,0.945356,0.791419,0.455275,0.208284,0.84792,0.801811,0.917422,0.856658,0.313456,0.0143038,0.887355,0.0102084,0.876867,0.917962,0.410565,0.763521,0.0486171,0.817686,0.824269,0.823738,0.887359,0.864884,0.110964,0.0134681,0.464304,0.952517,0.5472,0.981157,0.974451,0.0933123,0.913412,0.104173,0.958787,0.449913,0.0379451,0.0203368,0.0187915,0.0327242,0.985283,0.259668,0.9304,0.10981,0.921529
-1.0,0.914459,0.221971,0.188492,0.976465,0.439592,0.967545,0.938294,0.934705,0.780931,0.432718,0.195357,0.90335,0.785798,0.869474,0.853687,0.295854,0.0142108,0.913173,0.00875283,0.847035,0.932536,0.428291,0.7505,0.0506347,0.818791,0.860373,0.902886,0.904125,0.878373,0.189921,0.0107457,0.407094,0.948265,0.540469,0.978777,0.970287,0.0674055,0.851097,0.102059,0.966084,0.351609,0.0391273,0.0211022,0.0164736,0.0257569,0.957546,0.282824,0.934365,0.0941678,0.922733
-1.0,0.941243,0.267075,0.155121,0.962939,0.462203,0.972674,0.895802,0.926594,0.780789,0.456117,0.195384,0.913521,0.797181,0.852555,0.848694,0.162694,0.0143414,0.902032,0.0102751,0.844512,0.932545,0.432563,0.705755,0.107513,0.852273,0.801671,0.847323,0.901707,0.857937,0.180828,0.0131331,0.414023,0.94471,0.506048,0.98112,0.97168,0.278078,0.33602,0.117175,0.9692,0.412693,0.0327259,0.0201418,0.0154607,0.0416424,0.984233,0.21781,0.942323,0.0826238,0.915528
-1.0,0.92204,0.333384,0.172671,0.487923,0.430363,0.932271,0.957214,0.946113,0.841534,0.52781,0.206016,0.896829,0.80466,0.884543,0.787032,0.249453,0.012949,0.878982,0.00878123,0.837825,0.926879,0.506372,0.652878,0.0692811,0.806281,0.859127,0.830867,0.891218,0.862936,0.198768,0.0168361,0.405989,0.934067,0.564456,0.98047,0.963666,0.293192,0.80706,0.109409,0.942151,0.400701,0.0263439,0.0223051,0.0192581,0.022202,0.980613,0.215643,0.919303,0.101567,0.932307
-1.0,0.94475,0.180482,0.145423,0.538403,0.067452,0.9755,0.747423,0.933257,0.872637,0.123717,0.197058,0.923085,0.818423,0.878936,0.875138,0.141031,0.0137257,0.881224,0.00995827,0.819887,0.92232,0.100052,0.588772,0.0781596,0.820238,0.803222,0.832933,0.884235,0.85724,0.0949766,0.0159818,0.467255,0.954501,0.573189,0.984137,0.98031,0.178201,0.854264,0.109559,0.946376,0.335654,0.0333615,0.0192128,0.0189623,0.0246923,0.985544,0.172201,0.929036,0.106447,0.925553
-1.0,0.928344,0.445151,0.148892,0.969456,0.458561,0.967217,0.934898,0.861514,0.856413,0.464982,0.209131,0.916801,0.742031,0.922444,0.835211,0.21989,0.0143925,0.891565,0.0119932,0.823801,0.924047,0.415626,0.643283,0.0397532,0.775473,0.901926,0.823968,0.900622,0.880489,0.126393,0.0161238,0.464361,0.945004,0.528777,0.97796,0.965997,0.104468,0.877662,0.0988371,0.96312,0.442096,0.035786,0.0257681,0.0178692,0.027647,0.984679,0.227153,0.944098,0.122866,0.917201
-1.0,0.904194,0.411368,0.121132,0.964226,0.413714,0.934893,0.900894,0.920093,0.780393,0.523116,0.176555,0.901461,0.821213,0.901155,0.854715,0.271138,0.0088619,0.888186,0.00925682,0.861475,0.931212,0.54015,0.599635,0.0574748,0.834942,0.908559,0.883219,0.883016,0.878291,0.126043,0.0118284,0.432186,0.957173,0.551638,0.984392,0.966756,0.0876825,0.844649,0.0839567,0.96232,0.40542,0.0312922,0.0181486,0.0150197,0.0238228,0.983709,0.25565,0.928136,0.118851,0.933087
-1.0,0.933418,0.407516,0.123937,0.915322,0.212911,0.951831,0.934972,0.721459,0.822118,0.472485,0.156371,0.88986,0.864346,0.895168,0.745105,0.140264,0.0171436,0.876307,0.0301698,0.761682,0.938784,0.484056,0.661643,0.0841711,0.77354,0.87087,0.831963,0.859772,0.857547,0.108979,0.0180625,0.372814,0.921682,0.567357,0.980703,0.977266,0.232593,0.807546,0.0964354,0.922632,0.453444,0.0295416,0.0214374,0.0190224,0.0249579,0.983078,0.201289,0.927575,0.0758938,0.901483
-1.0,0.917256,0.352295,0.148109,0.961789,0.475506,0.959805,0.900364,0.929782,0.786594,0.476773,0.202536,0.908757,0.782407,0.923462,0.832554,0.247649,0.0126824,0.889857,0.0103124,0.796442,0.935395,0.527191,0.687999,0.124302,0.832337,0.897171,0.882953,0.882018,0.79785,0.181139,0.013109,0.426988,0.951886,0.559973,0.964781,0.974694,0.13233,0.884387,0.0734649,0.95859,0.496094,0.0249045,0.0237325,0.0185003,0.0304785,0.985517,0.200435,0.952049,0.0716269,0.927486
-1.0,0.951683,0.481183,0.110573,0.974844,0.219835,0.947768,0.960475,0.72565,0.970482,0.50229,0.155146,0.876049,0.892001,0.705371,0.844819,0.0876068,0.0142271,0.874364,0.00906326,0.672903,0.919544,0.46813,0.511771,0.0505283,0.689194,0.582348,0.834313,0.894576,0.892324,0.127139,0.0154403,0.359655,0.8844,0.464871,0.986547,0.970628,0.336556,0.920068,0.11057,0.96519,0.413708,0.0223957,0.0172431,0.0130882,0.020268,0.989994,0.207801,0.940258,0.0751622,0.927514
-1.0,0.934032,0.113961,0.21779,0.926432,0.0469784,0.967886,0.653634,0.855493,0.817624,-0.0103882,0.213093,0.866366,0.810163,0.924189,0.86109,0.0864159,0.0108232,0.871362,0.0112572,0.732402,0.923234,0.0426632,0.547221,0.0656453,0.802615,0.568893,0.661543,0.876734,0.845476,0.145274,0.0111962,0.363816,0.947304,0.603724,0.983766,0.975797,0.430804,0.874652,0.0971097,0.960095,0.251127,0.0356196,0.0144955,0.0148287,0.0239463,0.986303,0.231513,0.951746,0.0547509,0.918528
-1.0,0.927244,0.383898,0.100034,0.967983,0.335012,0.985364,0.956741,0.935334,0.742167,0.560779,0.16697,0.880865,0.812542,0.942453,0.915743,0.245038,0.0150268,0.9127,0.00597451,0.923882,0.946967,0.630566,0.770059,0.0590665,0.902607,0.871632,0.935894,0.940012,0.911637,0.0891528,0.0106952,0.498664,0.967655,0.604582,0.94766,0.981652,0.136649,0.405978,0.103909,0.953394,0.467077,0.0319623,0.0158573,0.0185331,0.0175661,0.987244,0.184423,0.945599,0.0700143,0.944907
-1.0,0.946635,0.565565,0.12755,0.968773,0.503808,0.976605,0.96876,0.952182,0.79951,0.572234,0.191333,0.910932,0.816683,0.897849,0.852052,0.3493,0.0124746,0.9064,0.0107269,0.923811,0.918431,0.664873,0.836875,0.0551778,0.908032,0.903291,0.950056,0.888787,0.901099,0.203649,0.0131035,0.428552,0.954561,0.6676,0.982158,0.968028,0.108771,0.904586,0.118906,0.965223,0.47992,0.0383142,0.0199905,0.0165499,0.0241338,0.984094,0.242914,0.932095,0.0571671,0.926591
-1.0,0.941848,0.322401,0.170406,0.945333,0.540127,0.942631,0.915318,0.695588,0.704113,0.492035,0.189033,0.90873,0.824358,0.880381,0.859299,0.258483,0.017614,0.858356,0.0138415,0.899592,0.892445,0.605745,0.719264,0.110571,0.873421,0.877402,0.915603,0.846588,0.873655,0.140985,0.150196,0.358094,0.910169,0.5947,0.977054,0.973674,0.115724,0.830227,0.10218,0.930688,0.409997,0.0488958,0.031748,0.255354,0.0333482,0.977632,0.190675,0.925137,0.0870413,0.913342
-1.0,0.948485,0.26058,0.145382,0.964256,0.468995,0.966157,0.87763,0.930291,0.764473,0.57635,0.176026,0.903774,0.844865,0.906142,0.823137,0.309888,0.0129243,0.907361,0.00894331,0.87834,0.923896,0.563995,0.797906,0.0394916,0.859836,0.845936,0.875502,0.905464,0.841835,0.149521,0.0134482,0.378665,0.946311,0.598787,0.985811,0.975253,0.186417,0.895307,0.0611595,0.962007,0.526909,0.0257184,0.0271077,0.018864,0.0247374,0.987567,0.198646,0.934153,0.0778719,0.927468
-1.0,0.933698,0.330989,0.202385,0.938445,0.400391,0.959766,0.7981,0.956473,0.838255,0.485922,0.180334,0.903232,0.834278,0.926737,0.878556,0.19502,0.0159106,0.886537,0.0103245,0.804888,0.914567,0.453928,0.649843,0.0797875,0.79961,0.779994,0.840271,0.875164,0.820854,0.167605,0.0143716,0.383845,0.920962,0.525678,0.980222,0.976306,0.109254,0.822774,0.0934147,0.938581,0.395346,0.0382238,0.0333017,0.0161839,0.0215681,0.984778,0.169319,0.942845,0.0942417,0.920288
-1.0,0.913697,0.336274,0.195625,0.932484,0.512163,0.899596,0.931459,0.952722,0.741264,0.5823,0.20176,0.89664,0.863196,0.92313,0.564481,0.267819,0.0179275,0.867473,0.0148812,0.839695,0.922319,0.568451,0.723358,0.102746,0.852154,0.811428,0.895637,0.856594,0.876895,0.192781,0.0227933,0.438324,0.940463,0.574045,0.973415,0.969445,0.211791,0.842707,0.115767,0.920815,0.505262,0.0432952,0.0260654,0.0270661,0.0418357,0.941399,0.218039,0.922716,0.0664882,0.897637
-1.0,0.951495,0.394833,0.15981,0.965848,0.497605,0.976658,0.946842,0.959597,0.874757,0.568325,0.211318,0.901256,0.897605,0.926199,0.875898,0.288124,0.0160052,0.881812,0.0105094,0.902733,0.919903,0.568829,0.761421,0.096229,0.891307,0.885745,0.954557,0.877469,0.88148,0.183998,0.0146905,0.447642,0.963481,0.546956,0.983839,0.977932,0.15968,0.857541,0.101619,0.947671,0.51598,0.0280285,0.0178029,0.0156656,0.0354089,0.986948,0.216122,0.93091,0.0939582,0.938012
-1.0,0.926534,0.435531,0.17521,0.938327,0.539894,0.974118,0.973568,0.947143,0.830192,0.56984,0.258008,0.880938,0.773969,0.91646,0.769021,0.294909,0.0152359,0.874504,0.010839,0.881744,0.926988,0.468964,0.761674,0.0703611,0.860533,0.821408,0.914309,0.87357,0.851366,0.263725,0.0154039,0.423351,0.915406,0.567314,0.984428,0.975027,0.411315,0.808383,0.097449,0.945298,0.490922,0.0452069,0.0193658,0.0156545,0.0242789,0.970102,0.200529,0.946299,0.0905708,0.928266
-1.0,0.938996,0.46689,0.138601,0.941809,0.518681,0.95271,0.965392,0.932176,0.850692,0.546089,0.213798,0.925741,0.806616,0.905813,0.817719,0.239927,0.0150871,0.88847,0.00950215,0.896294,0.934637,0.61064,0.697968,0.0687958,0.906741,0.832977,0.923071,0.856035,0.870996,0.220109,0.0162249,0.374174,0.948703,0.622994,0.985487,0.969182,0.182781,0.83238,0.0801803,0.925997,0.412603,0.0439269,0.0215757,0.0164829,0.0208357,0.982938,0.188888,0.934987,0.0761351,0.930925
-1.0,0.943298,0.332912,0.224126,0.926717,0.448775,0.955261,0.902358,0.950533,0.832738,0.379751,0.232596,0.904589,0.845134,0.927119,0.88773,0.300736,0.0133707,0.890997,0.00983692,0.865487,0.92196,0.413709,0.722741,0.0787634,0.865464,0.793588,0.864592,0.890791,0.864785,0.187711,0.0143391,0.411223,0.929691,0.610396,0.982247,0.980746,0.308783,0.821185,0.0932027,0.93976,0.487404,0.0488371,0.0192999,0.0213961,0.0289692,0.985372,0.225078,0.938911,0.0906596,0.933041
-1.0,0.950747,0.452917,0.175991,0.905502,0.523225,0.964176,0.949716,0.923496,0.825472,0.581472,0.236489,0.91583,0.796492,0.909672,0.784623,0.317947,0.0126658,0.882741,0.00858825,0.899091,0.954602,0.540839,0.734472,0.0685996,0.883943,0.808617,0.873777,0.88148,0.841432,0.230785,0.0155589,0.431877,0.97006,0.620069,0.981311,0.972576,0.298348,0.826194,0.107669,0.945585,0.507125,0.0408088,0.0217375,0.0156062,0.0243731,0.982313,0.170656,0.940563,0.0891815,0.931991
