class,cg20716209,cg17590135,cg27413732,cg07804728,cg21051964,cg04500632,cg19212550,cg27009008,cg01338084,cg26864230,cg23018039,cg05415871,cg24046864,cg25141069,cg22407458,cg21946667,cg10334121,cg10462643,cg21948655,cg10678486,cg11693709,cg17492891,cg23099959,cg08957018,cg26996201,cg05714219,cg13590117,cg26916609,cg12624829,cg05835416,cg27349795,cg06475503,cg02061431,cg21149764,cg02515103,cg05115468,cg14332346,cg02000145,cg19722347,cg12698628,cg14862260,cg11323483,cg23843090,cg22052948,cg06359059,cg26154534,cg03760191,cg11851429,cg04875128,cg14363146,cg05634428,cg25986322,cg11354603,cg04704634,cg20416129,cg24800175,cg22641350,cg13969273,cg20488820,cg07676859,cg05482498,cg01248426,cg23386807,cg22850234,cg14640772,cg17371436,cg04992576,cg08185095,cg09278980,cg05497345,cg15094912,cg20578893,cg01970427,cg18764516,cg23008404,cg10599951,cg01914455,cg00656478,cg05241830,cg27627006,cg19958866,cg00855396,cg12309938,cg13956443,cg19747632,cg08642716,cg19640789,cg06997008,cg08118581,cg07871971,cg11826324,cg12161132,cg02825728,cg08327690,cg25699073,cg26333652,cg22498143,cg13027556,cg22541336,cg12559685,cg01918222,cg10150615,cg00985564,cg26362488,cg26435172,cg10788213,cg21200382,cg11784305,cg11969637,cg18020955,cg10510478,cg22209441,cg01060282,cg05419984,cg17527563,cg03087607,cg23009962,cg04164023,cg16803707,cg21492137,cg05293407,cg22313322,cg05212836,cg15004938,cg02558362,cg06804311,cg16052570,cg19998533,cg21126573,cg27237541,cg12938320,cg13619623,cg17836114,cg19570702,cg26484108,cg14527097,cg07850477,cg17208530,cg21398280,cg02157083,cg12775613,cg05070626,cg26820845,cg23460843,cg09545123,cg22510376,cg22447839,cg24492374,cg22008551,cg16288872,cg20002958,cg04058144,cg13652536,cg05303208,cg00949670,cg15879426,cg14992768,cg23944920,cg24691656,cg08390760,cg06941312,cg10584042,cg02255700
3.0,0.0506898,0.944007,0.073056,0.929283,0.91368,0.925794,0.60014,0.0117042,0.0198175,0.0415181,0.950711,0.968159,0.903676,0.0189414,0.213866,0.696089,0.823749,0.94556,0.914215,0.0581272,0.778368,0.0363432,0.92308,0.0493814,0.0776487,0.0369375,0.942302,0.964715,0.0233442,0.602014,0.0219874,0.938548,0.134357,0.913012,0.0275563,0.0301178,0.0452986,0.0265696,0.916352,0.0481636,0.906413,0.917328,0.904371,0.3187,0.0245664,0.269313,0.811515,0.0453806,0.0941601,0.00839502,0.603675,0.907776,0.405152,0.832932,0.888258,0.069799,0.973082,0.0345034,0.114845,0.110742,0.155617,0.662748,0.0149666,0.0214815,0.150692,0.0340218,0.901137,0.35489,0.189035,0.109679,0.0339443,0.962048,0.916564,0.0158656,0.876828,0.898578,0.0303119,0.888817,0.886623,0.426457,0.0448398,0.952806,0.888893,0.931984,0.0368261,0.844689,0.987859,0.938143,0.922146,0.849151,0.777986,0.971081,0.819665,0.0253989,0.806326,0.206005,0.035795,0.896629,0.906816,0.821079,0.599369,0.0976266,0.906218,0.0538689,0.628755,0.956092,0.561913,0.0850753,0.747186,0.326448,0.89828,0.8181,0.933999,0.0476874,0.920631,0.236839,0.977617,0.977138,0.0441798,0.898366,0.0590352,0.0886954,0.0274722,0.844548,0.367957,0.981679,0.86962,0.572671,0.0178538,0.726694,0.92696,0.92424,0.0599027,0.937812,0.858889,0.906875,0.0765521,0.788287,0.973602,0.751458,0.946504,0.149829,0.111441,0.0372868,0.0925187,0.0196225,0.0341098,0.0129441,0.628411,0.957267,0.910366,0.0343501,0.816863,0.196925,0.032755,0.966567,0.833547,0.930185,0.111597,0.00684781,0.0789823,0.0664912,0.0963913
3.0,0.041872,0.937628,0.0928917,0.904049,0.910937,0.933669,0.750696,0.0125638,0.0268951,0.121337,0.92882,0.94576,0.863225,0.0243733,0.52946,0.714363,0.896422,0.9164,0.88906,0.0484461,0.715216,0.032553,0.87066,0.033516,0.0767358,0.0348889,0.956132,0.952731,0.0309302,0.471773,0.0334882,0.933732,0.0891644,0.923353,0.0327628,0.0354677,0.0401018,0.039936,0.911224,0.0360373,0.866543,0.905885,0.881977,0.543556,0.0238778,0.177222,0.903673,0.035348,0.534465,0.0164116,0.714725,0.820352,0.615044,0.831589,0.8842,0.0573585,0.906712,0.0306708,0.190121,0.615988,0.150699,0.672028,0.0207266,0.0215513,0.0986999,0.0316516,0.845027,0.504332,0.329701,0.114248,0.0365288,0.88141,0.924383,0.0371752,0.870833,0.917441,0.0563071,0.907908,0.84113,0.388808,0.0306145,0.921209,0.884711,0.896235,0.0551731,0.84822,0.984365,0.910879,0.9108,0.888363,0.771669,0.969426,0.78745,0.124784,0.939106,0.635709,0.0936369,0.909436,0.911473,0.867349,0.651356,0.0936711,0.91461,0.027927,0.592483,0.962177,0.0940467,0.0598497,0.773281,0.434749,0.943659,0.737776,0.914474,0.0879139,0.9341,0.274028,0.974839,0.964239,0.038405,0.84239,0.0618579,0.0685246,0.0408091,0.841743,0.366819,0.97347,0.833961,0.597418,0.0212209,0.794405,0.899954,0.888348,0.0663554,0.925393,0.837183,0.866687,0.0411162,0.781689,0.962173,0.780488,0.939794,0.0916367,0.100687,0.0484042,0.0632833,0.0410202,0.0343681,0.0215677,0.624906,0.947952,0.893016,0.0292574,0.810155,0.229557,0.0327125,0.965165,0.799916,0.840609,0.0473561,0.0228155,0.0697816,0.0610284,0.105951
3.0,0.0373625,0.959371,0.0597826,0.896013,0.922314,0.887677,0.704397,0.010906,0.0247245,0.0342907,0.931055,0.960876,0.88181,0.0189954,0.519822,0.794242,0.882269,0.846074,0.874618,0.0467706,0.780132,0.0309545,0.890933,0.0326694,0.0205151,0.0329926,0.925462,0.955998,0.0185454,0.572794,0.0286794,0.951455,0.0747558,0.932612,0.023288,0.113913,0.0116143,0.0406722,0.878021,0.258876,0.903199,0.887494,0.928588,0.676204,0.0237612,0.242688,0.891402,0.0101686,0.466452,0.0165716,0.696208,0.830061,0.709657,0.842121,0.87834,0.11406,0.962289,0.0285873,0.15126,0.685052,0.148276,0.650665,0.0173883,0.03777,0.0720265,0.0331324,0.856724,0.533614,0.303847,0.104315,0.042369,0.887188,0.921183,0.0227698,0.878244,0.917816,0.0477692,0.878931,0.856637,0.462978,0.0234099,0.90067,0.89096,0.887541,0.0542704,0.828145,0.971828,0.878861,0.899425,0.876932,0.787876,0.966144,0.816854,0.0311261,0.926575,0.714754,0.108222,0.902277,0.893896,0.869018,0.652288,0.0743116,0.894049,0.0277243,0.563649,0.970832,0.0903136,0.0261283,0.761703,0.398156,0.954886,0.757837,0.8967,0.100097,0.926637,0.32466,0.975568,0.974951,0.0460604,0.867855,0.0691805,0.0627897,0.0265109,0.810036,0.514392,0.979947,0.852457,0.535074,0.0156452,0.663734,0.888416,0.882052,0.0267915,0.947776,0.822114,0.865913,0.0297355,0.840114,0.964079,0.79105,0.944362,0.0425374,0.0852666,0.0711004,0.0799242,0.0451144,0.0382084,0.0150964,0.534671,0.949924,0.911632,0.0210182,0.755506,0.241823,0.0350335,0.968707,0.798901,0.838377,0.0445755,0.0165882,0.0664314,0.0579064,0.0766186
3.0,0.0292725,0.954526,0.0696828,0.892242,0.936739,0.912522,0.82678,0.349654,0.0227217,0.0765108,0.934748,0.965344,0.858594,0.016154,0.466902,0.775993,0.88587,0.867876,0.87585,0.0357692,0.694085,0.0156805,0.892188,0.0176576,0.0489971,0.0355495,0.963814,0.952499,0.0231623,0.566436,0.0263403,0.951344,0.0554597,0.914122,0.0263381,0.0291723,0.00331344,0.0404185,0.911533,0.0327652,0.879742,0.900915,0.883036,0.552112,0.0245253,0.17561,0.928365,0.00850392,0.518483,0.0179234,0.603812,0.765682,0.672707,0.802231,0.870337,0.130762,0.959439,0.0274925,0.0994034,0.615389,0.112416,0.626585,0.0177691,0.0294185,0.062437,0.0201896,0.84298,0.55099,0.254919,0.119238,0.0359584,0.929651,0.896612,0.0237967,0.861844,0.92932,0.0569903,0.85854,0.878519,0.334841,0.0253912,0.926117,0.870495,0.860444,0.0420505,0.810858,0.985437,0.9074,0.857136,0.865221,0.757059,0.966389,0.727413,0.113743,0.935254,0.632219,0.0475559,0.888424,0.886144,0.911148,0.539694,0.0413722,0.908541,0.0256144,0.582335,0.966531,0.080411,0.0273222,0.637115,0.43519,0.962805,0.71319,0.885474,0.0589691,0.940193,0.266136,0.9772,0.976376,0.0307625,0.867982,0.0341359,0.0386491,0.0334655,0.783605,0.429752,0.965338,0.820772,0.550537,0.0147988,0.648434,0.923612,0.881454,0.0280728,0.949992,0.777893,0.84328,0.0555472,0.777379,0.978839,0.783174,0.939149,0.0547552,0.0428038,0.0280581,0.0520846,0.0246264,0.0337189,0.00649146,0.514883,0.938502,0.898176,0.0253214,0.756849,0.25861,0.027718,0.967282,0.756113,0.789861,0.0339351,0.0271414,0.07936,0.0548124,0.0429697
3.0,0.0262056,0.926956,0.0679699,0.917659,0.947739,0.913785,0.735509,0.0122984,0.025499,0.0496806,0.928832,0.929012,0.909219,0.0236558,0.542541,0.741416,0.885239,0.861374,0.882754,0.0495607,0.711481,0.0281907,0.874639,0.0240867,0.0740597,0.0345447,0.950651,0.950327,0.028992,0.481423,0.0286094,0.954435,0.104845,0.911984,0.0336722,0.0254512,0.044839,0.0422032,0.868516,0.0293554,0.859963,0.878756,0.876999,0.657738,0.0228595,0.145119,0.91584,0.0237798,0.538318,0.0193991,0.696188,0.794881,0.777169,0.785946,0.885404,0.0452508,0.928553,0.0282124,0.163802,0.715702,0.174863,0.685337,0.0200028,0.0350753,0.0686618,0.031379,0.820385,0.342084,0.353,0.1291,0.0368586,0.890753,0.920115,0.0386138,0.885735,0.908245,0.0470708,0.907217,0.869872,0.373901,0.0282956,0.892925,0.884791,0.895224,0.0419773,0.79469,0.986616,0.910107,0.86102,0.864854,0.792349,0.960769,0.822817,0.227407,0.947481,0.710558,0.101731,0.928287,0.888429,0.893272,0.546093,0.0775338,0.911328,0.0269068,0.560945,0.962266,0.0650262,0.0683147,0.69987,0.468163,0.947436,0.704708,0.878667,0.0967769,0.935614,0.335673,0.968153,0.927212,0.0336459,0.918065,0.0540253,0.0541622,0.0379554,0.826053,0.367648,0.970482,0.772963,0.66266,0.0202858,0.710753,0.904728,0.891521,0.0660423,0.92742,0.837894,0.843684,0.0291991,0.804363,0.964351,0.766546,0.919249,0.0567462,0.0689679,0.150858,0.0629899,0.0463738,0.0326839,0.0179213,0.575786,0.921416,0.872799,0.0256722,0.77377,0.222327,0.0312208,0.945912,0.748415,0.853891,0.0433167,0.019639,0.0700301,0.05533,0.0779475
3.0,0.0283157,0.904801,0.0729752,0.914185,0.885084,0.919425,0.664654,0.0128241,0.0259783,0.0427845,0.930481,0.95178,0.865622,0.0206875,0.518471,0.733166,0.900829,0.825494,0.890914,0.0600149,0.667567,0.0266053,0.889722,0.0255214,0.0798616,0.0340436,0.945091,0.941907,0.0287594,0.503811,0.0309756,0.9484,0.0613077,0.910309,0.0312977,0.0223401,0.0421542,0.0293181,0.628469,0.0315974,0.834232,0.879975,0.913038,0.744871,0.0242202,0.123535,0.887899,0.02907,0.471422,0.0147761,0.585752,0.826427,0.799271,0.845081,0.875327,0.05413,0.94602,0.0303052,0.10388,0.648909,0.149974,0.662654,0.0187474,0.0312287,0.087109,0.0349016,0.85122,0.507582,0.301778,0.114315,0.0383275,0.864011,0.907087,0.0320845,0.893376,0.925816,0.037215,0.878148,0.826336,0.366873,0.0293918,0.88423,0.902752,0.914928,0.0526994,0.861985,0.985536,0.905074,0.883825,0.867264,0.759429,0.956175,0.779424,0.1169,0.924015,0.649176,0.0751858,0.93352,0.903474,0.890361,0.529528,0.0728102,0.914847,0.0258706,0.537709,0.96381,0.0761233,0.0371806,0.733679,0.461745,0.956451,0.687193,0.899577,0.0704827,0.929528,0.283728,0.974252,0.968388,0.0400658,0.868248,0.0620011,0.0642916,0.0314083,0.770879,0.373125,0.967347,0.816459,0.659087,0.018478,0.718196,0.887884,0.909005,0.0512746,0.918701,0.828067,0.856991,0.0306951,0.83291,0.965428,0.802155,0.920194,0.0528437,0.0829043,0.0855372,0.0686986,0.0406484,0.0425451,0.0216996,0.555235,0.93654,0.911568,0.023693,0.826046,0.222354,0.0323682,0.948628,0.781429,0.871998,0.0459919,0.0154462,0.058863,0.0601908,0.0815433
3.0,0.0382569,0.962766,0.0642219,0.917417,0.935528,0.901987,0.785607,0.0153552,0.0253138,0.0389878,0.951328,0.917871,0.880882,0.0208801,0.473004,0.786946,0.916945,0.874143,0.851259,0.0427954,0.739017,0.0369383,0.915585,0.0468298,0.0107579,0.0250647,0.924746,0.963929,0.0197939,0.566036,0.0255035,0.947528,0.0740987,0.911634,0.0343749,0.0219386,0.0104819,0.0140855,0.922511,0.0372213,0.876973,0.879903,0.874252,0.621043,0.0216492,0.102519,0.949624,0.0206392,0.500751,0.409478,0.643321,0.82329,0.72356,0.803467,0.87651,0.0291037,0.939824,0.0243202,0.151704,0.663608,0.118654,0.685819,0.0166727,0.037428,0.0695857,0.025071,0.846285,0.384783,0.32763,0.0958899,0.0409032,0.933162,0.918446,0.0248094,0.890826,0.919842,0.0313879,0.874507,0.814662,0.356966,0.0222999,0.920428,0.874172,0.890255,0.0461577,0.800763,0.98552,0.890787,0.887639,0.894368,0.772164,0.966036,0.841751,0.0809821,0.937998,0.724568,0.0873016,0.896879,0.883213,0.909523,0.636799,0.0955449,0.924135,0.0240733,0.577333,0.970162,0.077874,0.0304461,0.778619,0.486662,0.961302,0.720711,0.910937,0.0527717,0.94004,0.329047,0.977954,0.971842,0.0436336,0.852046,0.0720188,0.0567917,0.0311542,0.787152,0.388416,0.979336,0.837144,0.588088,0.0187711,0.697652,0.922816,0.891607,0.0567981,0.948476,0.789514,0.936186,0.0430715,0.804425,0.96862,0.785462,0.930651,0.0452961,0.106612,0.101299,0.0664373,0.0823515,0.0355247,0.00637578,0.469878,0.937076,0.908308,0.0237865,0.812263,0.222607,0.0315536,0.969314,0.790149,0.823981,0.0478506,0.0205439,0.0722043,0.0754321,0.0922591
3.0,0.022769,0.958273,0.0613984,0.915227,0.939339,0.885175,0.763374,0.0100759,0.0220486,0.0407908,0.935166,0.969031,0.846859,0.0169114,0.447069,0.805107,0.901812,0.880639,0.869782,0.0410689,0.72591,0.0286579,0.884678,0.0381821,0.00797792,0.0295904,0.950867,0.962199,0.022184,0.669241,0.0244382,0.954539,0.0819406,0.920434,0.0243757,0.0238181,0.00988417,0.0182139,0.893002,0.0377572,0.884539,0.901931,0.852382,0.673081,0.0228814,0.0889333,0.959002,0.0121029,0.461997,0.0205122,0.629542,0.810761,0.806018,0.836014,0.859339,0.0294691,0.95987,0.0231818,0.148888,0.689199,0.124934,0.641672,0.0149164,0.0289643,0.0872664,0.0301487,0.859922,0.525768,0.411218,0.105529,0.0245243,0.894368,0.91126,0.021561,0.886334,0.919913,0.0263903,0.859609,0.846964,0.243688,0.021444,0.930659,0.843896,0.893991,0.0628746,0.847031,0.951828,0.913147,0.88654,0.896747,0.749928,0.943331,0.776414,0.114432,0.921861,0.755955,0.0331569,0.920836,0.902165,0.886728,0.573318,0.0686895,0.916529,0.0193944,0.599102,0.970898,0.0741468,0.0404517,0.737186,0.558091,0.95885,0.700247,0.906315,0.0814422,0.94614,0.339704,0.980757,0.977613,0.0446108,0.84898,0.0606172,0.044777,0.0330988,0.739645,0.511304,0.979305,0.837004,0.6106,0.0139575,0.623378,0.913094,0.867571,0.0423965,0.936683,0.845444,0.863439,0.038975,0.795165,0.972742,0.777932,0.946538,0.0429005,0.0741984,0.0545732,0.0698848,0.0588267,0.0324813,0.0077638,0.572759,0.946405,0.929955,0.0284389,0.792287,0.3528,0.0392857,0.970427,0.791673,0.766352,0.05162,0.0179878,0.0563533,0.0574303,0.0914366
3.0,0.0347213,0.9634,0.0675837,0.93262,0.935873,0.90408,0.763938,0.0121391,0.0207659,0.0391193,0.938047,0.962247,0.890319,0.0188662,0.519642,0.778299,0.875276,0.877685,0.884529,0.0282659,0.730858,0.0149536,0.891414,0.0122362,0.0757826,0.040261,0.962006,0.925237,0.0192174,0.620868,0.0279215,0.937749,0.068724,0.932103,0.0246488,0.0227587,0.0115298,0.0397507,0.561849,0.0547087,0.788263,0.906448,0.886247,0.524554,0.0283567,0.165656,0.870148,0.00729298,0.470969,0.0227691,0.655143,0.826433,0.678513,0.829858,0.875175,0.144918,0.954744,0.0322848,0.12374,0.606622,0.176042,0.676056,0.0156245,0.0253375,0.0869993,0.027312,0.854222,0.418826,0.31493,0.113766,0.0301979,0.919842,0.924744,0.0281731,0.889216,0.909933,0.028704,0.861407,0.841452,0.310658,0.0273401,0.885415,0.887952,0.898474,0.0449039,0.847139,0.985272,0.916348,0.892242,0.8645,0.7443,0.962819,0.768923,0.038304,0.852891,0.635986,0.0535183,0.898147,0.879827,0.877768,0.597392,0.0571612,0.908493,0.0248176,0.600509,0.966344,0.0955686,0.0204984,0.756513,0.408274,0.96657,0.764043,0.915666,0.0779814,0.94053,0.259263,0.978296,0.972937,0.0234084,0.877723,0.0568322,0.0345895,0.0378816,0.812328,0.431881,0.972193,0.84513,0.542606,0.0145681,0.691446,0.901402,0.875835,0.0476818,0.919096,0.84819,0.871347,0.043513,0.787654,0.972515,0.793515,0.947035,0.0570462,0.0365417,0.0526498,0.0911352,0.0613561,0.0362798,0.00991018,0.524874,0.947619,0.916846,0.0244066,0.754679,0.284448,0.0245155,0.965682,0.760591,0.863503,0.040712,0.0158789,0.0659383,0.0497556,0.0604556
3.0,0.03515,0.955169,0.0842904,0.901183,0.943107,0.894859,0.650313,0.0136749,0.0244521,0.100315,0.948642,0.938966,0.85446,0.0156689,0.348168,0.634328,0.883268,0.911138,0.928335,0.0401446,0.825405,0.0169222,0.87798,0.0169612,0.0932599,0.0170684,0.930254,0.959809,0.0183685,0.570046,0.0265614,0.947566,0.0537968,0.895491,0.0283826,0.0392867,0.575791,0.0210297,0.921813,0.0406905,0.926803,0.9023,0.912497,0.163356,0.0215254,0.307696,0.761731,0.0163265,0.142151,0.0183098,0.62896,0.885876,0.265812,0.846952,0.932287,0.615532,0.953313,0.0268291,0.125831,0.100068,0.152063,0.789906,0.0170859,0.132851,0.058386,0.0231449,0.890527,0.235104,0.204915,0.13712,0.0229809,0.903825,0.90343,0.0247152,0.874734,0.924469,0.0431903,0.89975,0.88011,0.452555,0.0271628,0.941662,0.875942,0.924694,0.0580331,0.831447,0.985282,0.905497,0.893676,0.837495,0.806289,0.967354,0.866037,0.0758803,0.750398,0.167269,0.0463636,0.898385,0.916224,0.735725,0.633161,0.0627935,0.907789,0.0253916,0.659867,0.957932,0.180513,0.0255064,0.788768,0.332943,0.961066,0.796698,0.905828,0.0498683,0.931592,0.37381,0.978515,0.966663,0.0296975,0.901151,0.060026,0.0328029,0.0293654,0.861986,0.421232,0.978115,0.866575,0.666432,0.0136163,0.765396,0.928644,0.889524,0.0218363,0.940043,0.755132,0.87368,0.051813,0.806717,0.96897,0.735553,0.948104,0.147988,0.114354,0.0435862,0.056509,0.0295529,0.0286197,0.0182245,0.662172,0.948713,0.882573,0.0212428,0.799484,0.207144,0.0226135,0.965664,0.824009,0.883295,0.0310039,0.021263,0.0652293,0.0577156,0.069114
3.0,0.0271669,0.960263,0.0882656,0.912409,0.952967,0.939478,0.733113,0.0096804,0.0295925,0.0375734,0.919972,0.961061,0.87378,0.022027,0.473488,0.80399,0.889507,0.908186,0.883228,0.0511752,0.708934,0.0207754,0.902483,0.028163,0.0603076,0.0309448,0.941888,0.954605,0.0263346,0.608809,0.0295676,0.932034,0.0698475,0.930091,0.0419799,0.024396,0.0306346,0.0371343,0.898816,0.423028,0.858772,0.89029,0.88,0.639849,0.0210648,0.131166,0.957615,0.0237816,0.529004,0.012285,0.575553,0.835505,0.886599,0.844614,0.879402,0.0430487,0.966236,0.0245873,0.108405,0.713735,0.148108,0.582674,0.0223781,0.0236335,0.0943187,0.0276303,0.829054,0.636288,0.304378,0.137775,0.0288043,0.937951,0.926623,0.0227926,0.865679,0.92862,0.0368712,0.857996,0.857517,0.267472,0.0257986,0.805499,0.875647,0.883669,0.0409032,0.796092,0.985356,0.917523,0.886331,0.897138,0.737807,0.966063,0.742691,0.0324764,0.916466,0.687446,0.036592,0.926178,0.922095,0.906678,0.547502,0.0768476,0.915566,0.022873,0.511804,0.962905,0.0906313,0.0340462,0.707728,0.577721,0.969857,0.705314,0.900761,0.0584231,0.840447,0.335472,0.977778,0.974802,0.0432872,0.853051,0.053951,0.0684578,0.0335467,0.77311,0.552398,0.979448,0.778442,0.460638,0.0159845,0.60861,0.899344,0.869998,0.0417623,0.945299,0.803185,0.888177,0.0296008,0.721723,0.964616,0.797082,0.952472,0.0654193,0.0602283,0.105461,0.0565574,0.099986,0.0421223,0.0148639,0.490029,0.944997,0.921677,0.0226885,0.75421,0.28017,0.0207415,0.967013,0.752664,0.816345,0.0472437,0.0132649,0.063746,0.0743432,0.0751646
3.0,0.0263969,0.961265,0.0651061,0.915601,0.946392,0.892314,0.77531,0.0106062,0.0213587,0.0509799,0.924828,0.960347,0.869851,0.0188274,0.491894,0.794342,0.911614,0.867863,0.840825,0.0425367,0.681823,0.0214078,0.880873,0.0188994,0.0103273,0.0275318,0.955668,0.938253,0.0215541,0.652113,0.028803,0.946682,0.0579752,0.918742,0.0164873,0.0265801,0.00841684,0.0439458,0.875458,0.0463222,0.882058,0.896817,0.842333,0.656536,0.027951,0.203343,0.947494,0.0102494,0.529932,0.0156023,0.680018,0.804775,0.84733,0.799867,0.869509,0.0384174,0.950964,0.0232645,0.11596,0.658308,0.108612,0.66349,0.0200122,0.020697,0.07028,0.0223023,0.860043,0.452477,0.31804,0.12306,0.0335382,0.928935,0.915728,0.0245975,0.851017,0.914964,0.0364395,0.863485,0.816111,0.307036,0.025705,0.878214,0.868438,0.902225,0.0519439,0.852881,0.986143,0.894459,0.855357,0.882027,0.745813,0.962752,0.815758,0.0770745,0.941892,0.63189,0.0894816,0.894404,0.854238,0.909726,0.496999,0.0308327,0.924219,0.0242205,0.521606,0.96757,0.112927,0.037875,0.892039,0.471593,0.967609,0.716259,0.894102,0.0717921,0.92912,0.293899,0.978033,0.973576,0.0334761,0.851214,0.0591731,0.0674733,0.0431111,0.768216,0.482477,0.979474,0.777164,0.52926,0.0129286,0.57262,0.897948,0.864412,0.0283779,0.931586,0.788876,0.904054,0.0453856,0.774773,0.972013,0.746377,0.938155,0.0481132,0.049085,0.15136,0.0589331,0.0523268,0.0283774,0.00981093,0.517976,0.934503,0.919735,0.0296043,0.841929,0.275494,0.0295778,0.963646,0.76825,0.838575,0.0461712,0.0182249,0.0703786,0.104345,0.0432963
3.0,0.017999,0.939103,0.0538861,0.906485,0.943511,0.916636,0.764923,0.0109626,0.0252482,0.0884595,0.92643,0.936823,0.866614,0.0184099,0.473312,0.782237,0.897292,0.871723,0.808106,0.0330119,0.643111,0.0146863,0.872372,0.0142763,0.031405,0.17193,0.962784,0.953319,0.022871,0.502294,0.0250614,0.950098,0.100654,0.929847,0.0290591,0.023302,0.00860609,0.0237201,0.873753,0.0636704,0.831245,0.897369,0.826701,0.586909,0.0156157,0.0938934,0.934631,0.00699366,0.509203,0.0184049,0.590474,0.833065,0.772699,0.730161,0.843866,0.0324426,0.941577,0.0272039,0.0755688,0.663678,0.0975607,0.512075,0.015903,0.0239945,0.0476101,0.0282058,0.809258,0.435495,0.292826,0.115846,0.0380649,0.923457,0.915492,0.027633,0.900124,0.927722,0.0341331,0.848146,0.77681,0.41911,0.0239208,0.893974,0.891327,0.871512,0.0506934,0.750658,0.981341,0.891078,0.829821,0.915762,0.633791,0.964023,0.689555,0.0158746,0.911003,0.620874,0.0791479,0.873496,0.838868,0.916485,0.460732,0.0335421,0.913633,0.0211228,0.468408,0.965228,0.0882766,0.0336254,0.751984,0.498309,0.962573,0.680012,0.880714,0.0609681,0.93428,0.297015,0.978257,0.967283,0.0258421,0.854891,0.040172,0.0383298,0.0390565,0.728174,0.408403,0.974055,0.800831,0.522715,0.0124282,0.522373,0.853348,0.823475,0.0340167,0.94314,0.729624,0.858039,0.0431601,0.735503,0.952321,0.744274,0.948921,0.034702,0.0556222,0.170785,0.0461519,0.0621398,0.0304006,0.190244,0.457625,0.926471,0.913081,0.0219894,0.745029,0.271888,0.0218364,0.966555,0.649906,0.786734,0.0336575,0.0261584,0.0556822,0.0520965,0.0614755
3.0,0.0373733,0.907203,0.115125,0.913013,0.933408,0.925172,0.703713,0.0103514,0.0290861,0.0836437,0.93944,0.963864,0.889318,0.0191992,0.453391,0.730452,0.899676,0.881375,0.896201,0.057578,0.747466,0.0355479,0.908412,0.0329078,0.0651136,0.026846,0.956709,0.972181,0.0194778,0.599558,0.0294102,0.940841,0.0809961,0.928755,0.0977813,0.0219248,0.00425855,0.0401597,0.906906,0.0672807,0.880879,0.913166,0.901339,0.496383,0.0235972,0.150037,0.849662,0.0172343,0.424625,0.020422,0.662377,0.869456,0.630699,0.816337,0.898734,0.232003,0.958318,0.0298954,0.135454,0.574667,0.126579,0.699413,0.0284002,0.0332576,0.0921381,0.031621,0.874026,0.30908,0.315746,0.110104,0.0375545,0.932733,0.917002,0.0263804,0.897167,0.910348,0.0387747,0.881328,0.828367,0.395128,0.0200811,0.930338,0.877621,0.903822,0.0504331,0.852039,0.983517,0.915024,0.903779,0.881328,0.824489,0.96499,0.861521,0.164869,0.919873,0.605887,0.0550057,0.906813,0.878526,0.858205,0.637313,0.0793841,0.877482,0.0219421,0.571674,0.966728,0.155236,0.0377346,0.813328,0.413614,0.961138,0.764211,0.902694,0.0713405,0.934642,0.307799,0.979682,0.976087,0.0411665,0.863093,0.0687945,0.0500084,0.0339159,0.864919,0.439511,0.976129,0.825668,0.634709,0.0212858,0.742767,0.895599,0.87841,0.0605666,0.933558,0.85441,0.90881,0.0564319,0.81975,0.967763,0.813037,0.937508,0.0645639,0.11346,0.160493,0.0975003,0.0411418,0.0328452,0.00965106,0.644256,0.942593,0.877628,0.0212275,0.844509,0.288274,0.0400045,0.965794,0.846988,0.892728,0.0605502,0.0168157,0.0511751,0.0790608,0.094176
