class,cg27413732,cg07804728,cg20716209,cg26864230,cg21946667,cg24046864,cg21051964,cg19212550,cg17590135,cg21948655,cg22407458,cg01338084,cg04500632,cg10462643,cg05415871,cg11693709,cg27009008,cg10334121,cg17492891,cg10678486,cg27349795,cg25141069,cg05835416,cg13590117,cg23099959,cg26996201,cg23018039,cg05714219,cg08957018,cg12624829,cg07676859,cg02061431,cg04704634,cg22052948,cg06475503,cg14862260,cg01248426,cg26916609,cg05634428,cg25986322,cg04875128,cg22641350,cg10150615,cg26154534,cg09545123,cg23843090,cg11354603,cg18764516,cg02515103,cg11851429,cg03760191,cg02825728,cg06359059,cg05241830,cg06804311,cg20488820,cg08185095,cg15004938,cg20416129,cg27627006,cg05482498,cg05115468,cg01970427,cg00656478,cg22850234,cg26333652,cg05419984,cg15094912,cg04992576,cg14640772,cg05212836,cg19722347,cg05497345,cg17371436,cg13969273,cg13956443,cg09278980,cg05070626,cg11969637,cg22209441,cg19958866,cg24800175,cg12698628,cg14332346,cg11826324,cg03068376,cg08327690,cg00855396,cg02000145,cg22867629,cg00949670,cg19998533,cg12559685,cg08118581,cg21492137,cg17208530,cg02558362,cg27138727,cg02255700,cg23668257,cg20578893,cg01918222,cg22541336,cg21375869,cg07871971,cg26435172,cg23008404,cg22498143,cg26362488,cg00985564,cg08642716,cg11323483,cg15879426,cg18020955,cg04475375,cg03087607,cg10599951,cg14992768,cg21149764,cg27237541,cg26614578,cg26820845,cg06490988,cg05886952,cg19747632
3.0,0.0611947,0.942453,0.0450843,0.0235096,0.871011,0.914422,0.927244,0.789076,0.967983,0.906228,0.467077,0.0187202,0.938134,0.905774,0.939575,0.833553,0.00803253,0.926717,0.0378497,0.0515421,0.0173295,0.0146176,0.569336,0.967655,0.930267,0.0164396,0.945599,0.0280068,0.0473338,0.0268141,0.522857,0.104852,0.865655,0.68117,0.912054,0.903494,0.752952,0.949802,0.635807,0.898376,0.335012,0.908927,0.0925977,0.136649,0.0668769,0.92206,0.676457,0.0201647,0.0346817,0.0289882,0.935894,0.878389,0.021436,0.895303,0.987598,0.119633,0.35594,0.851968,0.930996,0.411864,0.0939007,0.0175661,0.926499,0.909064,0.0321944,0.681294,0.0624075,0.033827,0.886864,0.0839317,0.0209968,0.919387,0.131309,0.0318662,0.0221976,0.890536,0.2952,0.0345929,0.783434,0.859881,0.0273611,0.0343906,0.032916,0.0245189,0.781167,0.0383398,0.015703,0.904676,0.0279751,0.823064,0.031684,0.667605,0.923882,0.93129,0.906661,0.893959,0.405971,0.0491655,0.0749168,0.0553345,0.949362,0.645537,0.946706,0.23335,0.902607,0.643054,0.906351,0.0275226,0.025172,0.93899,0.884945,0.896857,0.961782,0.553012,0.0791169,0.288973,0.926766,0.865283,0.934455,0.710305,0.0648037,0.058798,0.0901865,0.00936711,0.0384167
3.0,0.0653451,0.897849,0.0226073,0.0350269,0.802807,0.882317,0.946635,0.76556,0.968773,0.858998,0.47992,0.0213752,0.886629,0.859922,0.970706,0.734114,0.0120445,0.93375,0.0420409,0.0469539,0.0243124,0.0199267,0.582772,0.954561,0.889635,0.0256502,0.932095,0.0362728,0.0359479,0.0251944,0.673333,0.0793324,0.842265,0.596098,0.945536,0.882325,0.663043,0.946149,0.647248,0.778285,0.503808,0.959622,0.0885989,0.108771,0.0719161,0.890072,0.73543,0.0286184,0.0321012,0.0101702,0.950056,0.771723,0.0170445,0.874352,0.976057,0.128716,0.523552,0.80721,0.876146,0.340937,0.227139,0.0241338,0.935142,0.878616,0.0276529,0.713705,0.0816644,0.0368305,0.861454,0.0799078,0.0394326,0.914788,0.127227,0.0446039,0.0284929,0.889788,0.274953,0.0488617,0.777044,0.730306,0.0168512,0.090839,0.167848,0.0097815,0.775283,0.0360588,0.0196936,0.912381,0.0317209,0.788963,0.0327104,0.507327,0.923811,0.90076,0.862218,0.761431,0.527664,0.0390599,0.0754969,0.0678873,0.935667,0.61118,0.899099,0.232203,0.908032,0.576405,0.881431,0.0679026,0.0247955,0.926966,0.852767,0.877855,0.9654,0.549104,0.0929975,0.29053,0.923002,0.777562,0.910099,0.706672,0.0643618,0.065467,0.153862,0.0128511,0.0371029
3.0,0.0614784,0.880381,0.0380247,0.0554063,0.785883,0.878151,0.941848,0.744624,0.945333,0.86101,0.409997,0.0313603,0.893847,0.84638,0.915035,0.673713,0.0140439,0.861808,0.0394144,0.0496615,0.0390834,0.027151,0.452165,0.910169,0.87153,0.031689,0.925137,0.0377036,0.0337471,0.029072,0.588622,0.0947838,0.811472,0.548594,0.933173,0.852599,0.635995,0.939899,0.57984,0.761588,0.540127,0.917096,0.0975875,0.115724,0.0644451,0.884042,0.708232,0.0290041,0.0378341,0.0378529,0.915603,0.621386,0.0270023,0.77832,0.96876,0.1186,0.555352,0.796866,0.851401,0.280244,0.13483,0.0333482,0.90311,0.854038,0.0505834,0.641075,0.0865869,0.0385885,0.780053,0.0830499,0.0407675,0.87694,0.138595,0.0367513,0.0319708,0.889305,0.22953,0.0598228,0.729702,0.695562,0.0312294,0.104126,0.108511,0.0531883,0.682155,0.0532195,0.0248404,0.872242,0.045762,0.793124,0.0446116,0.329241,0.899592,0.877371,0.816574,0.776361,0.450073,0.0635412,0.0707077,0.0603634,0.890494,0.456737,0.903266,0.219079,0.873421,0.466805,0.871016,0.0530375,0.0313351,0.898124,0.785477,0.88311,0.95241,0.497807,0.137287,0.238637,0.897119,0.765562,0.904287,0.644069,0.0632844,0.0506945,0.176768,0.0197916,0.0504186
3.0,0.0645792,0.906142,0.0245197,0.0437537,0.744989,0.874255,0.948485,0.802147,0.964256,0.867127,0.526909,0.0218103,0.893977,0.890147,0.940529,0.766305,0.0112463,0.905937,0.0144935,0.0245786,0.0254741,0.0168717,0.595772,0.946311,0.915345,0.0534361,0.934153,0.0214933,0.0165342,0.0779317,0.59939,0.0827013,0.85315,0.482415,0.940435,0.87708,0.688217,0.940753,0.677052,0.791952,0.468995,0.948479,0.0589759,0.186417,0.0200913,0.909548,0.687531,0.0209552,0.0295803,0.00944195,0.875502,0.835756,0.0197079,0.869398,0.982515,0.133459,0.44838,0.844317,0.879815,0.355784,0.18306,0.0247374,0.931155,0.873168,0.0181691,0.624283,0.0888606,0.0289841,0.873792,0.0556819,0.0320019,0.910753,0.146717,0.0277353,0.0194305,0.86798,0.205198,0.0344345,0.582425,0.76552,0.026353,0.0479337,0.0454476,0.00286055,0.738897,0.0488242,0.313354,0.910193,0.042807,0.787703,0.0268301,0.587524,0.87834,0.884103,0.868139,0.780732,0.427231,0.0352645,0.0667234,0.043216,0.933493,0.548354,0.892477,0.20654,0.859836,0.592143,0.882919,0.0381458,0.0231962,0.922386,0.871343,0.928019,0.963421,0.425575,0.0752393,0.234775,0.907816,0.755032,0.926914,0.677661,0.0370547,0.0478294,0.358781,0.0147662,0.0437929
3.0,0.0909156,0.926737,0.0321987,0.0512476,0.716985,0.910224,0.933698,0.678759,0.938445,0.863322,0.395346,0.0332584,0.902024,0.89532,0.949041,0.723349,0.0104291,0.872879,0.0443789,0.0486414,0.0286736,0.0205109,0.563844,0.920962,0.856505,0.0986674,0.942845,0.0269984,0.041355,0.177978,0.529103,0.0738371,0.821522,0.487535,0.943054,0.854984,0.608905,0.948618,0.603119,0.844943,0.400391,0.933535,0.087251,0.109254,0.0654541,0.898507,0.64398,0.0271246,0.036895,0.0268564,0.840271,0.803723,0.0212886,0.834313,0.964198,0.129173,0.636808,0.814123,0.877074,0.331285,0.201676,0.0215681,0.920051,0.872263,0.0317369,0.586821,0.0767217,0.0343204,0.832081,0.122288,0.0407804,0.907831,0.125762,0.0350259,0.0231191,0.917068,0.188181,0.106453,0.738298,0.753473,0.0295249,0.236437,0.330618,0.0349211,0.787548,0.0409276,0.0339439,0.928903,0.026512,0.786916,0.0271288,0.564595,0.804888,0.887355,0.864405,0.789232,0.43323,0.0541329,0.0712227,0.0590164,0.920741,0.560563,0.914962,0.230968,0.79961,0.548558,0.874721,0.0548569,0.030402,0.918943,0.783262,0.901499,0.958855,0.395606,0.10833,0.216362,0.927659,0.841383,0.926266,0.677287,0.0739797,0.0593032,0.249297,0.0148193,0.0495501
3.0,0.0887101,0.92313,0.0571243,0.0545458,0.779623,0.883568,0.913697,0.769183,0.932484,0.853503,0.505262,0.0408715,0.914952,0.856846,0.93111,0.728658,0.0146677,0.884835,0.0384504,0.057948,0.0441702,0.0272096,0.495145,0.940463,0.857944,0.03119,0.922716,0.042291,0.0391517,0.0353443,0.564955,0.0761837,0.843006,0.509365,0.928767,0.860657,0.712557,0.935371,0.538953,0.836568,0.512163,0.927064,0.106255,0.211791,0.0803032,0.886206,0.757723,0.0336931,0.0437072,0.0326378,0.895637,0.785683,0.0349298,0.807804,0.973994,0.178774,0.591582,0.796331,0.857037,0.285298,0.210928,0.0418357,0.910764,0.870968,0.0325533,0.616694,0.0978247,0.0393942,0.830981,0.100926,0.0632065,0.866068,0.161067,0.0527346,0.042044,0.911265,0.324823,0.0500278,0.744657,0.726933,0.0314579,0.133717,0.0502832,0.0613597,0.756815,0.0707061,0.0745618,0.909635,0.0369033,0.835093,0.0433109,0.527546,0.839695,0.899835,0.870027,0.816921,0.425639,0.062737,0.0873927,0.0653766,0.859758,0.604179,0.916827,0.216471,0.852154,0.566689,0.887861,0.0531326,0.0347304,0.908064,0.819662,0.888529,0.949747,0.423922,0.124712,0.226827,0.907538,0.782697,0.914705,0.722581,0.0911145,0.0585696,0.224282,0.0242267,0.0478407
3.0,0.0677139,0.926199,0.036833,0.0921642,0.798362,0.901569,0.951495,0.663997,0.965848,0.899709,0.51598,0.033425,0.893094,0.892251,0.957604,0.755022,0.0120883,0.904208,0.0258355,0.0500062,0.0283421,0.0230317,0.531787,0.963481,0.884859,0.0608811,0.93091,0.0452074,0.0365704,0.031184,0.65477,0.0901669,0.83598,0.558523,0.934585,0.874518,0.691431,0.950337,0.675876,0.856572,0.497605,0.955327,0.0803994,0.15968,0.0664971,0.903367,0.867464,0.0239402,0.0384566,0.0253136,0.954557,0.82194,0.0280024,0.866981,0.975568,0.144538,0.557291,0.799999,0.911461,0.429809,0.153728,0.0354089,0.92991,0.898643,0.0342829,0.689627,0.0853227,0.0373159,0.849334,0.0968887,0.0347569,0.902259,0.136622,0.0346594,0.0414387,0.911735,0.249319,0.100098,0.728301,0.721041,0.0304737,0.044949,0.0496874,0.0325098,0.780204,0.0706233,0.0285522,0.911035,0.0196103,0.837372,0.0305367,0.583307,0.902733,0.912239,0.855839,0.817185,0.417691,0.0454754,0.0957966,0.0535601,0.930063,0.669103,0.911218,0.234308,0.891307,0.58367,0.87893,0.0631891,0.023942,0.912664,0.817613,0.873005,0.966745,0.478623,0.0826321,0.32397,0.924219,0.773815,0.929398,0.692302,0.0535513,0.0650813,0.285274,0.0159816,0.0510916
3.0,0.0721211,0.91646,0.0268157,0.0602382,0.778792,0.859569,0.926534,0.770501,0.938327,0.858786,0.490922,0.0189368,0.894041,0.877429,0.936869,0.685159,0.0121363,0.910663,0.0407502,0.0646905,0.0255452,0.0214061,0.557865,0.915406,0.897423,0.0307589,0.946299,0.0341594,0.0444614,0.0341603,0.643621,0.0956859,0.805968,0.551686,0.951871,0.896337,0.637057,0.942206,0.620228,0.787456,0.539894,0.95201,0.0962736,0.411315,0.069682,0.855229,0.709467,0.026533,0.0750631,0.0416629,0.914309,0.819671,0.0320766,0.817765,0.97583,0.179037,0.403926,0.76384,0.835266,0.419808,0.104455,0.0242789,0.913267,0.857038,0.0323835,0.66578,0.105216,0.0340973,0.861527,0.123844,0.0299979,0.878583,0.115403,0.030665,0.0320696,0.899425,0.302542,0.0805309,0.653868,0.700541,0.0328884,0.0437435,0.0312768,0.0329523,0.747355,0.0495522,0.148242,0.908985,0.0466351,0.819895,0.0317052,0.563315,0.881744,0.871164,0.865276,0.788443,0.357169,0.0714397,0.070094,0.0464551,0.916739,0.545442,0.863975,0.249802,0.860533,0.602128,0.880456,0.0582381,0.0304051,0.910407,0.820755,0.906547,0.953756,0.392113,0.143427,0.287328,0.92785,0.732491,0.940507,0.637288,0.0725097,0.0633666,0.237079,0.0148436,0.0489506
3.0,0.05612,0.905813,0.0433286,0.0305635,0.815287,0.817579,0.938996,0.805628,0.941809,0.820057,0.412603,0.0207861,0.923305,0.817489,0.959239,0.685041,0.0110878,0.896494,0.0247441,0.0468922,0.0277775,0.021847,0.623761,0.948703,0.891061,0.0186526,0.934987,0.0327235,0.0240513,0.0287272,0.692162,0.0481995,0.809139,0.673602,0.938847,0.879638,0.602569,0.950783,0.608087,0.744503,0.518681,0.966255,0.0599224,0.182781,0.0536422,0.854198,0.752493,0.0234304,0.0256229,0.0215762,0.923071,0.739516,0.0200226,0.848415,0.979553,0.102303,0.379012,0.753701,0.871184,0.284458,0.105671,0.0208357,0.932523,0.806085,0.018349,0.691385,0.0817645,0.0349454,0.836071,0.087048,0.0340224,0.884493,0.105787,0.0337212,0.024977,0.877007,0.306622,0.0370972,0.660443,0.710343,0.0254738,0.0463357,0.0343488,0.0279726,0.727941,0.0323497,0.0266841,0.887673,0.0442898,0.807348,0.0266503,0.489536,0.896294,0.88486,0.817812,0.731348,0.439402,0.0448129,0.0663375,0.0455661,0.92973,0.485566,0.88632,0.181521,0.906741,0.529536,0.879254,0.0421369,0.0196861,0.917171,0.78269,0.880358,0.957491,0.430467,0.0698172,0.302364,0.920546,0.688119,0.936763,0.536758,0.0443297,0.0498868,0.16896,0.0133201,0.0414493
3.0,0.0939233,0.927119,0.0216872,0.0894409,0.700938,0.890613,0.943298,0.737125,0.926717,0.887988,0.487404,0.0290046,0.915621,0.906599,0.927311,0.746978,0.0102331,0.909345,0.0250677,0.0511762,0.0339776,0.0196007,0.536155,0.929691,0.90661,0.0572277,0.938911,0.0352366,0.0355791,0.0259848,0.52101,0.0731787,0.83051,0.439798,0.940594,0.88149,0.679323,0.944901,0.663607,0.851716,0.448775,0.945949,0.0953375,0.308783,0.0823224,0.904702,0.464958,0.0215167,0.0300874,0.0373384,0.864592,0.849678,0.0311752,0.855401,0.983433,0.158775,0.26998,0.859232,0.887609,0.457611,0.105196,0.0289692,0.910965,0.88614,0.0374037,0.558864,0.0680851,0.0399464,0.85516,0.117387,0.0386747,0.903187,0.129832,0.0366509,0.0357238,0.911223,0.268093,0.121182,0.741231,0.777526,0.0279646,0.0509228,0.0639357,0.0333018,0.788916,0.0632604,0.0712563,0.920124,0.0415253,0.860138,0.0331325,0.600616,0.865487,0.888197,0.904963,0.833121,0.426958,0.0620341,0.0909095,0.0605629,0.933318,0.68652,0.886091,0.318456,0.865464,0.654881,0.872798,0.0416901,0.022305,0.919981,0.842244,0.90523,0.964333,0.342373,0.118423,0.291685,0.937534,0.812071,0.932198,0.728394,0.0664728,0.101771,0.260112,0.014397,0.0466451
3.0,0.0983637,0.909672,0.042042,0.053327,0.783262,0.900636,0.950747,0.783221,0.905502,0.85999,0.507125,0.0245929,0.89747,0.903422,0.929971,0.732951,0.011281,0.903691,0.0329998,0.0453425,0.0255533,0.0207349,0.569561,0.97006,0.907605,0.0234002,0.940563,0.0295719,0.0325808,0.0238283,0.62905,0.108554,0.850635,0.607529,0.938501,0.887882,0.698526,0.941759,0.694167,0.844655,0.523225,0.928871,0.0764581,0.298348,0.0819758,0.868093,0.596778,0.0216393,0.0234117,0.0291028,0.873777,0.814848,0.0316383,0.849411,0.98297,0.196346,0.329015,0.826969,0.879509,0.437001,0.104957,0.0243731,0.920534,0.86786,0.0330503,0.678784,0.0869614,0.035919,0.839198,0.0937447,0.0332499,0.880551,0.110801,0.0303908,0.0285217,0.890846,0.226376,0.0934673,0.656678,0.761167,0.0255669,0.0436497,0.0370784,0.0340065,0.771269,0.0528242,0.0815571,0.921722,0.0618537,0.834561,0.0299592,0.598386,0.899091,0.883683,0.843112,0.829007,0.36457,0.0478016,0.0872748,0.0593545,0.93153,0.643481,0.897246,0.261335,0.883943,0.621371,0.867639,0.0510225,0.025118,0.924494,0.84812,0.899413,0.96215,0.455355,0.0933094,0.280368,0.927096,0.774234,0.92111,0.724754,0.058768,0.0840676,0.322198,0.0146498,0.0523334
3.0,0.0988901,0.894846,0.0333721,0.102959,0.615921,0.894049,0.93301,0.607412,0.88117,0.876487,0.28526,0.0210891,0.906577,0.914275,0.954493,0.845811,0.0112563,0.84515,0.0340571,0.0511349,0.0272974,0.0230277,0.547401,0.925841,0.894906,0.203242,0.943043,0.0364465,0.0372878,0.0206914,0.127353,0.0557524,0.838793,0.17514,0.953134,0.887998,0.682305,0.95706,0.55874,0.859655,0.0945636,0.944381,0.0796578,0.204071,0.114928,0.888585,0.227229,0.0235425,0.0326728,0.0288321,0.768437,0.817297,0.0258964,0.865049,0.974015,0.130432,0.365261,0.840199,0.85896,0.519952,0.245907,0.0303408,0.914433,0.871464,0.103408,0.269261,0.0663836,0.0442865,0.82863,0.124498,0.0285933,0.919572,0.105283,0.0326709,0.0269576,0.920596,0.187543,0.133857,0.73462,0.787145,0.0205462,0.59456,0.0870305,0.0134382,0.778046,0.111245,0.0324349,0.925793,0.0338608,0.832196,0.0320868,0.644406,0.729476,0.837716,0.863073,0.837616,0.428379,0.045596,0.0957482,0.0580453,0.92672,0.611705,0.878364,0.294239,0.793604,0.621537,0.899096,0.0463796,0.0259871,0.891148,0.8297,0.883197,0.968955,0.210971,0.119101,0.326179,0.920524,0.858465,0.90921,0.736976,0.0581443,0.158148,0.278389,0.0158641,0.0687747
3.0,0.0654498,0.920822,0.0260921,0.0223366,0.772248,0.852218,0.933814,0.763157,0.9466,0.857536,0.441992,0.0152159,0.897424,0.868957,0.948766,0.746409,0.00812346,0.908426,0.0282339,0.0538174,0.0295658,0.0208315,0.572092,0.904522,0.883557,0.00755685,0.940834,0.0283428,0.0255544,0.0208741,0.632571,0.0753346,0.826447,0.528014,0.945074,0.88082,0.642161,0.960387,0.62111,0.803553,0.51795,0.949245,0.0647507,0.203767,0.0440809,0.854306,0.696636,0.0217956,0.063995,0.0126119,0.913805,0.833204,0.021259,0.836153,0.972557,0.154074,0.362118,0.802163,0.869661,0.47687,0.0871609,0.0207092,0.89232,0.870418,0.0213888,0.667714,0.0826638,0.027437,0.846478,0.0930271,0.029094,0.902597,0.0901821,0.0224789,0.0244756,0.910976,0.325447,0.0305663,0.678951,0.705625,0.0264003,0.0265353,0.0445582,0.00368692,0.768752,0.0319049,0.106807,0.919024,0.0351627,0.774982,0.0219862,0.527108,0.900057,0.8823,0.861812,0.784463,0.368743,0.0366649,0.0984973,0.0629114,0.930076,0.563306,0.891372,0.240397,0.885132,0.605177,0.903389,0.0246115,0.0228847,0.935892,0.827962,0.880016,0.969093,0.431409,0.110035,0.274079,0.920471,0.772718,0.930723,0.701793,0.0318616,0.074221,0.184727,0.0102631,0.0419387
3.0,0.0682378,0.919543,0.0367561,0.0727805,0.700015,0.919618,0.948653,0.669234,0.951812,0.893749,0.509031,0.0269633,0.908765,0.868017,0.950643,0.755205,0.0105805,0.902117,0.0349318,0.0457633,0.0348641,0.0234231,0.461658,0.94836,0.882148,0.095604,0.933114,0.0264356,0.0244374,0.0259338,0.453279,0.0712916,0.839908,0.445791,0.943829,0.886065,0.725656,0.944258,0.700914,0.889893,0.373362,0.939623,0.0930327,0.213418,0.0750349,0.879773,0.545412,0.0307861,0.0388791,0.0300329,0.887522,0.808229,0.0234335,0.869486,0.977329,0.147386,0.35784,0.846995,0.914045,0.418114,0.33546,0.0266858,0.929024,0.898587,0.0285556,0.600246,0.100862,0.0340968,0.866897,0.0982499,0.0461549,0.883831,0.143391,0.0282831,0.0289716,0.926745,0.208711,0.0796844,0.773653,0.731598,0.0330146,0.107279,0.119054,0.0402616,0.789905,0.100603,0.169438,0.919755,0.0452209,0.848524,0.0291479,0.628473,0.811821,0.91057,0.869799,0.812997,0.378563,0.0442742,0.0687499,0.0528397,0.924212,0.61434,0.908496,0.262975,0.863448,0.581762,0.869695,0.0613007,0.0250504,0.905702,0.873188,0.904748,0.958784,0.337679,0.123618,0.280496,0.926241,0.834675,0.90855,0.699079,0.0734428,0.0570743,0.3763,0.0162818,0.0425052
3.0,0.0698278,0.926055,0.0290461,0.0337119,0.801624,0.889884,0.956297,0.631711,0.958919,0.867918,0.335569,0.0336939,0.916764,0.331917,0.957375,0.722066,0.00867927,0.92071,0.0382602,0.0553073,0.0301684,0.0225059,0.597857,0.964208,0.890416,0.0562786,0.934199,0.0439853,0.0267545,0.0157005,0.678416,0.0682336,0.844009,0.598171,0.922468,0.881906,0.60581,0.953103,0.692981,0.830689,0.510754,0.95355,0.0893405,0.174237,0.0611165,0.890601,0.943882,0.0283849,0.0306145,0.0252126,0.94561,0.765695,0.0147132,0.851939,0.967696,0.099257,0.390808,0.786979,0.879979,0.212236,0.217097,0.0208495,0.927509,0.862409,0.0283796,0.692237,0.0455843,0.0386257,0.823875,0.106245,0.0397462,0.905554,0.140929,0.0348936,0.0229251,0.896747,0.195167,0.0577896,0.745738,0.675722,0.0280833,0.0346039,0.241055,0.0322692,0.762082,0.0488732,0.0196349,0.904987,0.0471383,0.820491,0.0256035,0.514818,0.919161,0.866071,0.867141,0.700346,0.592089,0.0407432,0.0810041,0.0509254,0.924667,0.528032,0.463257,0.177915,0.899895,0.446958,0.868984,0.0566407,0.0189584,0.924759,0.772241,0.921643,0.963399,0.580027,0.0896858,0.307808,0.95346,0.427662,0.832622,0.645998,0.071429,0.0554686,0.177738,0.0125665,0.0495298
3.0,0.0636615,0.902699,0.0316011,0.0301045,0.75177,0.842152,0.940438,0.798244,0.96617,0.873451,0.435465,0.0206495,0.896732,0.864524,0.946502,0.678894,0.0101329,0.859646,0.0170909,0.0249529,0.0305523,0.0152085,0.670755,0.941204,0.887153,0.0320411,0.932655,0.0301625,0.0178068,0.040866,0.575589,0.0724188,0.797195,0.50224,0.948412,0.868219,0.642579,0.949744,0.668803,0.709944,0.408187,0.956769,0.0386693,0.145867,0.0361704,0.85356,0.715272,0.022672,0.0253265,0.00925008,0.920038,0.799668,0.0199842,0.84945,0.981509,0.143989,0.691949,0.737566,0.874174,0.265084,0.158172,0.0234243,0.940232,0.865331,0.0282595,0.600982,0.0496863,0.0242931,0.85339,0.0754097,0.036197,0.904327,0.121255,0.0287956,0.0238551,0.899058,0.205882,0.0444272,0.64729,0.709532,0.0289998,0.0412505,0.490642,0.00614622,0.778075,0.0349812,0.0158981,0.898338,0.0434035,0.780546,0.0234159,0.496125,0.812973,0.881763,0.870575,0.821323,0.536146,0.0398545,0.0575192,0.0341626,0.926355,0.604383,0.899859,0.158936,0.810497,0.542081,0.84095,0.0243113,0.0159338,0.902402,0.796627,0.901094,0.967005,0.503496,0.0822171,0.259824,0.923208,0.772581,0.920746,0.632001,0.0255839,0.05944,0.222523,0.0126373,0.0392948
3.0,0.0566629,0.894738,0.0394508,0.0194686,0.79342,0.875019,0.93813,0.722043,0.959604,0.840827,0.508396,0.0245764,0.912095,0.858599,0.96637,0.673709,0.0104237,0.890104,0.0135526,0.0291512,0.0303456,0.0182863,0.606046,0.95388,0.873665,0.0229128,0.942245,0.026509,0.020232,0.0392256,0.673993,0.0764109,0.778829,0.560437,0.948844,0.894994,0.658615,0.933236,0.620551,0.829059,0.520161,0.961899,0.0311878,0.157691,0.0437125,0.873153,0.773446,0.0273948,0.0212033,0.0116091,0.889952,0.759135,0.0215415,0.857414,0.979406,0.0907907,0.551513,0.760368,0.895512,0.239434,0.135304,0.0359537,0.916914,0.790961,0.0287906,0.67114,0.0841474,0.0255363,0.832307,0.0606685,0.043735,0.876593,0.101439,0.0245858,0.0226516,0.87564,0.227552,0.0418065,0.697881,0.627086,0.0197627,0.0214797,0.0832402,0.0100794,0.733169,0.0349375,0.0515464,0.903247,0.0622524,0.790911,0.0254847,0.433385,0.891393,0.816227,0.828138,0.736026,0.450347,0.0381559,0.044598,0.0308608,0.91259,0.520361,0.866002,0.19093,0.876108,0.491874,0.862783,0.0902732,0.0197529,0.914004,0.777283,0.904592,0.968676,0.535955,0.0709184,0.306668,0.926858,0.706662,0.919734,0.544481,0.0360981,0.0460099,0.150509,0.0149564,0.038438
3.0,0.0466081,0.890747,0.0446035,0.117428,0.751143,0.91647,0.792076,0.708661,0.829828,0.853459,0.235984,0.0249951,0.928669,0.888222,0.948547,0.697462,0.018051,0.82708,0.0334611,0.0364784,0.0404839,0.021907,0.552773,0.935917,0.871169,0.115637,0.933035,0.033122,0.0314145,0.0241545,0.370294,0.0882932,0.808983,0.277261,0.952313,0.85523,0.539656,0.915101,0.63433,0.918078,0.0107942,0.970246,0.0806447,0.223488,0.0933271,0.905893,0.575472,0.0299075,0.0172527,0.0355741,0.819018,0.74661,0.0167648,0.878187,0.96964,0.0486188,0.521393,0.827258,0.907265,0.416785,0.235104,0.0656792,0.902265,0.848564,0.160669,0.359825,0.0538539,0.0303734,0.859927,0.119263,0.042174,0.916736,0.120145,0.0253418,0.0305574,0.929354,0.252889,0.119701,0.693334,0.761152,0.0247501,0.290591,0.0538788,0.0377882,0.707109,0.0717562,0.104054,0.873937,0.0479664,0.805718,0.0320064,0.608133,0.873805,0.916304,0.855237,0.748838,0.369403,0.0776518,0.0643444,0.0431076,0.898641,0.581379,0.876527,0.294269,0.896531,0.592912,0.849633,0.0432538,0.0318967,0.873542,0.839799,0.868637,0.948217,0.293271,0.100328,0.201415,0.877206,0.730347,0.922544,0.613899,0.0423822,0.167567,0.227643,0.0168506,0.0677029
3.0,0.0810702,0.916106,0.0261619,0.045067,0.752987,0.879779,0.896762,0.740117,0.950516,0.894068,0.469309,0.0247889,0.911631,0.880194,0.957461,0.742575,0.00883995,0.853022,0.0333003,0.0582917,0.0268601,0.0203452,0.624591,0.927014,0.896932,0.0566025,0.941076,0.0360621,0.02822,0.0205436,0.60859,0.0855524,0.821607,0.524371,0.947116,0.866687,0.682785,0.880121,0.574124,0.859705,0.445122,0.957285,0.0683135,0.226395,0.0513006,0.881029,0.687523,0.0216589,0.0254286,0.0103507,0.870947,0.837417,0.0387877,0.868958,0.982579,0.0939013,0.381681,0.835571,0.906595,0.470479,0.107711,0.123803,0.921603,0.873724,0.0291183,0.644347,0.0690484,0.0295841,0.855758,0.0751361,0.0327725,0.906353,0.106786,0.0311524,0.0332423,0.929358,0.373516,0.106712,0.753423,0.798151,0.0320535,0.115065,0.0287127,0.00487569,0.799087,0.0603399,0.0444948,0.911862,0.0346509,0.806961,0.0356064,0.509433,0.420793,0.893041,0.875985,0.820173,0.41136,0.050503,0.0673199,0.0518922,0.892154,0.626491,0.899793,0.288888,0.855303,0.611171,0.879438,0.0467084,0.0162732,0.907674,0.134977,0.886971,0.964797,0.416416,0.111324,0.310119,0.908388,0.824651,0.938144,0.737168,0.0476305,0.0802139,0.267134,0.0131691,0.0469482
