class,cg01062443,cg03068376,cg27413732,cg26864230,cg09545123
3.0,0.285477,0.0654336,0.092491,0.0567401,0.0699391
3.0,0.276119,0.0781444,0.073056,0.0415181,0.0925187
3.0,0.180022,0.0541564,0.0928917,0.121337,0.0632833
3.0,0.175305,0.0389455,0.0597826,0.0342907,0.0799242
3.0,0.146934,0.0289835,0.0696828,0.0765108,0.0520846
3.0,0.154641,0.0519081,0.0679699,0.0496806,0.0629899
3.0,0.165291,0.0669191,0.0729752,0.0427845,0.0686986
3.0,0.188564,0.0353241,0.0642219,0.0389878,0.0664373
3.0,0.105055,0.0452782,0.0613984,0.0407908,0.0698848
3.0,0.192118,0.0512939,0.0675837,0.0391193,0.0911352
3.0,0.401862,0.173085,0.0842904,0.100315,0.056509
3.0,0.140632,0.0500251,0.0882656,0.0375734,0.0565574
3.0,0.106906,0.0294177,0.0651061,0.0509799,0.0589331
3.0,0.103071,0.0844116,0.0538861,0.0884595,0.0461519
3.0,0.276199,0.0947211,0.115125,0.0836437,0.0975003
3.0,0.142516,0.031746,0.062946,0.0394686,0.083739
3.0,0.139521,0.0738816,0.065029,0.0426555,0.0613586
3.0,0.0939412,0.0560483,0.0550174,0.0354693,0.0606551
3.0,0.163446,0.0548891,0.0948807,0.0515094,0.0558588
2.0,0.0711195,0.0263028,0.058393,0.0224071,0.0276814
2.0,0.139073,0.0386812,0.0642526,0.0285452,0.0621636
2.0,0.143544,0.0361249,0.0552169,0.0233549,0.0635172
2.0,0.119997,0.0345454,0.0549585,0.0321803,0.0420353
2.0,0.0782929,0.0263102,0.0550459,0.0364404,0.0329508
2.0,0.100984,0.0399833,0.0512803,0.025672,0.0527078
2.0,0.0932676,0.0229229,0.0539225,0.0181041,0.0295351
2.0,0.101262,0.0355198,0.0567713,0.0259589,0.041822
2.0,0.0996955,0.0309233,0.061054,0.0191077,0.0516211
2.0,0.0997613,0.0265049,0.0424015,0.0271507,0.0446665
2.0,0.222024,0.0330746,0.0427513,0.0584004,0.0165243
2.0,0.0978321,0.0309169,0.0400937,0.0297282,0.0387976
2.0,0.111942,0.0227132,0.0487992,0.00920782,0.0214797
2.0,0.0950989,0.0347136,0.0546386,0.0271831,0.0423943
2.0,0.102149,0.0285342,0.0580058,0.0258859,0.05235
2.0,0.0964088,0.0438832,0.0521347,0.0307855,0.0407293
2.0,0.111451,0.0403816,0.0498015,0.0327596,0.0288521
4.0,0.0912362,0.0223981,0.0718262,0.026048,0.0410784
4.0,0.0749201,0.0296235,0.0459186,0.0250296,0.0397966
4.0,0.123246,0.0539205,0.066004,0.029893,0.0783224
4.0,0.0793899,0.0370456,0.0594418,0.0248782,0.0859093
4.0,0.147267,0.0309721,0.0623321,0.0292423,0.034194
4.0,0.0883787,0.0423754,0.0532871,0.0242858,0.0373702
4.0,0.0785459,0.0265973,0.0508969,0.0284433,0.0336787
4.0,0.111807,0.0309912,0.0658986,0.0286874,0.0432841
4.0,0.0879233,0.0320012,0.0534163,0.0249446,0.0362833
4.0,0.105736,0.0333464,0.0476032,0.0180376,0.0348619
4.0,0.0898978,0.0221383,0.0456512,0.0265861,0.0325863
4.0,0.0913943,0.0294437,0.0492848,0.0279288,0.0441816
4.0,0.0916696,0.0357284,0.0596074,0.0194786,0.0340781
4.0,0.113166,0.0360957,0.0439553,0.024208,0.0820137
4.0,0.116892,0.0358392,0.0488326,0.0326901,0.0397887
4.0,0.118536,0.0325291,0.0511208,0.0230776,0.077806
4.0,0.0754885,0.0421161,0.0503722,0.0214465,0.0488842
4.0,0.0896937,0.0258299,0.0533564,0.0227332,0.0383584
4.0,0.0927931,0.038815,0.0527169,0.0276986,0.033186
4.0,0.126075,0.0289374,0.0597942,0.0332811,0.0505409
4.0,0.0826203,0.0280613,0.0541108,0.0296311,0.0495904
4.0,0.114459,0.0360175,0.059772,0.0283416,0.0441694
4.0,0.0960657,0.0248118,0.0406227,0.0238935,0.0447282
4.0,0.0743987,0.0319766,0.050146,0.0194469,0.049316
4.0,0.130357,0.0281882,0.0486609,0.01925,0.0228163
4.0,0.0820249,0.0280999,0.0602775,0.0445235,0.0392694
4.0,0.0855256,0.028349,0.0425521,0.0367069,0.042953
4.0,0.109187,0.0367416,0.0527826,0.0243562,0.0307021
4.0,0.115543,0.0214182,0.0551596,0.0163116,0.0334992
4.0,0.0923168,0.0341883,0.0520747,0.0281649,0.0397588
4.0,0.111486,0.0362224,0.0514438,0.0371898,0.0428101
4.0,0.120678,0.0265766,0.0472739,0.0286205,0.0462084
4.0,0.0982648,0.0342282,0.0484617,0.0259675,0.042588
4.0,0.0595542,0.0229074,0.0453851,0.0286407,0.0377828
4.0,0.132846,0.0330515,0.0535312,0.0232863,0.0328975
4.0,0.0951212,0.0341348,0.048717,0.0239421,0.0340596
4.0,0.10328,0.0375382,0.0469564,0.0220874,0.0222134
4.0,0.118812,0.0383981,0.0524917,0.0294674,0.0416414
4.0,0.119075,0.0379155,0.0481377,0.0301136,0.0497392
4.0,0.0859665,0.0299968,0.0434024,0.0236342,0.0420199
4.0,0.1125,0.026603,0.0424364,0.0296528,0.0396564
4.0,0.151198,0.0351482,0.0680813,0.0245686,0.0379541
4.0,0.0644348,0.0368522,0.0584577,0.0196251,0.0494089
4.0,0.117779,0.0344719,0.05064,0.0287726,0.0397527
4.0,0.11261,0.0320164,0.0411321,0.0832637,0.0447131
4.0,0.0943771,0.0317368,0.0513874,0.0277584,0.0489396
4.0,0.0777207,0.0326802,0.05338,0.0315038,0.0406309
4.0,0.0833245,0.0337975,0.0487886,0.0280655,0.0383244
4.0,0.121726,0.0249686,0.0519642,0.0279654,0.0366157
4.0,0.0754915,0.0270412,0.0625996,0.0188253,0.0628331
4.0,0.138733,0.0334041,0.0597685,0.0461287,0.0456754
4.0,0.0969093,0.034365,0.054058,0.038759,0.0594474
4.0,0.0779203,0.030341,0.0527769,0.0235755,0.0413595
4.0,0.0825196,0.0277639,0.0420227,0.0268752,0.0397392
4.0,0.0993332,0.0282482,0.0669231,0.0357299,0.0345101
4.0,0.0617228,0.0271473,0.0698213,0.0282973,0.0307151
4.0,0.110398,0.0286322,0.0538881,0.0222327,0.0327799
4.0,0.0729995,0.0319176,0.0651771,0.0241976,0.0409767
4.0,0.0959247,0.0270883,0.0505776,0.0275496,0.0347943
4.0,0.0736627,0.0266565,0.043317,0.0259608,0.0385657
4.0,0.11905,0.0398489,0.0468665,0.0329075,0.0434909
4.0,0.13108,0.0395155,0.0591556,0.0269568,0.0680905
4.0,0.124761,0.0375393,0.0648484,0.0366581,0.0407672
4.0,0.0948282,0.0311252,0.045459,0.0227994,0.0372584
4.0,0.0960259,0.0285327,0.0485339,0.0269234,0.0265367
4.0,0.0960225,0.0284585,0.0534335,0.0209545,0.0363955
4.0,0.116728,0.0415307,0.0572974,0.0283603,0.0438369
4.0,0.141465,0.0395712,0.067939,0.0276167,0.0803394
4.0,0.0660341,0.0289708,0.0484406,0.0206233,0.0296587
4.0,0.096768,0.0354667,0.0526003,0.0190476,0.044406
4.0,0.116423,0.0251558,0.0475043,0.030527,0.0308909
4.0,0.102969,0.0346253,0.0504153,0.040034,0.0407779
4.0,0.069986,0.0264057,0.0468676,0.0216711,0.0360248
4.0,0.121988,0.034831,0.0524842,0.0328255,0.0422549
4.0,0.121799,0.032865,0.0548332,0.030365,0.0449836
4.0,0.103634,0.0431876,0.0420469,0.016334,0.0300253
4.0,0.084718,0.0229353,0.0434693,0.0262185,0.0267177
4.0,0.144953,0.0405873,0.0573021,0.0494863,0.0716333
4.0,0.113235,0.0289499,0.0757526,0.0294461,0.0375021
4.0,0.0789266,0.0237376,0.0501436,0.0180205,0.0175061
4.0,0.139005,0.033543,0.0484568,0.0332765,0.0419597
4.0,0.0955716,0.029238,0.0590837,0.0386036,0.0700426
4.0,0.1073,0.0276262,0.0599271,0.0347778,0.0457412
4.0,0.133386,0.0409346,0.0584973,0.0342416,0.0430051
4.0,0.0649172,0.0293818,0.0390209,0.0251464,0.0317902
4.0,0.114382,0.038379,0.0622164,0.0267612,0.0778766
4.0,0.103119,0.0310144,0.0617305,0.0265227,0.0558531
4.0,0.0719038,0.029216,0.0442337,0.0146125,0.0216849
2.0,0.116009,0.0264063,0.0520569,0.0299685,0.045794
2.0,0.0661024,0.0409748,0.0489671,0.0310187,0.039398
2.0,0.0760633,0.0274643,0.046273,0.0258882,0.0317999
2.0,0.119198,0.0424134,0.0536927,0.0298836,0.0375306
2.0,0.154783,0.0308441,0.047623,0.0289537,0.0296166
2.0,0.118341,0.0280597,0.0529287,0.0253978,0.0518897
4.0,0.0927077,0.0288527,0.0363483,0.0243345,0.0391946
4.0,0.131373,0.0267128,0.0477844,0.0208522,0.0541063
4.0,0.0973683,0.0423314,0.0530983,0.0202975,0.0569501
4.0,0.0984551,0.0403402,0.0667417,0.0281112,0.0391622
4.0,0.0926088,0.0250714,0.0462072,0.0189438,0.0155428
4.0,0.084257,0.0454303,0.0496973,0.0210833,0.0215822
4.0,0.0931253,0.0394236,0.0548508,0.0383505,0.0420525
4.0,0.0956751,0.0295308,0.0514677,0.0281534,0.0334558
4.0,0.0965679,0.0286646,0.0529249,0.0336719,0.0330807
4.0,0.104342,0.0325838,0.051335,0.0300674,0.0516342
4.0,0.12556,0.0318056,0.0541276,0.0372246,0.0375529
4.0,0.123703,0.0375827,0.0518134,0.0323543,0.0568171
4.0,0.152372,0.0413608,0.0593069,0.0548487,0.0958065
4.0,0.0837971,0.0355475,0.0509943,0.0296865,0.0447162
4.0,0.128553,0.0310089,0.0574661,0.0360757,0.0431963
4.0,0.0787324,0.0253814,0.0465635,0.0282807,0.0370856
4.0,0.132093,0.0280408,0.051053,0.0294484,0.0371407
4.0,0.113496,0.0268981,0.0443981,0.0331675,0.0503535
4.0,0.108098,0.0370248,0.0495277,0.0302006,0.0491982
4.0,0.105966,0.0267506,0.0571926,0.030078,0.0462425
4.0,0.157322,0.0455885,0.0518727,0.0320072,0.0505545
4.0,0.0757136,0.0274097,0.0463248,0.0283923,0.0411026
4.0,0.0886671,0.0314205,0.0571452,0.0271792,0.0421779
4.0,0.133658,0.0403403,0.0554226,0.0262035,0.0588385
4.0,0.103626,0.0293634,0.0518609,0.0184842,0.0309273
4.0,0.0740571,0.0264511,0.0490041,0.0240609,0.0262738
4.0,0.126167,0.0353061,0.0453717,0.0270121,0.0479672
4.0,0.0868334,0.0216812,0.0471333,0.0270673,0.0464984
4.0,0.077024,0.0259093,0.0525311,0.0142059,0.0554944
4.0,0.0990664,0.0291457,0.0459194,0.0246783,0.0271492
4.0,0.137977,0.0333591,0.052776,0.0415316,0.0534135
4.0,0.110526,0.0368456,0.0580318,0.0237046,0.0389342
4.0,0.0951627,0.03746,0.0552858,0.0429522,0.054075
4.0,0.107042,0.0324554,0.0634792,0.0177806,0.0268745
4.0,0.0991201,0.0337498,0.0517387,0.0277682,0.0389547
4.0,0.121462,0.0326871,0.0536302,0.0309217,0.0438898
4.0,0.103905,0.0335139,0.0548386,0.0508549,0.0530515
4.0,0.123624,0.0349178,0.0504816,0.0342737,0.0438706
4.0,0.107824,0.0323347,0.05397,0.0103781,0.0305234
4.0,0.0623396,0.0412691,0.043454,0.0254297,0.0259539
4.0,0.121259,0.0285614,0.0520987,0.0346443,0.0375985
4.0,0.121159,0.0315804,0.0537232,0.0319538,0.0451941
4.0,0.104402,0.0364429,0.0583009,0.0229293,0.0419516
4.0,0.126894,0.0466675,0.0544972,0.0358413,0.0377446
4.0,0.117928,0.0312022,0.0532299,0.0305176,0.0196247
4.0,0.0820909,0.0277448,0.036976,0.0221029,0.0405695
4.0,0.0867627,0.0351255,0.0618527,0.0285468,0.0396351
4.0,0.0992611,0.0249537,0.0514329,0.030633,0.0401405
4.0,0.140494,0.0251024,0.0661704,0.0275479,0.0908876
4.0,0.127663,0.0335728,0.0466126,0.0404224,0.0754659
4.0,0.0812566,0.0324935,0.0458608,0.0226222,0.0186609
4.0,0.0910259,0.0279314,0.0368618,0.0177691,0.0319861
4.0,0.121873,0.0327059,0.0581338,0.0313702,0.0514315
4.0,0.0860721,0.0289253,0.0568581,0.0254228,0.0493728
4.0,0.098288,0.0279189,0.0392988,0.0277599,0.0124481
4.0,0.0531968,0.0294295,0.047704,0.0248896,0.0422605
4.0,0.0927593,0.0236204,0.0699201,0.0247226,0.0430093
4.0,0.0773585,0.0336187,0.0538786,0.0270186,0.0428448
4.0,0.0804222,0.0277164,0.0489869,0.0167788,0.037788
4.0,0.100079,0.0488848,0.0518956,0.0234361,0.0292691
4.0,0.0930551,0.0275886,0.0549788,0.022607,0.0497647
4.0,0.106644,0.0329142,0.0425449,0.0166802,0.0270285
4.0,0.0896885,0.0284463,0.0403823,0.0303078,0.0382951
4.0,0.146792,0.0303614,0.0589432,0.0390008,0.0399313
4.0,0.0976813,0.0288898,0.051408,0.0306317,0.0562788
4.0,0.109927,0.0279865,0.0474923,0.0262581,0.0325672
4.0,0.111786,0.0293347,0.0398056,0.0427744,0.0384871
4.0,0.0754087,0.0354982,0.0539169,0.0354542,0.0278332
4.0,0.0955221,0.0458177,0.0521686,0.0318021,0.0421037
4.0,0.115564,0.0250009,0.0416393,0.028713,0.0291071
4.0,0.119629,0.0380526,0.0507358,0.0333311,0.044155
4.0,0.106561,0.034814,0.0478888,0.0268592,0.0358855
4.0,0.109766,0.0305397,0.0529415,0.0251514,0.0314956
4.0,0.152637,0.0342937,0.0491053,0.0352671,0.0450439
4.0,0.110383,0.0291068,0.0510947,0.0241626,0.0398913
4.0,0.100943,0.0323997,0.0400237,0.0199054,0.0255143
4.0,0.115713,0.0206729,0.057331,0.0280419,0.0412689
4.0,0.126597,0.0405152,0.0500244,0.0289545,0.0415239
4.0,0.12026,0.0307055,0.0506942,0.0225646,0.0385053
4.0,0.102911,0.0314058,0.0486753,0.0181403,0.0371307
4.0,0.0836123,0.0336251,0.030827,0.0279734,0.0386968
4.0,0.0782574,0.0359657,0.0591746,0.0285834,0.0394505
4.0,0.115873,0.0385292,0.0501454,0.033755,0.0496621
4.0,0.103795,0.0318934,0.0538163,0.025251,0.0546212
4.0,0.124851,0.0378147,0.0458345,0.0296111,0.0367999
4.0,0.109187,0.02835,0.0341556,0.032775,0.0392105
4.0,0.237249,0.0333946,0.0412491,0.0303597,0.0470087
4.0,0.104562,0.0285211,0.0517382,0.0162466,0.024222
4.0,0.142248,0.0312589,0.044847,0.0281199,0.0498743
4.0,0.115581,0.0324652,0.0535899,0.0325885,0.0373861
4.0,0.122618,0.0315296,0.0536373,0.0647979,0.0914682
4.0,0.115755,0.031399,0.0557319,0.0194725,0.0183133
4.0,0.102577,0.03605,0.0553499,0.0179911,0.0266751
4.0,0.0928011,0.0293303,0.0508666,0.0364468,0.040995
4.0,0.0668706,0.0281938,0.0550037,0.0305321,0.0469137
4.0,0.0949109,0.0327364,0.0532231,0.0351,0.0403972
4.0,0.108275,0.0294003,0.0495273,0.0294173,0.0407156
4.0,0.130162,0.0363868,0.0523094,0.0201675,0.0146341
4.0,0.0904889,0.0378071,0.0458979,0.0303586,0.0300845
4.0,0.180397,0.0349168,0.0557168,0.0647105,0.0501492
4.0,0.155438,0.0297348,0.0622807,0.0342743,0.0830026
4.0,0.0978133,0.0363873,0.0553011,0.0255264,0.0316991
4.0,0.150554,0.0404145,0.0454845,0.0557034,0.0279524
4.0,0.0752202,0.0335169,0.062639,0.0245188,0.0425446
4.0,0.111723,0.026064,0.0523535,0.0269915,0.053828
4.0,0.134772,0.0307666,0.0545522,0.0274755,0.0370324
4.0,0.11174,0.0219707,0.0478054,0.0253249,0.0298658
4.0,0.0752053,0.0269028,0.0418098,0.0274269,0.0114532
4.0,0.0744699,0.0423274,0.0489862,0.0322228,0.0560971
4.0,0.111786,0.0425928,0.0557494,0.0312972,0.0537336
4.0,0.0798503,0.0232022,0.0604054,0.022859,0.0504104
4.0,0.112356,0.038395,0.0400155,0.0189984,0.0409077
4.0,0.109193,0.0312424,0.0653136,0.0386679,0.0490285
4.0,0.14718,0.0443794,0.101067,0.0357788,0.0516797
4.0,0.117732,0.033949,0.0429932,0.0364951,0.0492215
4.0,0.119858,0.0352643,0.0631883,0.0392349,0.0395711
4.0,0.0873884,0.0383089,0.0580039,0.0301778,0.0491349
4.0,0.102733,0.0293083,0.0527653,0.0204367,0.0372165
4.0,0.136523,0.0297593,0.0508559,0.0487358,0.0366189
4.0,0.160092,0.0442017,0.0533484,0.0277088,0.0554607
4.0,0.0834285,0.036186,0.0454802,0.0182724,0.03098
4.0,0.114681,0.0390079,0.0601903,0.0506903,0.0467188
