class,cg05415871,cg07804728,cg06489728,cg22736354,cg04836492,cg13202751,cg13939055,cg20003638,cg00135497,cg02404636,cg03127558,cg21946667,cg18192222,cg13493426,cg05028639,cg02886806,cg14383422,cg04097388,cg18086664,cg12559685,cg15792367,cg18074954,cg12795947,cg11788523,cg10924085,cg05599106,cg22672359,cg03735012,cg13356175,cg06818047,cg19367176,cg16481556,cg24756378,cg07157058,cg19640789,cg23301740,cg10334121,cg11733430,cg14219896,cg06729093,cg22808692,cg02183025,cg09603381,cg00461685,cg01596963,cg00821186,cg04071270,cg25471715,cg25299750,cg13540805,cg07643912,cg06683177,cg10613684,cg26333652,cg11954230,cg12519676,cg10911354,cg22407458,cg16308533,cg12965202,cg21798667,cg09498007,cg00590036,cg00369443,cg14363146,cg21610439,cg27504738,cg18237551,cg03040554,cg02803914
1.0,0.7404,0.763561,0.97556,0.275376,0.820037,0.337391,0.333935,0.661745,0.602421,0.021851,0.819322,0.794005,0.0847507,0.677191,0.950979,0.705631,0.0871969,0.896383,0.0310239,0.915598,0.545251,0.0809613,0.675864,0.191584,0.91793,0.130986,0.0292545,0.352093,0.373213,0.795096,0.891203,0.982549,0.438275,0.0578723,0.925223,0.898673,0.427536,0.88294,0.955098,0.91808,0.990405,0.32546,0.827563,0.680166,0.437551,0.834024,0.701596,0.403299,0.141813,0.459298,0.0299391,0.0196344,0.933915,0.432465,0.0272462,0.367135,0.505744,0.247664,0.94798,0.880767,0.0419653,0.201352,0.125158,0.976623,0.01521,0.661958,0.747493,0.183659,0.87429,0.0946238
1.0,0.954201,0.873826,0.9769,0.316788,0.873274,0.415971,0.44635,0.790343,0.795992,0.0358937,0.935258,0.759164,0.0831437,0.885802,0.85743,0.88514,0.376248,0.892426,0.0365764,0.78801,0.397432,0.262695,0.78155,0.324862,0.923694,0.121635,0.025092,0.508859,0.312625,0.906864,0.931461,0.981972,0.539334,0.0343699,0.986139,0.947831,0.812728,0.922042,0.946515,0.909821,0.98611,0.455813,0.83873,0.704397,0.484646,0.892727,0.840742,0.590896,0.252306,0.692628,0.323822,0.0146761,0.846959,0.673453,0.0254909,0.509094,0.724146,0.296245,0.769791,0.925204,0.0316281,0.195531,0.130307,0.974294,0.0100662,0.863302,0.639237,0.212505,0.871302,0.529484
1.0,0.958665,0.889249,0.97915,0.296457,0.871968,0.428232,0.407062,0.729,0.745647,0.0163185,0.916863,0.714178,0.0257694,0.85869,0.950494,0.833866,0.354792,0.900204,0.0285498,0.776591,0.44175,0.0604442,0.715931,0.320078,0.90421,0.11639,0.0265665,0.483883,0.286222,0.810999,0.94331,0.98095,0.669493,0.0164243,0.985507,0.910239,0.919292,0.9352,0.952854,0.917569,0.98312,0.316972,0.87539,0.687576,0.495706,0.857204,0.744826,0.580517,0.276387,0.752556,0.382851,0.013101,0.85972,0.599307,0.0343598,0.599951,0.713501,0.335546,0.762539,0.91086,0.032015,0.167702,0.139684,0.976084,0.0123526,0.827824,0.673564,0.185463,0.872612,0.319712
1.0,0.962496,0.871948,0.976557,0.270089,0.910583,0.373907,0.463335,0.728842,0.763582,0.102059,0.896794,0.723329,0.0294256,0.914836,0.951386,0.87668,0.337175,0.907439,0.0278171,0.799247,0.407964,0.166687,0.732987,0.315696,0.911102,0.0957339,0.0393633,0.437526,0.292708,0.859085,0.905971,0.979164,0.587553,0.0227245,0.986857,0.928591,0.863213,0.946442,0.948292,0.915967,0.983213,0.350823,0.907266,0.814761,0.497135,0.88367,0.731831,0.513037,0.169059,0.76386,0.217136,0.0205481,0.81009,0.562834,0.0329118,0.553274,0.716218,0.24736,0.648223,0.898892,0.0319663,0.141504,0.148884,0.914218,0.012375,0.866665,0.658127,0.166819,0.859217,0.37711
1.0,0.958672,0.858773,0.94064,0.341761,0.872598,0.38699,0.485025,0.744503,0.808593,0.0218849,0.910461,0.768174,0.10134,0.879861,0.944751,0.867965,0.419107,0.80693,0.0500937,0.822491,0.428529,0.137286,0.819547,0.311719,0.918751,0.0857099,0.0423956,0.439203,0.28922,0.872103,0.881862,0.97788,0.620144,0.0268052,0.947211,0.905033,0.88238,0.9373,0.950313,0.923695,0.983986,0.338168,0.894862,0.724364,0.508622,0.860075,0.80072,0.489598,0.193919,0.706538,0.244581,0.0265199,0.80025,0.605542,0.06507,0.608083,0.717775,0.267492,0.7862,0.908906,0.0444335,0.189978,0.13235,0.970375,0.0212601,0.879824,0.680307,0.259966,0.0719493,0.389662
1.0,0.971065,0.914459,0.971383,0.28885,0.881278,0.395068,0.484135,0.787117,0.814708,0.0230137,0.953985,0.768709,0.0602114,0.886645,0.938792,0.903306,0.362588,0.899219,0.0252034,0.803521,0.447076,0.343515,0.748615,0.302786,0.905903,0.101747,0.0295023,0.454567,0.335434,0.869018,0.906164,0.979914,0.564278,0.172547,0.986548,0.929015,0.783493,0.934003,0.949666,0.916925,0.982315,0.37106,0.906418,0.761555,0.522418,0.872294,0.730362,0.584948,0.168783,0.725238,0.278697,0.0260902,0.808643,0.550577,0.024837,0.636676,0.716368,0.209729,0.77347,0.91671,0.0482938,0.172633,0.139873,0.955441,0.0141722,0.879281,0.751578,0.20333,0.886694,0.377149
1.0,0.967897,0.889069,0.952909,0.286258,0.854894,0.427056,0.415973,0.801015,0.76575,0.0265606,0.921907,0.753135,0.0281377,0.886762,0.921489,0.88562,0.433069,0.888652,0.0323616,0.889555,0.443364,0.43319,0.749325,0.392116,0.913943,0.0722393,0.0338032,0.547049,0.269415,0.878518,0.908359,0.982145,0.730348,0.0183176,0.987984,0.927194,0.821774,0.931425,0.941284,0.921045,0.966224,0.454796,0.925913,0.754941,0.543488,0.865169,0.778587,0.524249,0.305023,0.722841,0.438453,0.086515,0.854758,0.633693,0.0198118,0.538354,0.743118,0.417721,0.917055,0.901011,0.0322689,0.180516,0.152804,0.965955,0.0155565,0.868372,0.582371,0.262733,0.930512,0.500862
-1.0,0.93443,0.868669,0.976151,0.374354,0.862994,0.470085,0.460709,0.822511,0.811537,0.0246809,0.902044,0.763702,0.018764,0.826848,0.964211,0.868066,0.427443,0.808797,0.0193203,0.809461,0.400148,0.268224,0.737916,0.384732,0.928784,0.105642,0.0241531,0.488128,0.280956,0.859154,0.906176,0.970636,0.739063,0.0239374,0.957216,0.948575,0.879703,0.937125,0.947431,0.906174,0.986617,0.449292,0.888624,0.726414,0.568351,0.85182,0.840339,0.44603,0.29377,0.706308,0.312241,0.063582,0.809242,0.630559,0.0279842,0.626692,0.662919,0.386311,0.722834,0.926197,0.0262469,0.200951,0.20645,0.982866,0.00995619,0.909664,0.570839,0.355793,0.885819,0.445013
-1.0,0.92605,0.896808,0.973463,0.318229,0.856786,0.436617,0.415931,0.777546,0.810753,0.0354349,0.926319,0.746769,0.0194817,0.92003,0.958099,0.905636,0.472069,0.81255,0.0266655,0.812786,0.400412,0.294396,0.788658,0.347259,0.932362,0.083722,0.031837,0.538947,0.269323,0.794615,0.893981,0.983554,0.752378,0.0176584,0.986704,0.932358,0.74757,0.942194,0.937673,0.913838,0.984477,0.444144,0.914068,0.805331,0.514262,0.852627,0.788029,0.481926,0.256561,0.711594,0.416302,0.0196004,0.796539,0.647976,0.0211749,0.515161,0.631658,0.32868,0.665387,0.904969,0.0314389,0.154647,0.14297,0.981439,0.0105612,0.868842,0.671244,0.264821,0.849237,0.443833
-1.0,0.905877,0.880955,0.817131,0.327547,0.879119,0.492545,0.412302,0.733454,0.807597,0.0189356,0.949738,0.803331,0.0309431,0.906878,0.945653,0.892536,0.503964,0.885226,0.0324361,0.862348,0.324847,0.369007,0.706385,0.323795,0.907669,0.0918146,0.0321323,0.572618,0.216094,0.881268,0.919438,0.978324,0.761901,0.0214239,0.986146,0.92261,0.839548,0.93436,0.945275,0.942848,0.983188,0.426378,0.919996,0.807069,0.557983,0.834453,0.784487,0.498055,0.336131,0.740943,0.428678,0.013754,0.801428,0.688432,0.041417,0.404179,0.697786,0.313478,0.927831,0.895632,0.0205379,0.147627,0.146957,0.971032,0.0171208,0.871815,0.62197,0.203958,0.865148,0.360663
-1.0,0.958454,0.901631,0.973737,0.364023,0.872291,0.534461,0.523171,0.811773,0.814498,0.0228849,0.943039,0.796428,0.0274706,0.872152,0.93403,0.895082,0.429458,0.779954,0.0361028,0.846527,0.327358,0.393444,0.770362,0.469541,0.898313,0.0787384,0.0344284,0.536546,0.233364,0.884645,0.906908,0.962604,0.626321,0.0380988,0.961705,0.914548,0.833722,0.918168,0.948113,0.909535,0.970131,0.463504,0.915634,0.79437,0.621199,0.830163,0.785201,0.479309,0.303504,0.727027,0.345467,0.0170634,0.817893,0.701445,0.0471435,0.66573,0.667517,0.325091,0.854375,0.908462,0.0246046,0.139397,0.146424,0.961675,0.0224855,0.874197,0.488923,0.3014,0.854799,0.345761
-1.0,0.955785,0.913905,0.977281,0.346406,0.869204,0.400996,0.51122,0.701391,0.825343,0.0345812,0.947212,0.744782,0.0311608,0.854868,0.903293,0.867197,0.37946,0.8784,0.0259453,0.817725,0.286243,0.348863,0.749118,0.330794,0.911801,0.0763449,0.0350283,0.513288,0.243173,0.837633,0.915431,0.978766,0.563516,0.0302033,0.985294,0.938792,0.890843,0.926918,0.943177,0.914662,0.913126,0.422552,0.87619,0.73532,0.506364,0.842583,0.768381,0.583065,0.460506,0.740522,0.369949,0.0199304,0.847486,0.660146,0.0258348,0.67301,0.723983,0.530207,0.750244,0.91232,0.0363005,0.145321,0.136974,0.969277,0.0174046,0.854378,0.601494,0.250964,0.884338,0.413286
-1.0,0.963511,0.892322,0.977927,0.35724,0.858823,0.578105,0.507266,0.817307,0.82106,0.028179,0.953858,0.824405,0.017661,0.909672,0.955057,0.802509,0.623716,0.906287,0.02076,0.864593,0.313975,0.437533,0.786244,0.381009,0.467295,0.091672,0.0355485,0.61742,0.187563,0.754851,0.933479,0.933272,0.692349,0.0235337,0.987261,0.944419,0.799091,0.933487,0.949221,0.907518,0.986222,0.579115,0.919946,0.78752,0.526324,0.885275,0.828963,0.463489,0.360622,0.713585,0.501965,0.0189228,0.840062,0.716168,0.0282898,0.700394,0.719356,0.358571,0.907268,0.922178,0.0304863,0.201613,0.193335,0.965518,0.00450825,0.862034,0.545697,0.30529,0.873283,0.48372
-1.0,0.947845,0.888305,0.978307,0.329443,0.903212,0.45051,0.492738,0.776931,0.732075,0.0249498,0.903044,0.821893,0.016088,0.903016,0.860846,0.872528,0.406798,0.87747,0.0292748,0.867172,0.385995,0.203498,0.827053,0.246564,0.932585,0.072251,0.0272731,0.518557,0.270005,0.930139,0.886297,0.984307,0.755089,0.106198,0.987638,0.93348,0.879049,0.951253,0.94326,0.919212,0.987311,0.444567,0.938294,0.747639,0.498512,0.918208,0.798891,0.498722,0.260084,0.715534,0.469668,0.0181656,0.853792,0.595328,0.018704,0.581553,0.693448,0.34878,0.859728,0.88971,0.0257045,0.196413,0.115271,0.97495,0.00967002,0.879066,0.524553,0.112345,0.874939,0.413892
-1.0,0.946919,0.927303,0.974372,0.368201,0.86661,0.47632,0.519881,0.842758,0.839075,0.0286963,0.937409,0.776093,0.0262334,0.91843,0.952776,0.879796,0.487589,0.890304,0.0286552,0.87529,0.383392,0.400649,0.842142,0.345666,0.917675,0.0921349,0.0273194,0.515605,0.289443,0.840255,0.87403,0.975029,0.657793,0.0248601,0.986352,0.925886,0.87804,0.934976,0.946921,0.914114,0.984956,0.351923,0.911763,0.798198,0.563129,0.858964,0.777627,0.486901,0.340196,0.730542,0.409113,0.178887,0.75912,0.630092,0.0194253,0.70615,0.649329,0.343782,0.805669,0.892255,0.0336974,0.149283,0.201662,0.974419,0.0166312,0.85008,0.569832,0.328155,0.86001,0.333141
-1.0,0.958171,0.887868,0.977427,0.350183,0.869448,0.499428,0.521095,0.845458,0.836615,0.0296806,0.955845,0.814903,0.046716,0.855994,0.94992,0.892529,0.565009,0.223257,0.0203951,0.855177,0.387392,0.423766,0.768665,0.431696,0.925614,0.124939,0.0272832,0.551666,0.240845,0.887122,0.912712,0.980016,0.64902,0.0231828,0.987689,0.934491,0.863969,0.939708,0.948493,0.916399,0.983562,0.483644,0.934738,0.812533,0.608441,0.877001,0.808658,0.470982,0.368096,0.713008,0.462067,0.0204812,0.849014,0.675244,0.0278494,0.600909,0.708137,0.420012,0.794505,0.918539,0.0351487,0.130437,0.143396,0.974211,0.0116695,0.8538,0.47085,0.282891,0.870093,0.533952
-1.0,0.970658,0.916909,0.979256,0.300452,0.88622,0.434975,0.546802,0.809557,0.829093,0.030336,0.937891,0.79562,0.0219689,0.927988,0.927806,0.921155,0.381756,0.864948,0.0238906,0.909797,0.573508,0.322321,0.73788,0.322864,0.925488,0.113871,0.0313875,0.459528,0.289681,0.775682,0.88841,0.971666,0.706761,0.181577,0.98237,0.933616,0.884045,0.94158,0.941903,0.927011,0.982512,0.340528,0.92538,0.865118,0.568589,0.849621,0.789644,0.592959,0.207597,0.738766,0.19645,0.0200043,0.839322,0.586453,0.0278348,0.620224,0.734682,0.25413,0.870673,0.913496,0.0401494,0.13354,0.165185,0.778983,0.0157439,0.885668,0.582926,0.310605,0.870278,0.336251
-1.0,0.971166,0.91952,0.968226,0.253835,0.874352,0.382376,0.543231,0.837559,0.815465,0.0252831,0.973419,0.765406,0.0332914,0.921889,0.894512,0.890843,0.263055,0.888461,0.0314867,0.866506,0.560069,0.130826,0.750773,0.310145,0.918145,0.102268,0.0283421,0.397818,0.315246,0.895251,0.825666,0.97933,0.734398,0.0155439,0.985472,0.933007,0.848451,0.946272,0.952667,0.902344,0.981593,0.276317,0.899772,0.745601,0.55903,0.882233,0.738189,0.543993,0.174682,0.766751,0.24881,0.0248175,0.850378,0.591102,0.0413165,0.698492,0.702358,0.216487,0.895706,0.909428,0.0302605,0.161154,0.165941,0.971166,0.0129232,0.841997,0.519672,0.292822,0.852403,0.254155
-1.0,0.906422,0.888645,0.97685,0.332219,0.906376,0.48886,0.437732,0.745042,0.830015,0.0284864,0.90149,0.76731,0.0736051,0.914266,0.948131,0.870632,0.570849,0.876241,0.0254271,0.810596,0.302285,0.320603,0.798519,0.36404,0.931917,0.0731933,0.0284428,0.520404,0.211124,0.937979,0.933774,0.976275,0.795431,0.0238304,0.918923,0.892769,0.841069,0.930981,0.947458,0.904014,0.986033,0.542376,0.894036,0.747353,0.526142,0.879264,0.855192,0.398993,0.37272,0.747117,0.417316,0.0187317,0.806174,0.641205,0.0296457,0.627254,0.686213,0.418189,0.689603,0.906074,0.0282458,0.119213,0.127709,0.976195,0.0136846,0.856891,0.531004,0.266399,0.827118,0.434736
-1.0,0.942121,0.915192,0.9791,0.289341,0.862921,0.430119,0.393033,0.765669,0.829184,0.0298645,0.917825,0.734984,0.0286742,0.902691,0.946633,0.895232,0.442542,0.792429,0.0268136,0.779325,0.333732,0.189767,0.708177,0.393533,0.923931,0.0864834,0.0395827,0.532426,0.243355,0.846693,0.936387,0.977984,0.710497,0.184212,0.984978,0.938277,0.864075,0.928885,0.952103,0.914555,0.983196,0.426378,0.877132,0.707369,0.534077,0.867466,0.801725,0.476793,0.292156,0.73566,0.343244,0.0194452,0.786825,0.581068,0.022237,0.665277,0.710055,0.368735,0.73396,0.92337,0.0415372,0.112674,0.131936,0.972201,0.0173724,0.858945,0.553508,0.218455,0.857835,0.366253
-1.0,0.936193,0.897226,0.976593,0.343029,0.876892,0.501647,0.578285,0.797908,0.826687,0.0298176,0.938098,0.80364,0.0366765,0.899708,0.955085,0.897337,0.527878,0.875504,0.0297381,0.89711,0.34274,0.434869,0.769968,0.394967,0.923105,0.0874592,0.0299528,0.532735,0.263185,0.898632,0.917716,0.980469,0.722702,0.0249984,0.967741,0.936622,0.871065,0.930892,0.948096,0.912146,0.941169,0.449437,0.883722,0.81728,0.538174,0.883315,0.783636,0.459991,0.316549,0.75533,0.346292,0.0234543,0.874376,0.620496,0.0316643,0.68696,0.675204,0.382527,0.904032,0.915159,0.0354149,0.201266,0.136567,0.970493,0.0173877,0.85474,0.657985,0.35104,0.884241,0.475825
-1.0,0.957671,0.840009,0.975354,0.273129,0.854328,0.430744,0.443558,0.768039,0.877512,0.0225946,0.928051,0.771556,0.0244066,0.891055,0.957477,0.897678,0.561719,0.867086,0.0230233,0.812574,0.360711,0.444905,0.750371,0.346386,0.935943,0.0765485,0.0276778,0.57683,0.158808,0.886911,0.943273,0.977404,0.688894,0.019738,0.98293,0.923156,0.898048,0.930338,0.944496,0.891921,0.926997,0.538825,0.924643,0.759288,0.540786,0.868832,0.837304,0.483768,0.252227,0.703192,0.481521,0.0188421,0.753699,0.682095,0.022442,0.5352,0.702012,0.334299,0.724847,0.906283,0.0277639,0.123254,0.155531,0.976778,0.0114147,0.856303,0.426148,0.251685,0.878683,0.492518
-1.0,0.95691,0.883893,0.91408,0.342702,0.861517,0.392536,0.574738,0.876803,0.827867,0.0255855,0.947216,0.804661,0.0430483,0.908148,0.936276,0.882904,0.446054,0.854029,0.0299447,0.836699,0.47315,0.112184,0.775537,0.364927,0.889266,0.0988683,0.0259788,0.503442,0.222715,0.726637,0.864018,0.975935,0.76963,0.0215767,0.986392,0.935389,0.850629,0.941951,0.937156,0.889428,0.982329,0.411999,0.906716,0.771095,0.517849,0.858259,0.805889,0.576527,0.245082,0.744525,0.377018,0.0276189,0.822797,0.65757,0.0569514,0.693973,0.749831,0.285595,0.766099,0.914401,0.0405703,0.175858,0.111504,0.966195,0.0163048,0.863882,0.525499,0.286346,0.767472,0.325495
-1.0,0.958749,0.900164,0.979671,0.357528,0.902219,0.457482,0.575825,0.864171,0.857913,0.0301796,0.954976,0.78659,0.0311197,0.846234,0.956297,0.85784,0.56337,0.86686,0.0215227,0.836267,0.404372,0.359204,0.79965,0.432673,0.922571,0.122943,0.0315497,0.567595,0.235738,0.893777,0.898013,0.980421,0.529141,0.0244434,0.985436,0.945317,0.838502,0.946202,0.952756,0.929028,0.986904,0.454252,0.912245,0.754675,0.595793,0.878545,0.770329,0.506944,0.341575,0.769229,0.420062,0.0468346,0.868715,0.697219,0.0301196,0.765552,0.746656,0.378015,0.765199,0.914287,0.0286024,0.164478,0.188664,0.973646,0.00973165,0.891945,0.648227,0.299889,0.877919,0.476209
-1.0,0.966151,0.897804,0.972263,0.294518,0.861355,0.464817,0.48628,0.760596,0.859357,0.026399,0.899566,0.758102,0.246932,0.853365,0.950743,0.840997,0.429799,0.818358,0.0286427,0.831114,0.437193,0.0678276,0.772871,0.412136,0.928529,0.142657,0.0267664,0.481354,0.22651,0.922768,0.937235,0.979496,0.63637,0.019128,0.988341,0.940295,0.832719,0.897319,0.936723,0.921051,0.985687,0.422912,0.899786,0.783122,0.533716,0.843324,0.832468,0.489545,0.277953,0.713247,0.368422,0.022527,0.777237,0.627543,0.0241829,0.710808,0.758586,0.380799,0.827768,0.909772,0.0388649,0.211993,0.139008,0.981747,0.0098618,0.903548,0.594516,0.249352,0.862378,0.388372
-1.0,0.956656,0.921223,0.976714,0.329739,0.865462,0.520841,0.537691,0.795861,0.832013,0.028401,0.936862,0.813438,0.0313082,0.924401,0.946904,0.920391,0.521867,0.803032,0.024373,0.877636,0.413017,0.198131,0.865231,0.340635,0.917371,0.0871693,0.0392872,0.507101,0.266449,0.934138,0.893042,0.97241,0.742967,0.0298653,0.986775,0.930615,0.873383,0.929704,0.940437,0.907649,0.975836,0.413251,0.898643,0.817953,0.545031,0.896537,0.754341,0.512349,0.391447,0.724555,0.309933,0.0209817,0.797927,0.670356,0.0266982,0.626927,0.701913,0.426854,0.802651,0.916918,0.0358226,0.135403,0.1763,0.977201,0.0137902,0.86469,0.647203,0.366168,0.855958,0.433274
