class,cg05415871,cg07804728,cg13202751,cg22736354,cg06489728,cg13939055,cg20003638,cg04836492,cg03735012,cg14383422,cg00135497,cg21946667,cg03127558,cg12559685,cg13493426,cg01596963,cg18192222,cg02886806,cg05028639,cg26333652,cg15792367,cg11788523,cg02404636,cg05599106,cg06818047,cg09603381,cg18074954,cg22407458,cg00461685,cg04071270
-1.0,0.975003,0.87218,0.487888,0.34405,0.978843,0.586802,0.773486,0.853618,0.527997,0.515669,0.86598,0.80474,0.951625,0.892048,0.924794,0.57845,0.0400053,0.916685,0.899186,0.619543,0.411911,0.434418,0.263814,0.0988962,0.891137,0.907623,0.329506,0.381492,0.768173,0.775167
-1.0,0.972814,0.927274,0.480748,0.340795,0.975522,0.401865,0.833144,0.894544,0.574809,0.55999,0.865112,0.806497,0.951835,0.865394,0.903347,0.556831,0.0324764,0.910536,0.968711,0.66114,0.32642,0.378803,0.0314809,0.0863292,0.906061,0.873597,0.487291,0.470889,0.860813,0.842509
-1.0,0.965784,0.8975,0.549435,0.337747,0.973466,0.59887,0.880862,0.86143,0.587721,0.668887,0.912762,0.778104,0.918456,0.898946,0.90981,0.576233,0.0467659,0.899677,0.945425,0.676716,0.34142,0.488775,0.0301321,0.119602,0.89328,0.907541,0.443258,0.512335,0.803673,0.795089
-1.0,0.946534,0.880957,0.493641,0.330918,0.975511,0.512408,0.816453,0.86336,0.597189,0.52772,0.874066,0.831346,0.876139,0.896665,0.892745,0.57407,0.0230295,0.854152,0.951214,0.643807,0.318408,0.34414,0.0289713,0.107303,0.913894,0.920628,0.389975,0.297112,0.837469,0.815382
-1.0,0.923015,0.899457,0.469227,0.337947,0.985526,0.474476,0.751137,0.842902,0.614889,0.486255,0.897101,0.758221,0.935047,0.801262,0.912739,0.473845,0.0320753,0.912051,0.917003,0.604474,0.331051,0.374572,0.0283322,0.130119,0.814928,0.918047,0.317942,0.444363,0.67188,0.795205
-1.0,0.975469,0.913994,0.473368,0.25949,0.973926,0.434023,0.805053,0.877189,0.524456,0.367066,0.848334,0.763285,0.897103,0.838407,0.850347,0.500664,0.0288107,0.881821,0.90976,0.682036,0.407929,0.387953,0.0221016,0.128808,0.863397,0.91221,0.328333,0.424116,0.737059,0.809988
-1.0,0.960493,0.898307,0.482162,0.33126,0.975599,0.507232,0.772667,0.875093,0.568302,0.522549,0.830726,0.739328,0.938435,0.815594,0.879314,0.55441,0.0190486,0.905119,0.966228,0.677106,0.323082,0.390218,0.115388,0.0657926,0.877106,0.880136,0.380378,0.445546,0.767861,0.800097
-1.0,0.963191,0.944264,0.489234,0.381706,0.97147,0.480297,0.864085,0.952466,0.582877,0.582974,0.870816,0.783321,0.924016,0.900953,0.893669,0.597493,0.0341135,0.904839,0.954162,0.704992,0.304886,0.419384,0.0376584,0.0972256,0.922362,0.925062,0.450061,0.453296,0.787498,0.833472
-1.0,0.944923,0.913024,0.454555,0.352552,0.974768,0.505946,0.81061,0.874235,0.530371,0.502528,0.844347,0.782005,0.934414,0.868502,0.905605,0.530444,0.0362818,0.916508,0.939848,0.604278,0.388647,0.384014,0.0239316,0.0797055,0.835926,0.891115,0.220569,0.342398,0.720944,0.774117
-1.0,0.924313,0.87882,0.47969,0.367275,0.97393,0.503463,0.863594,0.877795,0.58022,0.583388,0.861931,0.841613,0.947342,0.879793,0.925961,0.542988,0.0240545,0.90571,0.945879,0.686079,0.311103,0.395289,0.0214929,0.0943104,0.918679,0.914479,0.318647,0.434333,0.7862,0.839548
-1.0,0.962753,0.880603,0.507369,0.361171,0.97718,0.539575,0.885687,0.840446,0.629259,0.608342,0.861593,0.801775,0.936412,0.919907,0.883103,0.594128,0.023921,0.902325,0.907582,0.711777,0.333098,0.433133,0.0243847,0.0866373,0.860681,0.904673,0.510697,0.446364,0.762539,0.836699
-1.0,0.959384,0.878002,0.457497,0.434379,0.977402,0.427732,0.702718,0.914355,0.495635,0.393828,0.714033,0.748781,0.938808,0.838829,0.808136,0.541678,0.020604,0.811136,0.957342,0.644839,0.335739,0.400882,0.0200875,0.147118,0.905157,0.923739,0.449784,0.469428,0.738604,0.799694
-1.0,0.966427,0.919233,0.427464,0.309976,0.973868,0.507182,0.787189,0.867714,0.513286,0.529656,0.867218,0.802436,0.941347,0.878922,0.939802,0.553082,0.0301335,0.904354,0.944633,0.583378,0.365072,0.37192,0.0363718,0.115056,0.895979,0.911225,0.276905,0.396818,0.757869,0.802693
-1.0,0.961174,0.915417,0.432126,0.319123,0.973003,0.533575,0.796045,0.911822,0.578508,0.46572,0.838898,0.815318,0.943338,0.89975,0.886475,0.523663,0.0305106,0.876708,0.946743,0.664511,0.355545,0.39251,0.0302162,0.0858425,0.905813,0.91359,0.406706,0.415477,0.710685,0.847664
-1.0,0.967511,0.907805,0.482677,0.314114,0.96972,0.528757,0.875393,0.913799,0.536164,0.420607,0.921451,0.796635,0.942597,0.900983,0.875524,0.59168,0.0183569,0.888526,0.951642,0.653003,0.460662,0.43115,0.0295489,0.104881,0.883093,0.900395,0.366358,0.339547,0.781889,0.821944
-1.0,0.939752,0.928942,0.437503,0.368563,0.974453,0.491032,0.80309,0.865331,0.529576,0.452018,0.863864,0.77811,0.947657,0.806313,0.909759,0.545578,0.130198,0.860473,0.949009,0.659736,0.384747,0.496206,0.023234,0.106704,0.882729,0.88871,0.381419,0.414513,0.830299,0.815311
-1.0,0.957783,0.923721,0.526058,0.346907,0.97453,0.442011,0.815466,0.884453,0.6148,0.557676,0.896343,0.804844,0.928594,0.86138,0.913915,0.576292,0.03841,0.903006,0.952871,0.714487,0.298817,0.365639,0.0161687,0.0799838,0.909102,0.898663,0.420997,0.364519,0.796412,0.815309
-1.0,0.966357,0.918365,0.45904,0.388564,0.975454,0.540931,0.8077,0.874634,0.497624,0.535186,0.833719,0.815817,0.943411,0.869355,0.911534,0.583141,0.0249213,0.924416,0.94629,0.625167,0.369191,0.399973,0.0253926,0.0511723,0.863064,0.879192,0.178959,0.418007,0.748406,0.799759
-1.0,0.95717,0.908067,0.450536,0.312042,0.973741,0.42531,0.818848,0.892679,0.527847,0.504632,0.78789,0.763355,0.943267,0.848307,0.816008,0.533087,0.0297402,0.891137,0.943763,0.655971,0.339822,0.37704,0.0211774,0.0943517,0.851677,0.905104,0.205775,0.52092,0.796131,0.796931
-1.0,0.957928,0.92274,0.475254,0.372328,0.978764,0.494141,0.80727,0.872207,0.518972,0.43485,0.844223,0.782818,0.968963,0.890974,0.910528,0.552884,0.0311432,0.882321,0.947089,0.639368,0.384554,0.410622,0.0349827,0.0635304,0.910868,0.930098,0.39333,0.374812,0.812286,0.794133
-1.0,0.963525,0.907729,0.531761,0.344319,0.971945,0.593001,0.807945,0.850759,0.568208,0.569955,0.909472,0.814877,0.941597,0.908792,0.899392,0.571905,0.0284794,0.910781,0.864914,0.695421,0.244212,0.42359,0.0328477,0.075117,0.846362,0.922997,0.454974,0.392116,0.801984,0.809888
-1.0,0.953519,0.915598,0.421865,0.339906,0.974094,0.498978,0.824252,0.89503,0.482579,0.393495,0.808967,0.767011,0.928873,0.817403,0.884278,0.510205,0.0234663,0.837554,0.928346,0.626551,0.370877,0.298188,0.0249299,0.0792406,0.849427,0.904333,0.336332,0.46263,0.793368,0.772106
-1.0,0.962975,0.90366,0.493865,0.359699,0.974945,0.458356,0.837714,0.883096,0.569591,0.510236,0.801456,0.763424,0.952207,0.892548,0.846927,0.572484,0.0324453,0.884287,0.936685,0.600907,0.37685,0.450635,0.0214047,0.10496,0.86877,0.93194,0.478687,0.474881,0.79059,0.802872
-1.0,0.965579,0.907203,0.472416,0.335971,0.978728,0.524394,0.799982,0.891447,0.561116,0.555856,0.872028,0.805524,0.943875,0.883574,0.937543,0.604495,0.0326621,0.898941,0.940388,0.669167,0.393217,0.39209,0.0357411,0.115823,0.907216,0.91133,0.401917,0.38181,0.846361,0.793673
-1.0,0.946096,0.925988,0.549483,0.336968,0.97185,0.503706,0.819024,0.87047,0.573483,0.689322,0.890763,0.796265,0.93655,0.882335,0.895443,0.548892,0.0320311,0.894116,0.946224,0.694694,0.323903,0.340788,0.0225482,0.0913113,0.891574,0.932762,0.185839,0.415707,0.829196,0.820753
-1.0,0.939229,0.919637,0.385594,0.378447,0.973853,0.53093,0.789268,0.884523,0.414909,0.367023,0.874337,0.758352,0.93547,0.860112,0.839282,0.53211,0.0354102,0.871455,0.940931,0.623091,0.314796,0.374112,0.0220165,0.0802072,0.915676,0.901298,0.275201,0.453715,0.717277,0.716364
-1.0,0.947257,0.872493,0.454744,0.324361,0.980406,0.412296,0.755825,0.90323,0.491047,0.437382,0.840251,0.789117,0.936611,0.847207,0.899406,0.562393,0.0226262,0.901028,0.944265,0.612375,0.360924,0.363857,0.0261628,0.0773944,0.934407,0.897942,0.332649,0.368195,0.712866,0.751738
-1.0,0.964077,0.91065,0.549855,0.334159,0.977496,0.548999,0.821591,0.896759,0.564614,0.626891,0.909824,0.770178,0.963496,0.912648,0.922387,0.559245,0.0209216,0.88784,0.95325,0.648448,0.351307,0.408742,0.0295615,0.0588848,0.923241,0.919302,0.355867,0.426411,0.779457,0.750582
-1.0,0.949384,0.893632,0.527079,0.347859,0.97558,0.521352,0.848075,0.869829,0.633565,0.647715,0.845062,0.79489,0.911002,0.902549,0.901651,0.585994,0.0225939,0.899928,0.941983,0.710135,0.278301,0.455143,0.0304902,0.0898159,0.90259,0.934428,0.510226,0.467832,0.8033,0.830519
-1.0,0.955887,0.920746,0.480963,0.396486,0.975713,0.568468,0.785704,0.862358,0.572969,0.484133,0.832951,0.816799,0.910272,0.895891,0.82878,0.544759,0.0310622,0.873625,0.953829,0.667334,0.285117,0.445255,0.0272612,0.0838666,0.907737,0.918758,0.379318,0.439572,0.805469,0.860099
-1.0,0.939296,0.925272,0.557628,0.375586,0.972104,0.484745,0.899477,0.861171,0.600962,0.663171,0.863721,0.791962,0.953325,0.903931,0.93085,0.590011,0.030378,0.914565,0.947418,0.743578,0.37658,0.396365,0.0209527,0.074435,0.872325,0.9165,0.451659,0.36262,0.803987,0.846322
-1.0,0.943514,0.920604,0.502698,0.370443,0.975152,0.493177,0.757283,0.886234,0.562913,0.535505,0.829383,0.815332,0.94059,0.899659,0.921979,0.499653,0.0365754,0.827808,0.939483,0.626635,0.375225,0.420189,0.0298207,0.102783,0.906891,0.917526,0.332188,0.481375,0.794224,0.822957
-1.0,0.966889,0.912257,0.480917,0.37455,0.974208,0.445238,0.75207,0.890184,0.533945,0.528822,0.844139,0.767653,0.891762,0.866974,0.918145,0.534219,0.0280786,0.937133,0.946674,0.61588,0.331807,0.47087,0.031954,0.100686,0.872786,0.900913,0.44382,0.421877,0.823803,0.796377
-1.0,0.965509,0.916381,0.453806,0.319029,0.97143,0.482923,0.838321,0.861243,0.514565,0.442511,0.892987,0.77834,0.92634,0.82178,0.910992,0.52393,0.0306802,0.917244,0.946395,0.629506,0.412296,0.374107,0.0306013,0.0874943,0.881668,0.912139,0.281265,0.245332,0.785645,0.812291
-1.0,0.957809,0.922516,0.472753,0.350374,0.975859,0.571759,0.863973,0.870356,0.534215,0.515621,0.895119,0.800095,0.956656,0.915398,0.9167,0.584194,0.0886134,0.860832,0.954379,0.629648,0.395737,0.368619,0.0278762,0.0852467,0.92435,0.891275,0.0831671,0.326064,0.807129,0.837897
-1.0,0.966773,0.914616,0.544001,0.388537,0.972723,0.486317,0.823563,0.882269,0.598839,0.569129,0.881163,0.819493,0.95156,0.919269,0.930805,0.591439,0.0381082,0.88594,0.945213,0.626095,0.318789,0.449056,0.0261148,0.0796278,0.904497,0.902301,0.241558,0.442286,0.760064,0.824691
-1.0,0.978368,0.901826,0.56304,0.351692,0.974405,0.496703,0.876015,0.874605,0.619044,0.679816,0.901966,0.815754,0.938727,0.901357,0.860963,0.612775,0.0322752,0.911138,0.922984,0.732256,0.295132,0.361281,0.0243465,0.0784851,0.906525,0.92498,0.499366,0.349347,0.821041,0.866645
-1.0,0.976219,0.905592,0.482124,0.297542,0.974856,0.532966,0.794085,0.894686,0.484098,0.503197,0.821889,0.795661,0.94926,0.847171,0.900485,0.580407,0.0957869,0.881663,0.953509,0.689973,0.372536,0.327226,0.022116,0.0867599,0.920753,0.883898,0.217958,0.410828,0.770504,0.817629
-1.0,0.953134,0.88214,0.527618,0.378498,0.978225,0.512752,0.775536,0.857346,0.558847,0.529488,0.847343,0.787199,0.880279,0.871476,0.903823,0.563019,0.0217836,0.894833,0.952129,0.652113,0.320831,0.457593,0.0254168,0.0768267,0.721194,0.926033,0.175759,0.415462,0.823409,0.805694
-1.0,0.955475,0.9128,0.484306,0.34918,0.976211,0.567065,0.839726,0.88024,0.582251,0.533971,0.863367,0.81997,0.901215,0.894677,0.905136,0.575741,0.0210025,0.883002,0.949717,0.688261,0.356392,0.394731,0.0283346,0.0972921,0.917986,0.895899,0.365321,0.383226,0.793678,0.791145
-1.0,0.960839,0.914279,0.51608,0.278738,0.976622,0.524004,0.877766,0.874745,0.531627,0.569721,0.858064,0.826727,0.926616,0.895156,0.912351,0.587526,0.0277248,0.925273,0.944925,0.684819,0.347585,0.360866,0.0251905,0.0715343,0.897808,0.93033,0.395398,0.397019,0.784144,0.79462
-1.0,0.948106,0.918757,0.417538,0.392875,0.974682,0.583572,0.813138,0.865665,0.535013,0.540781,0.775566,0.790155,0.945688,0.871217,0.838979,0.553377,0.0211112,0.896992,0.948962,0.67408,0.287383,0.390623,0.0258435,0.104358,0.882656,0.905024,0.465377,0.467743,0.782365,0.831403
-1.0,0.914276,0.927746,0.483009,0.386759,0.975851,0.511941,0.773071,0.88017,0.516739,0.498617,0.842668,0.804412,0.953752,0.872532,0.917877,0.571113,0.0272128,0.922593,0.955,0.631445,0.390543,0.397393,0.0166423,0.0876379,0.903415,0.929736,0.362079,0.406347,0.807008,0.743468
-1.0,0.952797,0.891351,0.499282,0.380372,0.969585,0.507333,0.857099,0.880381,0.579097,0.621305,0.837093,0.751391,0.964697,0.887525,0.932455,0.585154,0.024328,0.893528,0.89339,0.715918,0.328776,0.302697,0.0273314,0.0848766,0.897749,0.902804,0.43759,0.43211,0.818215,0.793593
-1.0,0.95749,0.899668,0.458561,0.329957,0.973769,0.551721,0.862769,0.844144,0.559674,0.554026,0.841577,0.800297,0.939284,0.860461,0.900939,0.577242,0.0250457,0.901357,0.948266,0.652186,0.373719,0.431193,0.02418,0.0932514,0.905682,0.924321,0.252414,0.364892,0.772276,0.797595
-1.0,0.980307,0.930628,0.583226,0.340909,0.971889,0.560441,0.839885,0.895804,0.618909,0.64094,0.891392,0.826175,0.951484,0.926005,0.919795,0.699381,0.0289101,0.85961,0.950676,0.758734,0.291877,0.466388,0.0234581,0.0745513,0.838745,0.929217,0.171363,0.369379,0.822341,0.84326
-1.0,0.977531,0.918492,0.404148,0.336532,0.974672,0.463296,0.783194,0.886106,0.569795,0.542608,0.878873,0.801023,0.951448,0.909647,0.891131,0.559405,0.179434,0.914417,0.954521,0.692742,0.308614,0.430561,0.0233665,0.118256,0.904289,0.914703,0.131883,0.466226,0.77097,0.843565
-1.0,0.966946,0.903874,0.523432,0.405847,0.977208,0.505266,0.814314,0.882807,0.559224,0.540991,0.866689,0.812056,0.962043,0.913312,0.909484,0.603898,0.0253717,0.908356,0.957616,0.645627,0.37277,0.442406,0.0339597,0.0757542,0.886918,0.912437,0.495321,0.471048,0.800501,0.793735
-1.0,0.950842,0.91907,0.622612,0.428542,0.971964,0.541749,0.799016,0.863299,0.648206,0.630813,0.855705,0.830405,0.927521,0.904442,0.900764,0.611657,0.0362844,0.899721,0.939199,0.748049,0.273967,0.508974,0.0240453,0.0614776,0.881951,0.92888,0.573268,0.51552,0.842616,0.872939
-1.0,0.96948,0.89505,0.508782,0.345082,0.97711,0.555106,0.792627,0.886101,0.552457,0.549761,0.845693,0.753672,0.935736,0.865951,0.887734,0.552232,0.0223756,0.921273,0.948858,0.638327,0.36849,0.411211,0.0256068,0.0756745,0.916469,0.918648,0.299774,0.384166,0.752781,0.824592
