class,cg05415871,cg07804728,cg06489728,cg22736354,cg13202751,cg04836492,cg13939055,cg20003638,cg00135497,cg03127558,cg14383422,cg21946667,cg02404636,cg18192222,cg13493426,cg03735012,cg05028639,cg12559685,cg02886806,cg15792367,cg04097388,cg05599106,cg11788523,cg18086664,cg18074954,cg06818047,cg01596963,cg12795947,cg16481556,cg19367176,cg09603381,cg13356175,cg26333652,cg00461685,cg10334121,cg22672359,cg02183025,cg24756378,cg22407458,cg04071270,cg19640789,cg11733430,cg10924085,cg25299750,cg25471715,cg07643912,cg00821186,cg07157058,cg10613684,cg16308533
1.0,0.7404,0.763561,0.97556,0.275376,0.337391,0.820037,0.333935,0.661745,0.602421,0.819322,0.0871969,0.794005,0.021851,0.0847507,0.677191,0.352093,0.950979,0.915598,0.705631,0.545251,0.896383,0.130986,0.191584,0.0310239,0.0809613,0.795096,0.437551,0.675864,0.982549,0.891203,0.827563,0.373213,0.432465,0.680166,0.427536,0.0292545,0.32546,0.438275,0.247664,0.701596,0.925223,0.88294,0.91793,0.141813,0.403299,0.0299391,0.834024,0.0578723,0.933915,0.94798
1.0,0.954201,0.873826,0.9769,0.316788,0.415971,0.873274,0.44635,0.790343,0.795992,0.935258,0.376248,0.759164,0.0358937,0.0831437,0.885802,0.508859,0.85743,0.78801,0.88514,0.397432,0.892426,0.121635,0.324862,0.0365764,0.262695,0.906864,0.484646,0.78155,0.981972,0.931461,0.83873,0.312625,0.673453,0.704397,0.812728,0.025092,0.455813,0.539334,0.296245,0.840742,0.986139,0.922042,0.923694,0.252306,0.590896,0.323822,0.892727,0.0343699,0.846959,0.769791
1.0,0.958665,0.889249,0.97915,0.296457,0.428232,0.871968,0.407062,0.729,0.745647,0.916863,0.354792,0.714178,0.0163185,0.0257694,0.85869,0.483883,0.950494,0.776591,0.833866,0.44175,0.900204,0.11639,0.320078,0.0285498,0.0604442,0.810999,0.495706,0.715931,0.98095,0.94331,0.87539,0.286222,0.599307,0.687576,0.919292,0.0265665,0.316972,0.669493,0.335546,0.744826,0.985507,0.9352,0.90421,0.276387,0.580517,0.382851,0.857204,0.0164243,0.85972,0.762539
1.0,0.962496,0.871948,0.976557,0.270089,0.373907,0.910583,0.463335,0.728842,0.763582,0.896794,0.337175,0.723329,0.102059,0.0294256,0.914836,0.437526,0.951386,0.799247,0.87668,0.407964,0.907439,0.0957339,0.315696,0.0278171,0.166687,0.859085,0.497135,0.732987,0.979164,0.905971,0.907266,0.292708,0.562834,0.814761,0.863213,0.0393633,0.350823,0.587553,0.24736,0.731831,0.986857,0.946442,0.911102,0.169059,0.513037,0.217136,0.88367,0.0227245,0.81009,0.648223
1.0,0.958672,0.858773,0.94064,0.341761,0.38699,0.872598,0.485025,0.744503,0.808593,0.910461,0.419107,0.768174,0.0218849,0.10134,0.879861,0.439203,0.944751,0.822491,0.867965,0.428529,0.80693,0.0857099,0.311719,0.0500937,0.137286,0.872103,0.508622,0.819547,0.97788,0.881862,0.894862,0.28922,0.605542,0.724364,0.88238,0.0423956,0.338168,0.620144,0.267492,0.80072,0.947211,0.9373,0.918751,0.193919,0.489598,0.244581,0.860075,0.0268052,0.80025,0.7862
1.0,0.971065,0.914459,0.971383,0.28885,0.395068,0.881278,0.484135,0.787117,0.814708,0.953985,0.362588,0.768709,0.0230137,0.0602114,0.886645,0.454567,0.938792,0.803521,0.903306,0.447076,0.899219,0.101747,0.302786,0.0252034,0.343515,0.869018,0.522418,0.748615,0.979914,0.906164,0.906418,0.335434,0.550577,0.761555,0.783493,0.0295023,0.37106,0.564278,0.209729,0.730362,0.986548,0.934003,0.905903,0.168783,0.584948,0.278697,0.872294,0.172547,0.808643,0.77347
1.0,0.967897,0.889069,0.952909,0.286258,0.427056,0.854894,0.415973,0.801015,0.76575,0.921907,0.433069,0.753135,0.0265606,0.0281377,0.886762,0.547049,0.921489,0.889555,0.88562,0.443364,0.888652,0.0722393,0.392116,0.0323616,0.43319,0.878518,0.543488,0.749325,0.982145,0.908359,0.925913,0.269415,0.633693,0.754941,0.821774,0.0338032,0.454796,0.730348,0.417721,0.778587,0.987984,0.931425,0.913943,0.305023,0.524249,0.438453,0.865169,0.0183176,0.854758,0.917055
-1.0,0.93443,0.868669,0.976151,0.374354,0.470085,0.862994,0.460709,0.822511,0.811537,0.902044,0.427443,0.763702,0.0246809,0.018764,0.826848,0.488128,0.964211,0.809461,0.868066,0.400148,0.808797,0.105642,0.384732,0.0193203,0.268224,0.859154,0.568351,0.737916,0.970636,0.906176,0.888624,0.280956,0.630559,0.726414,0.879703,0.0241531,0.449292,0.739063,0.386311,0.840339,0.957216,0.937125,0.928784,0.29377,0.44603,0.312241,0.85182,0.0239374,0.809242,0.722834
-1.0,0.92605,0.896808,0.973463,0.318229,0.436617,0.856786,0.415931,0.777546,0.810753,0.926319,0.472069,0.746769,0.0354349,0.0194817,0.92003,0.538947,0.958099,0.812786,0.905636,0.400412,0.81255,0.083722,0.347259,0.0266655,0.294396,0.794615,0.514262,0.788658,0.983554,0.893981,0.914068,0.269323,0.647976,0.805331,0.74757,0.031837,0.444144,0.752378,0.32868,0.788029,0.986704,0.942194,0.932362,0.256561,0.481926,0.416302,0.852627,0.0176584,0.796539,0.665387
-1.0,0.905877,0.880955,0.817131,0.327547,0.492545,0.879119,0.412302,0.733454,0.807597,0.949738,0.503964,0.803331,0.0189356,0.0309431,0.906878,0.572618,0.945653,0.862348,0.892536,0.324847,0.885226,0.0918146,0.323795,0.0324361,0.369007,0.881268,0.557983,0.706385,0.978324,0.919438,0.919996,0.216094,0.688432,0.807069,0.839548,0.0321323,0.426378,0.761901,0.313478,0.784487,0.986146,0.93436,0.907669,0.336131,0.498055,0.428678,0.834453,0.0214239,0.801428,0.927831
-1.0,0.958454,0.901631,0.973737,0.364023,0.534461,0.872291,0.523171,0.811773,0.814498,0.943039,0.429458,0.796428,0.0228849,0.0274706,0.872152,0.536546,0.93403,0.846527,0.895082,0.327358,0.779954,0.0787384,0.469541,0.0361028,0.393444,0.884645,0.621199,0.770362,0.962604,0.906908,0.915634,0.233364,0.701445,0.79437,0.833722,0.0344284,0.463504,0.626321,0.325091,0.785201,0.961705,0.918168,0.898313,0.303504,0.479309,0.345467,0.830163,0.0380988,0.817893,0.854375
-1.0,0.955785,0.913905,0.977281,0.346406,0.400996,0.869204,0.51122,0.701391,0.825343,0.947212,0.37946,0.744782,0.0345812,0.0311608,0.854868,0.513288,0.903293,0.817725,0.867197,0.286243,0.8784,0.0763449,0.330794,0.0259453,0.348863,0.837633,0.506364,0.749118,0.978766,0.915431,0.87619,0.243173,0.660146,0.73532,0.890843,0.0350283,0.422552,0.563516,0.530207,0.768381,0.985294,0.926918,0.911801,0.460506,0.583065,0.369949,0.842583,0.0302033,0.847486,0.750244
-1.0,0.963511,0.892322,0.977927,0.35724,0.578105,0.858823,0.507266,0.817307,0.82106,0.953858,0.623716,0.824405,0.028179,0.017661,0.909672,0.61742,0.955057,0.864593,0.802509,0.313975,0.906287,0.091672,0.381009,0.02076,0.437533,0.754851,0.526324,0.786244,0.933272,0.933479,0.919946,0.187563,0.716168,0.78752,0.799091,0.0355485,0.579115,0.692349,0.358571,0.828963,0.987261,0.933487,0.467295,0.360622,0.463489,0.501965,0.885275,0.0235337,0.840062,0.907268
-1.0,0.947845,0.888305,0.978307,0.329443,0.45051,0.903212,0.492738,0.776931,0.732075,0.903044,0.406798,0.821893,0.0249498,0.016088,0.903016,0.518557,0.860846,0.867172,0.872528,0.385995,0.87747,0.072251,0.246564,0.0292748,0.203498,0.930139,0.498512,0.827053,0.984307,0.886297,0.938294,0.270005,0.595328,0.747639,0.879049,0.0272731,0.444567,0.755089,0.34878,0.798891,0.987638,0.951253,0.932585,0.260084,0.498722,0.469668,0.918208,0.106198,0.853792,0.859728
-1.0,0.946919,0.927303,0.974372,0.368201,0.47632,0.86661,0.519881,0.842758,0.839075,0.937409,0.487589,0.776093,0.0286963,0.0262334,0.91843,0.515605,0.952776,0.87529,0.879796,0.383392,0.890304,0.0921349,0.345666,0.0286552,0.400649,0.840255,0.563129,0.842142,0.975029,0.87403,0.911763,0.289443,0.630092,0.798198,0.87804,0.0273194,0.351923,0.657793,0.343782,0.777627,0.986352,0.934976,0.917675,0.340196,0.486901,0.409113,0.858964,0.0248601,0.75912,0.805669
-1.0,0.958171,0.887868,0.977427,0.350183,0.499428,0.869448,0.521095,0.845458,0.836615,0.955845,0.565009,0.814903,0.0296806,0.046716,0.855994,0.551666,0.94992,0.855177,0.892529,0.387392,0.223257,0.124939,0.431696,0.0203951,0.423766,0.887122,0.608441,0.768665,0.980016,0.912712,0.934738,0.240845,0.675244,0.812533,0.863969,0.0272832,0.483644,0.64902,0.420012,0.808658,0.987689,0.939708,0.925614,0.368096,0.470982,0.462067,0.877001,0.0231828,0.849014,0.794505
-1.0,0.970658,0.916909,0.979256,0.300452,0.434975,0.88622,0.546802,0.809557,0.829093,0.937891,0.381756,0.79562,0.030336,0.0219689,0.927988,0.459528,0.927806,0.909797,0.921155,0.573508,0.864948,0.113871,0.322864,0.0238906,0.322321,0.775682,0.568589,0.73788,0.971666,0.88841,0.92538,0.289681,0.586453,0.865118,0.884045,0.0313875,0.340528,0.706761,0.25413,0.789644,0.98237,0.94158,0.925488,0.207597,0.592959,0.19645,0.849621,0.181577,0.839322,0.870673
-1.0,0.971166,0.91952,0.968226,0.253835,0.382376,0.874352,0.543231,0.837559,0.815465,0.973419,0.263055,0.765406,0.0252831,0.0332914,0.921889,0.397818,0.894512,0.866506,0.890843,0.560069,0.888461,0.102268,0.310145,0.0314867,0.130826,0.895251,0.55903,0.750773,0.97933,0.825666,0.899772,0.315246,0.591102,0.745601,0.848451,0.0283421,0.276317,0.734398,0.216487,0.738189,0.985472,0.946272,0.918145,0.174682,0.543993,0.24881,0.882233,0.0155439,0.850378,0.895706
-1.0,0.906422,0.888645,0.97685,0.332219,0.48886,0.906376,0.437732,0.745042,0.830015,0.90149,0.570849,0.76731,0.0284864,0.0736051,0.914266,0.520404,0.948131,0.810596,0.870632,0.302285,0.876241,0.0731933,0.36404,0.0254271,0.320603,0.937979,0.526142,0.798519,0.976275,0.933774,0.894036,0.211124,0.641205,0.747353,0.841069,0.0284428,0.542376,0.795431,0.418189,0.855192,0.918923,0.930981,0.931917,0.37272,0.398993,0.417316,0.879264,0.0238304,0.806174,0.689603
-1.0,0.942121,0.915192,0.9791,0.289341,0.430119,0.862921,0.393033,0.765669,0.829184,0.917825,0.442542,0.734984,0.0298645,0.0286742,0.902691,0.532426,0.946633,0.779325,0.895232,0.333732,0.792429,0.0864834,0.393533,0.0268136,0.189767,0.846693,0.534077,0.708177,0.977984,0.936387,0.877132,0.243355,0.581068,0.707369,0.864075,0.0395827,0.426378,0.710497,0.368735,0.801725,0.984978,0.928885,0.923931,0.292156,0.476793,0.343244,0.867466,0.184212,0.786825,0.73396
-1.0,0.936193,0.897226,0.976593,0.343029,0.501647,0.876892,0.578285,0.797908,0.826687,0.938098,0.527878,0.80364,0.0298176,0.0366765,0.899708,0.532735,0.955085,0.89711,0.897337,0.34274,0.875504,0.0874592,0.394967,0.0297381,0.434869,0.898632,0.538174,0.769968,0.980469,0.917716,0.883722,0.263185,0.620496,0.81728,0.871065,0.0299528,0.449437,0.722702,0.382527,0.783636,0.967741,0.930892,0.923105,0.316549,0.459991,0.346292,0.883315,0.0249984,0.874376,0.904032
-1.0,0.957671,0.840009,0.975354,0.273129,0.430744,0.854328,0.443558,0.768039,0.877512,0.928051,0.561719,0.771556,0.0225946,0.0244066,0.891055,0.57683,0.957477,0.812574,0.897678,0.360711,0.867086,0.0765485,0.346386,0.0230233,0.444905,0.886911,0.540786,0.750371,0.977404,0.943273,0.924643,0.158808,0.682095,0.759288,0.898048,0.0276778,0.538825,0.688894,0.334299,0.837304,0.98293,0.930338,0.935943,0.252227,0.483768,0.481521,0.868832,0.019738,0.753699,0.724847
-1.0,0.95691,0.883893,0.91408,0.342702,0.392536,0.861517,0.574738,0.876803,0.827867,0.947216,0.446054,0.804661,0.0255855,0.0430483,0.908148,0.503442,0.936276,0.836699,0.882904,0.47315,0.854029,0.0988683,0.364927,0.0299447,0.112184,0.726637,0.517849,0.775537,0.975935,0.864018,0.906716,0.222715,0.65757,0.771095,0.850629,0.0259788,0.411999,0.76963,0.285595,0.805889,0.986392,0.941951,0.889266,0.245082,0.576527,0.377018,0.858259,0.0215767,0.822797,0.766099
-1.0,0.958749,0.900164,0.979671,0.357528,0.457482,0.902219,0.575825,0.864171,0.857913,0.954976,0.56337,0.78659,0.0301796,0.0311197,0.846234,0.567595,0.956297,0.836267,0.85784,0.404372,0.86686,0.122943,0.432673,0.0215227,0.359204,0.893777,0.595793,0.79965,0.980421,0.898013,0.912245,0.235738,0.697219,0.754675,0.838502,0.0315497,0.454252,0.529141,0.378015,0.770329,0.985436,0.946202,0.922571,0.341575,0.506944,0.420062,0.878545,0.0244434,0.868715,0.765199
-1.0,0.966151,0.897804,0.972263,0.294518,0.464817,0.861355,0.48628,0.760596,0.859357,0.899566,0.429799,0.758102,0.026399,0.246932,0.853365,0.481354,0.950743,0.831114,0.840997,0.437193,0.818358,0.142657,0.412136,0.0286427,0.0678276,0.922768,0.533716,0.772871,0.979496,0.937235,0.899786,0.22651,0.627543,0.783122,0.832719,0.0267664,0.422912,0.63637,0.380799,0.832468,0.988341,0.897319,0.928529,0.277953,0.489545,0.368422,0.843324,0.019128,0.777237,0.827768
-1.0,0.956656,0.921223,0.976714,0.329739,0.520841,0.865462,0.537691,0.795861,0.832013,0.936862,0.521867,0.813438,0.028401,0.0313082,0.924401,0.507101,0.946904,0.877636,0.920391,0.413017,0.803032,0.0871693,0.340635,0.024373,0.198131,0.934138,0.545031,0.865231,0.97241,0.893042,0.898643,0.266449,0.670356,0.817953,0.873383,0.0392872,0.413251,0.742967,0.426854,0.754341,0.986775,0.929704,0.917371,0.391447,0.512349,0.309933,0.896537,0.0298653,0.797927,0.802651
-1.0,0.975003,0.87218,0.978843,0.34405,0.487888,0.853618,0.586802,0.773486,0.86598,0.951625,0.515669,0.80474,0.263814,0.0400053,0.924794,0.527997,0.899186,0.892048,0.916685,0.411911,0.810836,0.0988962,0.434418,0.0251287,0.329506,0.891137,0.57845,0.809324,0.978965,0.877976,0.907623,0.286374,0.619543,0.768173,0.851562,0.0369862,0.405753,0.695161,0.381492,0.775167,0.986564,0.92678,0.91626,0.308319,0.551183,0.373437,0.85849,0.0242656,0.834309,0.947803
-1.0,0.972814,0.927274,0.975522,0.340795,0.480748,0.894544,0.401865,0.833144,0.865112,0.951835,0.55999,0.806497,0.0314809,0.0324764,0.903347,0.574809,0.968711,0.865394,0.910536,0.32642,0.877346,0.0863292,0.378803,0.0407207,0.487291,0.906061,0.556831,0.732383,0.9822,0.913975,0.873597,0.260641,0.66114,0.860813,0.903591,0.0285666,0.528889,0.716213,0.470889,0.842509,0.987284,0.932963,0.394415,0.398671,0.54978,0.443257,0.916429,0.024966,0.885468,0.878918
-1.0,0.965784,0.8975,0.973466,0.337747,0.549435,0.86143,0.59887,0.880862,0.912762,0.918456,0.668887,0.778104,0.0301321,0.0467659,0.90981,0.587721,0.945425,0.898946,0.899677,0.34142,0.858426,0.119602,0.488775,0.0291243,0.443258,0.89328,0.576233,0.806726,0.979899,0.93925,0.907541,0.258343,0.676716,0.803673,0.877648,0.0316893,0.50324,0.790697,0.512335,0.795089,0.98595,0.945566,0.913712,0.466916,0.482906,0.493439,0.888261,0.0306064,0.774553,0.987546
-1.0,0.946534,0.880957,0.975511,0.330918,0.493641,0.86336,0.512408,0.816453,0.874066,0.876139,0.52772,0.831346,0.0289713,0.0230295,0.892745,0.597189,0.951214,0.896665,0.854152,0.318408,0.898743,0.107303,0.34414,0.0268861,0.389975,0.913894,0.57407,0.8088,0.973787,0.908188,0.920628,0.172702,0.643807,0.837469,0.837327,0.0209469,0.432952,0.681979,0.297112,0.815382,0.966007,0.912871,0.906496,0.233132,0.471304,0.46731,0.872563,0.0242779,0.821372,0.946069
-1.0,0.923015,0.899457,0.985526,0.337947,0.469227,0.842902,0.474476,0.751137,0.897101,0.935047,0.486255,0.758221,0.0283322,0.0320753,0.912739,0.614889,0.917003,0.801262,0.912051,0.331051,0.874676,0.130119,0.374572,0.0306169,0.317942,0.814928,0.473845,0.730326,0.965978,0.907791,0.918047,0.183397,0.604474,0.67188,0.883902,0.035406,0.422616,0.744596,0.444363,0.795205,0.972688,0.906474,0.928536,0.391917,0.56363,0.500397,0.838326,0.0220495,0.823474,0.793641
-1.0,0.975469,0.913994,0.973926,0.25949,0.473368,0.877189,0.434023,0.805053,0.848334,0.897103,0.367066,0.763285,0.0221016,0.0288107,0.850347,0.524456,0.90976,0.838407,0.881821,0.407929,0.87865,0.128808,0.387953,0.0299199,0.328333,0.863397,0.500664,0.750106,0.982638,0.926419,0.91221,0.351835,0.682036,0.737059,0.903953,0.0279142,0.443676,0.654093,0.424116,0.809988,0.971874,0.938859,0.902634,0.383647,0.505911,0.480443,0.874441,0.0218336,0.895784,0.802019
-1.0,0.960493,0.898307,0.975599,0.33126,0.482162,0.875093,0.507232,0.772667,0.830726,0.938435,0.522549,0.739328,0.115388,0.0190486,0.879314,0.568302,0.966228,0.815594,0.905119,0.323082,0.908511,0.0657926,0.390218,0.021661,0.380378,0.877106,0.55441,0.802344,0.978655,0.930401,0.880136,0.233613,0.677106,0.767861,0.870316,0.0250289,0.498453,0.553017,0.445546,0.800097,0.986447,0.932667,0.910006,0.368125,0.478225,0.462646,0.915472,0.0715774,0.84332,0.690131
-1.0,0.963191,0.944264,0.97147,0.381706,0.489234,0.952466,0.480297,0.864085,0.870816,0.924016,0.582974,0.783321,0.0376584,0.0341135,0.893669,0.582877,0.954162,0.900953,0.904839,0.304886,0.847416,0.0972256,0.419384,0.0211052,0.450061,0.922362,0.597493,0.8178,0.979263,0.9141,0.925062,0.24156,0.704992,0.787498,0.895936,0.024817,0.466295,0.661302,0.453296,0.833472,0.983957,0.938376,0.910357,0.391037,0.549007,0.480963,0.895183,0.0210873,0.875065,0.986943
-1.0,0.944923,0.913024,0.974768,0.352552,0.454555,0.874235,0.505946,0.81061,0.844347,0.934414,0.502528,0.782005,0.0239316,0.0362818,0.905605,0.530371,0.939848,0.868502,0.916508,0.388647,0.884058,0.0797055,0.384014,0.205158,0.220569,0.835926,0.530444,0.80974,0.979549,0.915861,0.891115,0.243362,0.604278,0.720944,0.855809,0.026501,0.438433,0.796221,0.342398,0.774117,0.98598,0.937854,0.905248,0.255149,0.478295,0.396937,0.86582,0.0189636,0.827478,0.843417
-1.0,0.924313,0.87882,0.97393,0.367275,0.47969,0.877795,0.503463,0.863594,0.861931,0.947342,0.583388,0.841613,0.0214929,0.0240545,0.925961,0.58022,0.945879,0.879793,0.90571,0.311103,0.904156,0.0943104,0.395289,0.0312106,0.318647,0.918679,0.542988,0.803137,0.980565,0.8676,0.914479,0.220028,0.686079,0.7862,0.874444,0.0254744,0.458372,0.706006,0.434333,0.839548,0.988607,0.941698,0.912968,0.351344,0.38976,0.472917,0.883982,0.0778649,0.833908,0.857087
-1.0,0.962753,0.880603,0.97718,0.361171,0.507369,0.840446,0.539575,0.885687,0.861593,0.936412,0.608342,0.801775,0.0243847,0.023921,0.883103,0.629259,0.907582,0.919907,0.902325,0.333098,0.88603,0.0866373,0.433133,0.0256523,0.510697,0.860681,0.594128,0.747384,0.969678,0.918877,0.904673,0.170202,0.711777,0.762539,0.883573,0.0267214,0.472104,0.580068,0.446364,0.836699,0.986342,0.935649,0.931849,0.417376,0.50764,0.498729,0.832594,0.114638,0.835105,0.936971
-1.0,0.959384,0.878002,0.977402,0.434379,0.457497,0.914355,0.427732,0.702718,0.714033,0.938808,0.393828,0.748781,0.0200875,0.020604,0.808136,0.495635,0.957342,0.838829,0.811136,0.335739,0.870872,0.147118,0.400882,0.0252778,0.449784,0.905157,0.541678,0.788733,0.971809,0.902988,0.923739,0.332303,0.644839,0.738604,0.876237,0.0342781,0.400873,0.662231,0.469428,0.799694,0.987908,0.914878,0.907363,0.435072,0.566182,0.358663,0.878438,0.023216,0.831118,0.888842
-1.0,0.966427,0.919233,0.973868,0.309976,0.427464,0.867714,0.507182,0.787189,0.867218,0.941347,0.529656,0.802436,0.0363718,0.0301335,0.939802,0.513286,0.944633,0.878922,0.904354,0.365072,0.88126,0.115056,0.37192,0.0270385,0.276905,0.895979,0.553082,0.856448,0.974863,0.905036,0.911225,0.247254,0.583378,0.757869,0.878108,0.0341774,0.462305,0.761805,0.396818,0.802693,0.966909,0.933463,0.904278,0.336994,0.529154,0.423537,0.851703,0.0227544,0.820172,0.857705
-1.0,0.961174,0.915417,0.973003,0.319123,0.432126,0.911822,0.533575,0.796045,0.838898,0.943338,0.46572,0.815318,0.0302162,0.0305106,0.886475,0.578508,0.946743,0.89975,0.876708,0.355545,0.825997,0.0858425,0.39251,0.0286179,0.406706,0.905813,0.523663,0.756607,0.974703,0.905269,0.91359,0.218883,0.664511,0.710685,0.841894,0.0323104,0.449802,0.63434,0.415477,0.847664,0.986976,0.927789,0.929312,0.390131,0.492117,0.461438,0.894025,0.0257702,0.826537,0.896457
-1.0,0.967511,0.907805,0.96972,0.314114,0.482677,0.913799,0.528757,0.875393,0.921451,0.942597,0.420607,0.796635,0.0295489,0.0183569,0.875524,0.536164,0.951642,0.900983,0.888526,0.460662,0.226575,0.104881,0.43115,0.0198062,0.366358,0.883093,0.59168,0.842005,0.98477,0.910899,0.900395,0.281571,0.653003,0.781889,0.91625,0.0267204,0.430214,0.712032,0.339547,0.821944,0.988647,0.942362,0.928222,0.227818,0.489684,0.334663,0.90664,0.0195132,0.873135,0.838066
