class,cg21051964,cg15256305,cg04875128,cg00590036,cg10584587,cg17590135,cg03735012,cg01953615,cg05453358,cg03127558,cg03545227,cg00135497,cg12559685,cg20002958,cg07804728,cg03354992,cg02983451,cg03760191,cg07871971,cg14710459,cg15544650,cg26168643,cg15896098,cg21399832,cg08926713,cg14527097,cg21610439,cg13590117,cg08874430,cg14800351
-1.0,0.94475,0.180482,0.067452,0.145423,0.9755,0.538403,0.123717,0.872637,0.747423,0.933257,0.197058,0.818423,0.819887,0.923085,0.878936,0.141031,0.100052,0.832933,0.820238,0.875138,0.0781596,0.588772,0.0137257,0.201006,0.803222,0.881224,0.85724,0.954501,0.00995827,0.573189
-1.0,0.928344,0.445151,0.458561,0.148892,0.967217,0.969456,0.464982,0.856413,0.934898,0.861514,0.209131,0.742031,0.823801,0.916801,0.922444,0.21989,0.415626,0.823968,0.775473,0.835211,0.0397532,0.643283,0.0143925,0.501684,0.901926,0.891565,0.880489,0.945004,0.0119932,0.528777
-1.0,0.904194,0.411368,0.413714,0.121132,0.934893,0.964226,0.523116,0.780393,0.900894,0.920093,0.176555,0.821213,0.861475,0.901461,0.901155,0.271138,0.54015,0.883219,0.834942,0.854715,0.0574748,0.599635,0.0088619,0.475833,0.908559,0.888186,0.878291,0.957173,0.00925682,0.551638
-1.0,0.933418,0.407516,0.212911,0.123937,0.951831,0.915322,0.472485,0.822118,0.934972,0.721459,0.156371,0.864346,0.761682,0.88986,0.895168,0.140264,0.484056,0.831963,0.77354,0.745105,0.0841711,0.661643,0.0171436,0.39462,0.87087,0.876307,0.857547,0.921682,0.0301698,0.567357
-1.0,0.917256,0.352295,0.475506,0.148109,0.959805,0.961789,0.476773,0.786594,0.900364,0.929782,0.202536,0.782407,0.796442,0.908757,0.923462,0.247649,0.527191,0.882953,0.832337,0.832554,0.124302,0.687999,0.0126824,0.477335,0.897171,0.889857,0.79785,0.951886,0.0103124,0.559973
-1.0,0.951683,0.481183,0.219835,0.110573,0.947768,0.974844,0.50229,0.970482,0.960475,0.72565,0.155146,0.892001,0.672903,0.876049,0.705371,0.0876068,0.46813,0.834313,0.689194,0.844819,0.0505283,0.511771,0.0142271,0.420321,0.582348,0.874364,0.892324,0.8844,0.00906326,0.464871
-1.0,0.934032,0.113961,0.0469784,0.21779,0.967886,0.926432,-0.0103882,0.817624,0.653634,0.855493,0.213093,0.810163,0.732402,0.866366,0.924189,0.0864159,0.0426632,0.661543,0.802615,0.86109,0.0656453,0.547221,0.0108232,0.0370831,0.568893,0.871362,0.845476,0.947304,0.0112572,0.603724
-1.0,0.927244,0.383898,0.335012,0.100034,0.985364,0.967983,0.560779,0.742167,0.956741,0.935334,0.16697,0.812542,0.923882,0.880865,0.942453,0.245038,0.630566,0.935894,0.902607,0.915743,0.0590665,0.770059,0.0150268,0.479544,0.871632,0.9127,0.911637,0.967655,0.00597451,0.604582
-1.0,0.946635,0.565565,0.503808,0.12755,0.976605,0.968773,0.572234,0.79951,0.96876,0.952182,0.191333,0.816683,0.923811,0.910932,0.897849,0.3493,0.664873,0.950056,0.908032,0.852052,0.0551778,0.836875,0.0124746,0.580053,0.903291,0.9064,0.901099,0.954561,0.0107269,0.6676
-1.0,0.941848,0.322401,0.540127,0.170406,0.942631,0.945333,0.492035,0.704113,0.915318,0.695588,0.189033,0.824358,0.899592,0.90873,0.880381,0.258483,0.605745,0.915603,0.873421,0.859299,0.110571,0.719264,0.017614,0.516397,0.877402,0.858356,0.873655,0.910169,0.0138415,0.5947
-1.0,0.948485,0.26058,0.468995,0.145382,0.966157,0.964256,0.57635,0.764473,0.87763,0.930291,0.176026,0.844865,0.87834,0.903774,0.906142,0.309888,0.563995,0.875502,0.859836,0.823137,0.0394916,0.797906,0.0129243,0.513058,0.845936,0.907361,0.841835,0.946311,0.00894331,0.598787
-1.0,0.933698,0.330989,0.400391,0.202385,0.959766,0.938445,0.485922,0.838255,0.7981,0.956473,0.180334,0.834278,0.804888,0.903232,0.926737,0.19502,0.453928,0.840271,0.79961,0.878556,0.0797875,0.649843,0.0159106,0.457912,0.779994,0.886537,0.820854,0.920962,0.0103245,0.525678
-1.0,0.913697,0.336274,0.512163,0.195625,0.899596,0.932484,0.5823,0.741264,0.931459,0.952722,0.20176,0.863196,0.839695,0.89664,0.92313,0.267819,0.568451,0.895637,0.852154,0.564481,0.102746,0.723358,0.0179275,0.515081,0.811428,0.867473,0.876895,0.940463,0.0148812,0.574045
-1.0,0.951495,0.394833,0.497605,0.15981,0.976658,0.965848,0.568325,0.874757,0.946842,0.959597,0.211318,0.897605,0.902733,0.901256,0.926199,0.288124,0.568829,0.954557,0.891307,0.875898,0.096229,0.761421,0.0160052,0.531706,0.885745,0.881812,0.88148,0.963481,0.0105094,0.546956
-1.0,0.926534,0.435531,0.539894,0.17521,0.974118,0.938327,0.56984,0.830192,0.973568,0.947143,0.258008,0.773969,0.881744,0.880938,0.91646,0.294909,0.468964,0.914309,0.860533,0.769021,0.0703611,0.761674,0.0152359,0.517267,0.821408,0.874504,0.851366,0.915406,0.010839,0.567314
-1.0,0.938996,0.46689,0.518681,0.138601,0.95271,0.941809,0.546089,0.850692,0.965392,0.932176,0.213798,0.806616,0.896294,0.925741,0.905813,0.239927,0.61064,0.923071,0.906741,0.817719,0.0687958,0.697968,0.0150871,0.609249,0.832977,0.88847,0.870996,0.948703,0.00950215,0.622994
-1.0,0.943298,0.332912,0.448775,0.224126,0.955261,0.926717,0.379751,0.832738,0.902358,0.950533,0.232596,0.845134,0.865487,0.904589,0.927119,0.300736,0.413709,0.864592,0.865464,0.88773,0.0787634,0.722741,0.0133707,0.425494,0.793588,0.890997,0.864785,0.929691,0.00983692,0.610396
-1.0,0.950747,0.452917,0.523225,0.175991,0.964176,0.905502,0.581472,0.825472,0.949716,0.923496,0.236489,0.796492,0.899091,0.91583,0.909672,0.317947,0.540839,0.873777,0.883943,0.784623,0.0685996,0.734472,0.0126658,0.471171,0.808617,0.882741,0.841432,0.97006,0.00858825,0.620069
-1.0,0.93301,0.147627,0.0945636,0.221273,0.945249,0.88117,0.059905,0.789869,0.754496,0.625989,0.196776,0.87755,0.729476,0.869397,0.894846,0.178443,0.0554507,0.768437,0.793604,0.862878,0.0899837,0.698902,0.0136546,0.0965329,0.601624,0.8672,0.752949,0.925841,0.0124961,0.585106
-1.0,0.933814,0.415578,0.51795,0.190829,0.978725,0.9466,0.55516,0.797326,0.947092,0.925907,0.239978,0.766551,0.900057,0.906014,0.920822,0.229166,0.415921,0.913805,0.885132,0.849311,0.0311954,0.725593,0.00859771,0.489086,0.761406,0.907127,0.881834,0.904522,0.00863435,0.599231
-1.0,0.948653,0.421162,0.373362,0.184821,0.967848,0.951812,0.456778,0.808951,0.887141,0.945059,0.18045,0.934303,0.811821,0.907068,0.919543,0.217934,0.493976,0.887522,0.863448,0.861318,0.0807957,0.752632,0.0132875,0.429982,0.838478,0.882982,0.853892,0.94836,0.0116278,0.593845
-1.0,0.956297,0.450662,0.510754,0.13056,0.935883,0.958919,0.598594,0.864843,0.974139,0.961012,0.166482,0.940492,0.919161,0.918061,0.926055,0.184401,0.54299,0.94561,0.899895,0.632822,0.0810422,0.791128,0.0135308,0.654463,0.909116,0.873603,0.877979,0.964208,0.00767697,0.637631
-1.0,0.940438,0.355641,0.408187,0.195345,0.970563,0.96617,0.522561,0.792043,0.941292,0.936935,0.18221,0.833264,0.812973,0.913247,0.902699,0.210883,0.554658,0.920038,0.810497,0.821394,0.0980072,0.650902,0.0132613,0.53572,0.889925,0.875921,0.856985,0.941204,0.0105867,0.586262
-1.0,0.93813,0.484176,0.520161,0.159613,0.975112,0.959604,0.585178,0.811624,0.959243,0.949733,0.171354,0.850129,0.891393,0.891019,0.894738,0.344817,0.656601,0.889952,0.876108,0.781684,0.0665007,0.705201,0.0147601,0.565238,0.892287,0.871989,0.856031,0.95388,0.0107382,0.652928
-1.0,0.792076,0.368402,0.0107942,0.152562,0.993756,0.829828,0.348175,0.955698,0.806125,0.859264,0.226162,0.678592,0.873805,0.928506,0.890747,0.045351,0.0962382,0.819018,0.896531,0.821845,0.0948989,0.616971,0.0197146,0.153376,0.825426,0.81282,0.851166,0.935917,0.0070723,0.604941
-1.0,0.896762,0.452012,0.445122,0.170751,0.974715,0.950516,0.53447,0.870894,0.919024,0.935388,0.246557,0.754682,0.420793,0.915245,0.916106,0.340802,0.571543,0.870947,0.855303,0.855405,0.0239811,0.721097,0.00891869,0.514058,0.740506,0.913545,0.876025,0.927014,0.0103604,0.602659
-1.0,0.942923,0.180224,0.113728,0.195403,0.965175,0.887783,0.132172,0.813457,0.815098,0.885742,0.186978,0.883011,0.785095,0.881116,0.903595,0.156533,0.0437063,0.800862,0.815881,0.855532,0.0843245,0.65708,0.0130051,0.169128,0.67806,0.897782,0.815998,0.925969,0.0106855,0.61405
-1.0,0.917456,0.50805,0.525644,0.181044,0.971428,0.908142,0.566817,0.833458,0.94267,0.948261,0.249594,0.766753,0.829251,0.907529,0.90401,0.350752,0.590428,0.886202,0.821355,0.836208,0.0947237,0.580559,0.0202035,0.557408,0.885137,0.88961,0.853208,0.894411,0.0204181,0.554701
-1.0,0.947414,0.206117,0.0546694,0.226261,0.957036,0.95098,0.0528128,0.850005,0.758447,0.921544,0.179247,0.913794,0.768761,0.891477,0.918467,0.0671813,0.0776902,0.744386,0.84782,0.902267,0.074071,0.551262,0.0123489,0.0340062,0.670264,0.909781,0.798828,0.926458,0.00971514,0.573532
-1.0,0.955196,0.476433,0.521475,0.183742,0.969058,0.956817,0.527904,0.841261,0.951765,0.946747,0.218676,0.844156,0.878674,0.911056,0.907299,0.345012,0.492101,0.905311,0.862229,0.811577,0.11198,0.624846,0.0137947,0.554337,0.825352,0.86279,0.845755,0.971483,0.00973973,0.623242
-1.0,0.950525,0.466908,0.470577,0.120859,0.988369,0.970032,0.673986,0.901175,0.979916,0.937681,0.209011,0.943079,0.927568,0.924975,0.937027,0.180242,0.803065,0.945785,0.93895,0.915278,0.0685527,0.761759,0.0113881,0.643731,0.812242,0.903798,0.89968,0.972694,0.00618937,0.782306
-1.0,0.944251,0.4642,0.489904,0.141362,0.976177,0.956382,0.593749,0.876924,0.947209,0.922353,0.204693,0.886844,0.899105,0.918248,0.938559,0.175323,0.600889,0.898097,0.915774,0.864203,0.046674,0.695151,0.0109159,0.62271,0.763344,0.868773,0.90422,0.957626,0.0101055,0.633173
-1.0,0.946862,0.314447,0.508831,0.183682,0.94282,0.94258,0.537863,0.800199,0.946775,0.95192,0.210468,0.838703,0.837788,0.914765,0.920238,0.200256,0.567365,0.838962,0.834642,0.817941,0.10556,0.677992,0.0151123,0.572904,0.783819,0.858584,0.862473,0.930318,0.0108633,0.573059
-1.0,0.945842,0.578723,0.443358,0.49795,0.979111,0.854681,0.100311,0.964193,0.68916,0.960259,0.364714,0.862229,0.566273,0.65757,0.609249,0.324654,0.0258508,0.831477,0.560894,0.811624,0.0702783,0.341851,0.0156495,0.230831,0.888018,0.89913,0.667407,0.681792,0.0132049,0.614694
-1.0,0.950605,0.427201,0.452487,0.149021,0.951014,0.944851,0.513988,0.751588,0.961131,0.946182,0.190771,0.876479,0.803894,0.893539,0.911166,0.2286,0.539325,0.920977,0.841557,0.799377,0.0721883,0.672925,0.0123707,0.560491,0.902815,0.899608,0.853951,0.866625,0.00801671,0.558249
-1.0,0.932839,0.419124,0.471588,0.191967,0.965952,0.951318,0.515747,0.820092,0.94915,0.958014,0.214148,0.82767,0.845738,0.894095,0.904162,0.295421,0.559201,0.945968,0.85783,0.848189,0.0771191,0.800529,0.0141325,0.548385,0.923033,0.876124,0.86212,0.961641,0.00974277,0.604573
-1.0,0.917199,0.416833,0.472172,0.205134,0.964342,0.965739,0.503547,0.78806,0.932939,0.944519,0.20278,0.856743,0.854221,0.918753,0.898188,0.307359,0.599468,0.933455,0.872238,0.854688,0.0175322,0.749769,0.0122875,0.529687,0.903693,0.910367,0.865924,0.935053,0.00978388,0.587898
-1.0,0.936104,0.504106,0.522423,0.186787,0.965123,0.934324,0.567594,0.819235,0.930608,0.955687,0.223443,0.857623,0.883031,0.924547,0.926326,0.319333,0.623646,0.909835,0.872605,0.532374,0.0908205,0.686511,0.0174278,0.551837,0.850769,0.857174,0.873194,0.908367,0.0129644,0.618956
-1.0,0.947015,0.436044,0.52855,0.138424,0.975699,0.965952,0.542914,0.765692,0.961306,0.948764,0.213578,0.951747,0.926936,0.912427,0.924998,0.29873,0.523595,0.922525,0.914609,0.820458,0.0783183,0.729386,0.0088648,0.531234,0.897169,0.877462,0.866622,0.918442,0.00768639,0.616055
-1.0,0.943919,0.509218,0.535017,0.147573,0.964611,0.906205,0.55336,0.902675,0.937918,0.961216,0.176441,0.863616,0.911189,0.937408,0.926622,0.261303,0.613187,0.929702,0.89571,0.893842,0.0719798,0.727188,0.0129614,0.652132,0.87234,0.840463,0.915355,0.949862,0.0127991,0.617203
-1.0,0.932242,0.418514,0.475426,0.15565,0.930588,0.93622,0.520832,0.763296,0.894885,0.932193,0.177366,0.945109,0.829806,0.898271,0.882047,0.223288,0.59655,0.911527,0.832099,0.712702,0.103246,0.660935,0.016044,0.567798,0.849307,0.8356,0.870508,0.926266,0.0712716,0.614568
-1.0,0.944457,0.478932,0.525369,0.156679,0.958501,0.943422,0.558125,0.817398,0.938746,0.907355,0.192113,0.826913,0.887594,0.92826,0.914816,0.250538,0.572308,0.93598,0.886706,0.885254,0.0698273,0.698835,0.0143348,0.580178,0.817237,0.893358,0.890708,0.91519,0.012771,0.595065
-1.0,0.951008,0.459716,0.52221,0.157323,0.964696,0.447972,0.579881,0.819063,0.964616,0.936075,0.222956,0.859971,0.858132,0.87818,0.918432,0.330318,0.703834,0.877895,0.900829,0.843962,0.0378594,0.659816,0.0127104,0.602744,0.828956,0.880687,0.885742,0.957001,0.0120441,0.610436
-1.0,0.951415,0.559509,0.491264,0.177873,0.978988,0.960289,0.567576,0.904569,0.928584,0.966712,0.167595,0.899523,0.913754,0.906566,0.913875,0.311491,0.623088,0.963021,0.89355,0.839943,0.0869957,0.827197,0.0136092,0.616827,0.889951,0.849567,0.858465,0.956045,0.0106805,0.606557
-1.0,0.926623,0.384811,0.511653,0.179703,0.974724,0.953092,0.546563,0.801726,0.959638,0.950742,0.230696,0.779074,0.878361,0.916452,0.867206,0.236742,0.593822,0.897348,0.883236,0.828224,0.0698683,0.636715,0.0114044,0.600774,0.895917,0.842512,0.907221,0.943404,0.0070967,0.610428
-1.0,0.923094,0.157122,0.0385426,0.226117,0.960301,0.926701,0.0834785,0.678075,0.703424,0.702524,0.211289,0.851408,0.76303,0.911875,0.885558,0.106424,0.0692371,0.632432,0.839763,0.789893,0.0672481,0.506194,0.0135826,0.0733201,0.637565,0.813218,0.763166,0.936159,0.00952389,0.556419
-1.0,0.943724,0.407857,0.443548,0.19543,0.964631,0.938082,0.462768,0.838361,0.928026,0.93389,0.226123,0.829922,0.850997,0.910218,0.926852,0.227385,0.490812,0.840306,0.871476,0.89693,0.0706992,0.520063,0.0134572,0.559573,0.808878,0.855138,0.850545,0.926695,0.0116172,0.602447
-1.0,0.927823,0.360918,0.462722,0.187525,0.978649,0.924644,0.454986,0.843946,0.931522,0.919489,0.199762,0.705632,0.848774,0.847839,0.905905,0.323615,0.455166,0.850472,0.863952,0.783846,0.0906762,0.566144,0.0136636,0.516818,0.804723,0.831826,0.854282,0.939923,0.0104348,0.565455
-1.0,0.940399,0.448748,0.527734,0.100084,0.976338,0.944093,0.477654,0.847495,0.976332,0.942227,0.22429,0.773056,0.922023,0.933747,0.906701,0.144056,0.447929,0.893902,0.883664,0.842697,0.0733065,0.695382,0.0103738,0.536817,0.901359,0.862045,0.872849,0.931339,0.00873777,0.591415
-1.0,0.939678,0.449111,0.510121,0.158468,0.954651,0.919209,0.558044,0.848604,0.968266,0.893993,0.212294,0.849041,0.86757,0.896871,0.920758,0.109683,0.475468,0.915786,0.884075,0.889272,0.0689552,0.65524,0.012737,0.579474,0.912626,0.876986,0.852812,0.901582,0.00795931,0.560791
-1.0,0.944408,0.400985,0.450391,0.184926,0.965898,0.935037,0.443233,0.78197,0.789008,0.939978,0.199933,0.76425,0.794149,0.907987,0.92335,0.268737,0.418192,0.824382,0.810913,0.880964,0.0729453,0.703708,0.0153061,0.468885,0.794694,0.866161,0.841772,0.929959,0.0200566,0.559503
-1.0,0.91368,0.18585,0.0941601,0.224055,0.977634,0.944007,0.120472,0.867005,0.811318,0.95969,0.250247,0.853545,0.821079,0.910366,0.929283,0.101003,0.0952205,0.811515,0.849151,0.920858,0.0626518,0.574297,0.0236178,0.137523,0.797196,0.906875,0.851179,0.942302,0.00635467,0.617723
-1.0,0.910937,0.468076,0.534465,0.195757,0.965536,0.937628,0.52339,0.841229,0.915372,0.96206,0.218684,0.843395,0.867349,0.893016,0.904049,0.327058,0.575039,0.903673,0.888363,0.878239,0.0924143,0.758125,0.0161727,0.544879,0.86338,0.866687,0.864117,0.956132,0.012789,0.590158
-1.0,0.922314,0.443653,0.466452,0.169079,0.966301,0.959371,0.564305,0.799626,0.939232,0.93336,0.221581,0.794547,0.869018,0.911632,0.896013,0.256898,0.531713,0.891402,0.876932,0.841194,0.0537425,0.687381,0.0114546,0.570131,0.873558,0.865913,0.882637,0.925462,0.00961476,0.589732
