class,cg03068376,cg06385324,cg27413732,cg19212550,cg26864230,cg20122548,cg05241830,cg27471901,cg14913676,cg04656009,cg08957018,cg01328621,cg08327690,cg03606020,cg09029902,cg06475503,cg17492891,cg05634428,cg16082606,cg26817972,cg01454528,cg09551996,cg00656478,cg14210817,cg00589181,cg15768901,cg03071134,cg24046411,cg13380204,cg07563765,cg03235119,cg23479892,cg17868994,cg02301292,cg01406536,cg09545123,cg20446404,cg03761979,cg25742745,cg26469955,cg00235657,cg17183362,cg08042322,cg15209921,cg06128509,cg02720618,cg09636293,cg03799378,cg00567536,cg14107978,cg22643080,cg10646633,cg27451521,cg22867629,cg02379079,cg15719025,cg24659854,cg19410609,cg18835596,cg07195224,cg10178628,cg24756213,cg25983288,cg10535919,cg09384183,cg07093324,cg20958098,cg15094912,cg05071493,cg14193825,cg05501817,cg13120955,cg27190839,cg06881421,cg19483011,cg05835416,cg06535115,cg00595787,cg08581745,cg17751153,cg10490745,cg06024135,cg08368934,cg02361702,cg19205064,cg00128877,cg21948655,cg02989768,cg01751320,cg01117788,cg09910856,cg08277259,cg00106432,cg00830526,cg24054683,cg08054046,cg05745622,cg01833196,cg09007236,cg02754084
1.0,0.0424871,0.06936,0.107161,0.80345,0.0757337,0.0366033,0.835443,0.191525,0.040014,0.756299,0.0382472,0.772837,0.067309,0.444207,0.303546,0.940495,0.038557,0.568912,0.0455149,0.881678,0.0659987,0.0730054,0.85785,0.399242,0.845789,0.203523,0.775671,0.0421843,0.419445,0.918481,0.0470749,0.024698,0.0590626,0.774972,0.0284235,0.0784259,0.336865,0.025176,0.0784644,0.920487,0.894117,0.0815897,0.773466,0.893482,0.0645521,0.136407,0.0647372,0.86502,0.0249211,0.0496387,0.0453207,0.0209078,0.874083,0.85282,0.551411,0.0785561,0.0922399,0.849245,0.8511,0.548955,0.538193,0.759378,0.969989,0.0381159,0.858682,0.229346,0.788248,0.0321189,0.917247,0.910343,0.0552011,0.907089,0.897665,0.61351,0.836782,0.658609,0.0340831,0.901936,0.896838,0.849497,0.0571209,0.040131,0.800456,0.783588,0.68291,0.0840702,0.870201,0.0227024,0.888045,0.969115,0.847521,0.887766,0.876817,0.0356155,0.962097,0.0262516,0.971481,0.0821674,0.10304,0.372183
1.0,0.0792511,0.0994777,0.107307,0.689865,0.0584382,0.030681,0.906039,0.245504,0.0475793,0.816107,0.0340509,0.851533,0.159121,0.581326,0.387218,0.948251,0.0263619,0.609807,0.0511543,0.912481,0.0727461,0.0891332,0.897154,0.515119,0.900352,0.298546,0.768669,0.0469826,0.430701,0.786239,0.0236649,0.0259582,0.066028,0.868013,0.0370462,0.0967767,0.478716,0.0294627,0.122204,0.928153,0.922393,0.126838,0.574745,0.87522,0.0650641,0.263961,0.058379,0.909165,0.0306325,0.0406563,0.0519417,0.0223918,0.862413,0.797796,0.599634,0.0773325,0.0897093,0.721144,0.750369,0.578904,0.406297,0.872025,0.961234,0.0439543,0.913486,0.362892,0.846169,0.0401039,0.923956,0.873669,0.0405152,0.917767,0.898214,0.789429,0.909852,0.537822,0.0400828,0.935587,0.898028,0.833177,0.0508544,0.0370624,0.613399,0.905131,0.741419,0.0965496,0.895475,0.0231594,0.823879,0.966612,0.885252,0.931303,0.920629,0.0482131,0.963479,0.0229562,0.969175,0.112736,0.204492,0.49318
1.0,0.0449356,0.058558,0.0724561,0.781121,0.0559444,0.0355617,0.844054,0.213335,0.0572044,0.692043,0.0311229,0.823179,0.0240609,0.462928,0.387378,0.951383,0.0322132,0.539271,0.0659823,0.886208,0.0595003,0.080388,0.842658,0.480901,0.905443,0.131012,0.802987,0.0378546,0.526163,0.968891,0.0799618,0.0182874,0.0385715,0.755028,0.0380266,0.0984173,0.356906,0.0297093,0.0986256,0.92218,0.895447,0.0620556,0.555703,0.886075,0.052901,0.115146,0.0493916,0.867166,0.0211967,0.0498917,0.053015,0.030536,0.866017,0.818698,0.563647,0.123412,0.122041,0.804829,0.819555,0.426429,0.523684,0.743451,0.961828,0.0408246,0.869618,0.154627,0.858677,0.0332969,0.895474,0.87674,0.050411,0.912899,0.792295,0.649889,0.868101,0.571802,0.0353754,0.914402,0.883176,0.821381,0.0560329,0.0593094,0.771785,0.783951,0.661994,0.0969979,0.868527,0.0251408,0.841697,0.964309,0.871759,0.859523,0.897146,0.0375524,0.952933,0.0190351,0.972685,0.0378508,0.0442855,0.374433
1.0,0.0333298,0.035396,0.0565852,0.717989,0.0428858,0.0306579,0.826147,0.179308,0.0470736,0.593074,0.0379263,0.808738,0.0395735,0.402564,0.283168,0.941836,0.0311982,0.400616,0.0447011,0.88652,0.0580456,0.0533062,0.812713,0.485456,0.853661,0.314788,0.334896,0.0329897,0.477889,0.972524,0.0364219,0.014984,0.044335,0.768457,0.0420358,0.0577184,0.328293,0.0215902,0.0824934,0.948221,0.880807,0.0594139,0.491153,0.869912,0.0383182,0.0964343,0.042538,0.893579,0.0172514,0.0409374,0.0401472,0.0252254,0.865032,0.740813,0.553923,0.058067,0.078266,0.790262,0.871864,0.404185,0.472168,0.735284,0.964555,0.028532,0.852867,0.166997,0.857083,0.0345121,0.888106,0.884076,0.0317127,0.860632,0.780464,0.654805,0.858886,0.581455,0.0303257,0.891353,0.84846,0.810712,0.0470715,0.0363293,0.775703,0.773277,0.693139,0.0832066,0.891797,0.0230482,0.869821,0.970153,0.871959,0.889974,0.871117,0.0348713,0.959736,0.0212409,0.975161,0.054751,0.045545,0.320246
1.0,0.0508805,0.0740205,0.0899087,0.56906,0.060293,0.0276249,0.873743,0.183079,0.0472274,0.717779,0.0259627,0.808318,0.0341971,0.421594,0.351436,0.952122,0.0222186,0.571818,0.0542567,0.885773,0.0840635,0.0831293,0.895019,0.532084,0.877515,0.186633,0.754739,0.0526239,0.418608,0.959683,0.0300915,0.0225012,0.0362716,0.784215,0.0307617,0.0679468,0.362998,0.0222054,0.106729,0.945108,0.91346,0.10243,0.503701,0.911777,0.0446605,0.0739364,0.0496979,0.873231,0.0171571,0.0472903,0.0614799,0.0317385,0.896334,0.806282,0.577153,0.0840041,0.0833172,0.842596,0.897508,0.459636,0.467192,0.823191,0.956511,0.0461909,0.895262,0.214299,0.825443,0.0367482,0.899612,0.836345,0.0319845,0.809501,0.76448,0.670788,0.831177,0.539718,0.0384642,0.941618,0.901694,0.868197,0.0459253,0.0365112,0.795929,0.853669,0.673291,0.0625946,0.872975,0.0266489,0.888088,0.964265,0.898836,0.915379,0.881988,0.0360278,0.942515,0.0248745,0.966899,0.0602652,0.0891673,0.362224
1.0,0.0414013,0.0424296,0.0573633,0.844291,0.0462729,0.0184429,0.854746,0.229193,0.0464609,0.721328,0.0166406,0.81564,0.13015,0.539286,0.326848,0.939094,0.0143979,0.62853,0.0483087,0.891327,0.0653177,0.0670454,0.869536,0.633058,0.862408,0.119726,0.778048,0.0358554,0.562701,0.94201,0.0207265,0.0182874,0.0404248,0.752581,0.0208419,0.0530871,0.392906,0.0202712,0.156285,0.936324,0.907276,0.0661783,0.574601,0.882565,0.0457492,0.0342603,0.0590209,0.901975,0.0202252,0.0350885,0.0657607,0.0168278,0.876693,0.843474,0.614864,0.081194,0.0891291,0.812698,0.837253,0.616308,0.578061,0.816729,0.963918,0.0420282,0.87303,0.458325,0.84595,0.0278998,0.908518,0.942651,0.0318559,0.878428,0.87277,0.691565,0.783026,0.616859,0.0391401,0.904375,0.903667,0.818305,0.047817,0.0298887,0.799843,0.764856,0.730216,0.0497657,0.885332,0.0278231,0.88942,0.971882,0.879137,0.856672,0.86446,0.0288965,0.954891,0.0166816,0.9713,0.0531308,0.078444,0.423297
1.0,0.0678048,0.0224169,0.0537969,0.781245,0.285409,0.0191088,0.796854,0.213962,0.0412207,0.722422,0.0155929,0.871224,0.133576,0.54002,0.127956,0.781312,0.0217867,0.784781,0.0387463,0.850772,0.0507823,0.0490093,0.706635,0.589919,0.880955,0.0291841,0.340033,0.036067,0.248194,0.981952,0.0199686,0.0170997,0.0608388,0.661409,0.0728705,0.021512,0.33215,0.0164613,0.0562512,0.921727,0.849031,0.0497728,0.804957,0.875386,0.0279673,0.0687701,0.0560845,0.899219,0.0177519,0.038395,0.0347985,0.0152117,0.859556,0.748926,0.655497,0.0598404,0.0842153,0.871282,0.885809,0.279694,0.502821,0.859866,0.967007,0.0330384,0.845495,0.508522,0.836255,0.0233792,0.91211,0.903773,0.0309551,0.90026,0.908728,0.466545,0.882388,0.564453,0.0228629,0.902681,0.914444,0.812649,0.0290743,0.0334392,0.752059,0.793102,0.666738,0.0400076,0.896642,0.0196738,0.853325,0.97866,0.874785,0.930986,0.915719,0.0220115,0.956685,0.0179509,0.976937,0.0377456,0.032229,0.385412
1.0,0.138025,0.149951,0.131059,0.582388,0.173505,0.0265362,0.868252,0.204586,0.037701,0.780562,0.0316583,0.832067,0.0647513,0.623912,0.557738,0.949312,0.0292015,0.643041,0.0430484,0.889908,0.053315,0.082977,0.906023,0.762578,0.908851,0.225056,0.812996,0.0718827,0.586992,0.798646,0.072175,0.0144514,0.0361954,0.799171,0.0248372,0.087271,0.372028,0.0320679,0.128492,0.946244,0.918972,0.109857,0.368881,0.909217,0.0546993,0.194589,0.0352436,0.924774,0.0184717,0.0246379,0.0469513,0.0295642,0.873247,0.803627,0.710869,0.0802002,0.0905728,0.882895,0.914442,0.795099,0.541788,0.874444,0.958359,0.0311852,0.893411,0.461011,0.848979,0.0357927,0.894169,0.671661,0.0483043,0.929152,0.800433,0.826385,0.870454,0.64456,0.0281584,0.928505,0.901699,0.819535,0.0467218,0.0294104,0.843258,0.94344,0.716069,0.080293,0.886437,0.0237732,0.896271,0.968023,0.923252,0.942642,0.889205,0.0474681,0.959208,0.0163331,0.959876,0.0881067,0.210073,0.5411
1.0,0.0383398,0.0403866,0.0611947,0.789076,0.0235096,0.0395013,0.895303,0.294743,0.0295805,0.801189,0.0473338,0.876391,0.015703,0.551098,0.308931,0.912054,0.0378497,0.635807,0.0303431,0.903256,0.0357957,0.0457409,0.909064,0.54488,0.89612,0.0861352,0.305383,0.0347948,0.5068,0.972574,0.0238325,0.0144715,0.0637021,0.856461,0.0298835,0.0668769,0.401403,0.0397993,0.0503277,0.948179,0.930837,0.068314,0.434615,0.907596,0.051983,0.0558517,0.0499082,0.89817,0.0230409,0.0314941,0.0405203,0.0133997,0.939747,0.823064,0.634153,0.0902795,0.139177,0.90699,0.907631,0.552159,0.634979,0.832841,0.961265,0.0316063,0.906894,0.170487,0.872267,0.033827,0.924922,0.921865,0.041814,0.926325,0.889245,0.74342,0.915287,0.569336,0.0343937,0.948188,0.946829,0.906595,0.0467405,0.02903,0.854815,0.858788,0.800689,0.0699174,0.906228,0.0202276,0.926073,0.970709,0.904082,0.943694,0.903304,0.0338158,0.959967,0.0228663,0.975018,0.0427657,0.0276696,0.43016
1.0,0.0360588,0.110554,0.0653451,0.76556,0.0350269,0.0358496,0.874352,0.206186,0.0616903,0.649814,0.0359479,0.784672,0.0196936,0.403392,0.345011,0.945536,0.0420409,0.647248,0.048104,0.885008,0.0557086,0.0692602,0.878616,0.542035,0.887862,0.284399,0.849005,0.0455727,0.53171,0.966754,0.0583224,0.0166493,0.0597857,0.741335,0.0345323,0.0719161,0.381379,0.0242162,0.0780027,0.934375,0.900231,0.102645,0.64585,0.873975,0.044764,0.0859214,0.0483034,0.853615,0.0182824,0.0447913,0.0409229,0.0226846,0.893903,0.788963,0.583742,0.0892021,0.0727517,0.813643,0.846486,0.462686,0.530662,0.743317,0.958097,0.0358025,0.899056,0.137933,0.842446,0.0368305,0.920503,0.880277,0.0381787,0.892761,0.755697,0.660849,0.883877,0.582772,0.0345235,0.935366,0.895285,0.855596,0.0467733,0.0372034,0.79448,0.786605,0.730455,0.0966384,0.858998,0.0296564,0.890176,0.963592,0.885008,0.890786,0.884596,0.0347843,0.954246,0.0205041,0.972054,0.0542073,0.0494548,0.384707
1.0,0.0532195,0.0524189,0.0614784,0.744624,0.0554063,0.0489864,0.77832,0.205769,0.0604685,0.621843,0.0337471,0.796111,0.0248404,0.397656,0.141936,0.933173,0.0394144,0.57984,0.0582594,0.847045,0.0672421,0.0936013,0.854038,0.540237,0.875754,0.263748,0.310974,0.047288,0.294565,0.969935,0.0421788,0.0278714,0.0423306,0.771099,0.0391308,0.0644451,0.399496,0.0297764,0.135419,0.93541,0.854672,0.0928163,0.674055,0.856595,0.0599621,0.0323724,0.0574084,0.823152,0.027941,0.046971,0.00570603,0.0300563,0.87096,0.793124,0.494601,0.0914108,0.0965814,0.841388,0.782616,0.393459,0.49171,0.729421,0.956634,0.0525042,0.884111,0.12377,0.844372,0.0385885,0.881303,0.885391,0.050981,0.903756,0.758464,0.652251,0.815161,0.452165,0.0489403,0.903944,0.887135,0.794756,0.0541929,0.0514242,0.776658,0.766647,0.700443,0.0882798,0.86101,0.0342554,0.871495,0.958786,0.89827,0.864556,0.868604,0.0423824,0.950647,0.0213736,0.964485,0.0521248,0.0432329,0.328008
1.0,0.0488242,0.0567449,0.0645792,0.802147,0.0437537,0.0189807,0.869398,0.204625,0.0426868,0.726035,0.0165342,0.842398,0.313354,0.46614,0.405011,0.940435,0.0144935,0.677052,0.0422005,0.85371,0.0635335,0.0592172,0.873168,0.609523,0.880491,0.127546,0.798031,0.0392251,0.622219,0.955345,0.0193861,0.0130029,0.0293797,0.790774,0.0195962,0.0200913,0.356569,0.0200678,0.084255,0.944421,0.926707,0.0762535,0.490816,0.859984,0.0387892,0.0514899,0.0546615,0.896254,0.0156244,0.0354236,0.0395794,0.017849,0.90104,0.787703,0.634613,0.0789008,0.120158,0.837284,0.846176,0.543421,0.525541,0.807401,0.970709,0.03552,0.90756,0.167893,0.858398,0.0289841,0.885886,0.861024,0.0549779,0.920954,0.870471,0.699832,0.876599,0.595772,0.0304766,0.90521,0.906747,0.815449,0.0523372,0.0216946,0.79698,0.803088,0.723057,0.0442257,0.867127,0.0211253,0.88007,0.976843,0.899362,0.905628,0.913776,0.0366908,0.959524,0.0167691,0.971196,0.100335,0.0759598,0.388273
1.0,0.0409276,0.0820765,0.0909156,0.678759,0.0512476,0.031432,0.834313,0.157226,0.0584227,0.679871,0.041355,0.822854,0.0339439,0.419101,0.31867,0.943054,0.0443789,0.603119,0.0510056,0.834087,0.064167,0.0889704,0.872263,0.527379,0.873793,0.226176,0.669294,0.0543962,0.363035,0.919534,0.0195931,0.0245368,0.0387549,0.776812,0.0303053,0.0654541,0.353287,0.0290062,0.113126,0.940451,0.918209,0.0885764,0.679762,0.870593,0.0554436,0.105206,0.0657773,0.925085,0.0192509,0.0420388,0.0921228,0.0253926,0.89098,0.786916,0.565536,0.112789,0.0754531,0.803089,0.858827,0.510977,0.511435,0.804349,0.951803,0.0398214,0.899515,0.261298,0.859648,0.0343204,0.896327,0.858902,0.0450903,0.909112,0.688744,0.646164,0.887165,0.563844,0.0368238,0.920273,0.904989,0.832806,0.0597526,0.0484217,0.738144,0.800664,0.660855,0.0834959,0.863322,0.0329866,0.8517,0.967167,0.875382,0.932195,0.899573,0.0247151,0.650295,0.0226908,0.964552,0.0727317,0.0750892,0.454982
