class,cg06358970,cg15934776,cg24461669,cg27133034,cg05630556,cg03028786,cg07824824,cg08115957,cg15772025,cg26037614,cg22827250,cg00010954,cg02308712,cg22372182,cg11032077,cg01108080,cg25940946,cg20002958,cg12518898,cg02444300,cg00179374,cg06753057,cg06132727,cg20807545,cg08918582,cg03354508,cg11614451,cg06816350,cg19489423,cg22417733,cg26244738,cg20150982,cg17703048,cg07570142,cg09320199,cg14413721,cg19224645,cg07806886,cg24589459,cg03329148,cg10588622,cg13474998,cg24304712,cg04808130,cg06211323,cg07035704,cg08357627,cg26603179,cg17239923,cg19451698,cg14355608,cg19744936,cg01416891,cg15607142,cg24244437,cg13172367,cg21051964,cg07608496,cg26343883,cg24053748,cg02081006,cg11864574,cg18181209,cg00837103,cg18126442,cg19738305,cg09682213,cg26307926,cg08128680,cg08695724,cg12866960,cg10469100,cg25364652,cg08650900,cg11410682,cg09723590,cg23213696,cg01376829,cg13466694,cg23273869,cg16025451,cg09545510,cg10285743,cg02348347,cg08492145,cg10548807,cg19610869,cg22581831,cg21833184,cg02159718,cg26114502,cg09316544,cg09175201,cg15784814,cg14167415,cg26441104,cg23319085,cg06772449,cg11706717,cg01316659
1.0,0.00760284,0.780714,0.955643,0.443084,0.0472729,0.865408,0.357282,0.961337,0.0450939,0.0486792,0.290395,0.475471,0.570777,0.118437,0.942163,0.0125206,0.0425562,0.827775,0.00780252,0.0108815,0.544266,0.798548,0.641719,0.187348,0.779972,0.414842,0.0519443,0.711095,0.961711,0.118519,0.0485227,0.237462,0.910384,0.0444306,0.575146,0.127471,0.197541,0.039162,0.0623287,0.734517,0.129361,0.35095,0.0381097,0.921421,0.250787,0.782036,0.634521,0.250288,0.0465577,0.0626005,0.0131067,0.0636149,0.187786,0.791416,0.0660919,0.964468,0.925992,0.0236947,0.127727,0.0750989,0.425901,0.434204,0.868376,0.382381,0.191792,0.0357444,0.756475,0.131068,0.0117275,0.0616028,0.938125,0.0536355,0.949244,0.788911,0.123154,0.0177255,0.0322482,0.142438,0.242117,0.667343,0.157518,0.141554,0.058113,0.897639,0.915881,0.0131112,0.054217,0.019149,0.338724,0.0233319,0.819563,0.56807,0.934274,0.857369,0.362348,0.761087,0.877204,0.386878,0.798614,0.5515
1.0,0.00777006,0.889788,0.961743,0.810409,0.0430285,0.906661,0.479752,0.921337,0.0355801,0.0302599,0.236325,0.548339,0.5882,0.181877,0.94877,0.0121682,0.0536855,0.894273,0.0068314,0.009723,0.72247,0.84239,0.544247,0.203586,0.773673,0.341854,0.0476315,0.641404,0.964485,0.0938172,0.0627915,0.317483,0.934522,0.0441627,0.771357,0.112894,0.13216,0.0397626,0.0559012,0.858531,0.514128,0.256533,0.020235,0.932557,0.373633,0.773969,0.773569,0.259178,0.0578153,0.0593491,0.0139498,0.0686539,0.160092,0.788534,0.0304681,0.918571,0.928525,0.023324,0.184423,0.078014,0.338624,0.414367,0.925113,0.282969,0.140595,0.035586,0.637915,0.103452,0.0139379,0.0710031,0.899219,0.0653399,0.921306,0.905166,0.167301,0.0244685,0.0321386,0.130684,0.265169,0.695811,0.126144,0.163596,0.0783984,0.89994,0.943709,0.0114833,0.0750952,0.0217456,0.39873,0.0246832,0.822843,0.68276,0.89099,0.848911,0.647703,0.768665,0.879042,0.394368,0.923793,0.645892
1.0,0.0305787,0.808372,0.942909,0.741841,0.0254191,0.835493,0.323348,0.960812,0.0458243,0.0207227,0.282827,0.477497,0.430747,0.353782,0.873695,0.0173501,0.0125475,0.861764,0.0244397,0.449913,0.529634,0.86918,0.545268,0.166609,0.775807,0.323,0.0389642,0.656289,0.939246,0.0649684,0.0454114,0.225922,0.872004,0.0378063,0.759869,0.0970936,0.0625189,0.0497312,0.0339046,0.798437,0.48694,0.198728,0.191188,0.877079,0.375628,0.717662,0.757729,0.299853,0.0584435,0.0476269,0.0126017,0.102646,0.155386,0.763933,0.0117073,0.910138,0.825081,0.0215078,0.154479,0.0703331,0.429056,0.402883,0.874095,0.417608,0.189857,0.0366637,0.684267,0.117654,0.0314985,0.0488419,0.932074,0.0552016,0.931483,0.903804,0.166323,0.00918058,0.0235266,0.105356,0.273071,0.651406,0.169871,0.122254,0.0575233,0.837526,0.955932,0.0101249,0.0936722,0.0121805,0.714757,0.0401288,0.763964,0.714742,0.909608,0.813091,0.50672,0.826346,0.840118,0.329204,0.869956,0.50579
1.0,0.00596531,0.708828,0.354924,0.700292,0.0336365,0.828048,0.177729,0.926673,0.0360552,0.028251,0.352897,0.434449,0.389451,0.458908,0.949811,0.0126513,0.025967,0.855388,0.00486261,0.0101643,0.613894,0.835473,0.575661,0.150778,0.631157,0.597405,0.035582,0.748594,0.964044,0.100656,0.0755267,0.207587,0.974793,0.0479517,0.794881,0.152474,0.173526,0.0425367,0.0914089,0.807363,0.245617,0.330664,0.0224218,0.913727,0.380199,0.773523,0.759138,0.345452,0.0557134,0.0570182,0.0155003,0.324035,0.186643,0.808554,0.0282523,0.965947,0.90902,0.0206594,0.162641,0.0574052,0.555131,0.422031,0.873661,0.247606,0.149383,0.0417151,0.707745,0.102295,0.0101565,0.0610516,0.945652,0.0435496,0.924069,0.8885,0.13248,0.0146966,0.0182616,0.0874013,0.340056,0.870352,0.0914372,0.128764,0.0478031,0.910278,0.946871,0.011639,0.0740256,0.0186962,0.426145,0.0172619,0.813768,0.748327,0.936684,0.921036,0.592053,0.689546,0.886983,0.34436,0.824242,0.68899
1.0,0.0104425,0.594439,0.774586,0.708405,0.0442774,0.847349,0.266227,0.946913,0.0539956,0.0227242,0.334318,0.47065,0.414467,0.244891,0.939987,0.0121737,0.0197604,0.86792,0.00964293,0.00994029,0.541821,0.77663,0.589646,0.156204,0.847457,0.311286,0.0382262,0.673511,0.953955,0.0863653,0.0765358,0.303798,0.946875,0.0533731,0.590457,0.127692,0.121961,0.0524946,0.0428745,0.773544,0.231153,0.180076,0.0382123,0.92382,0.337772,0.733675,0.655784,0.199174,0.0562006,0.0846713,0.0146915,0.00131344,0.151542,0.742384,0.0207927,0.926787,0.884287,0.0239868,0.185645,0.075994,0.424929,0.46019,0.866541,0.283571,0.162802,0.0383701,0.655551,0.161297,0.0133299,0.0565575,0.924289,0.0553573,0.925689,0.837377,0.201088,0.014851,0.0247588,0.128395,0.291345,0.634808,0.157973,0.12369,0.23665,0.877079,0.94084,0.0113578,0.047793,0.0151243,0.734117,0.018319,0.673234,0.65043,0.928901,0.798223,0.543806,0.694118,0.868043,0.353998,0.851646,0.716395
1.0,0.0110831,0.904803,0.940939,0.791372,0.059192,0.490419,0.439219,0.934587,0.0335955,0.0185953,0.410097,0.54843,0.426606,0.494623,0.949272,0.0144029,0.0315012,0.906293,0.00868252,0.0139807,0.553602,0.913183,0.633931,0.176528,0.622868,0.324067,0.0602932,0.728801,0.963049,0.0970025,0.0540244,0.233046,0.93846,0.0434934,0.717188,0.118308,0.142406,0.0843181,0.0519031,0.819776,0.490797,0.220605,0.0327576,0.90421,0.356737,0.66767,0.714568,0.443539,0.0713555,0.0740842,0.0179301,0.0789244,0.223525,0.705488,0.029494,0.916889,0.918926,0.0253879,0.162272,0.0758207,0.462307,0.409549,0.906061,0.26794,0.237002,0.0298991,0.648062,0.158924,0.0153002,0.0565912,0.906985,0.0601082,0.917307,0.877998,0.188758,0.0139137,0.0360514,0.144743,0.258149,0.690635,0.155007,0.135309,0.0727175,0.899672,0.93931,0.0137004,0.0617115,0.021078,0.520298,0.014224,0.746843,0.714478,0.906511,0.832725,0.514253,0.876891,0.867769,0.426453,0.85683,0.606233
1.0,0.00735559,0.891717,0.949593,0.662263,0.0572753,0.474706,0.328709,0.948282,0.0323624,0.0448252,0.37423,0.539178,0.401803,0.512271,0.950437,0.0136751,0.00749565,0.883941,0.00838096,0.0138133,0.600822,0.788431,0.553932,0.22248,0.808297,0.534848,0.0484064,0.747907,0.955848,0.0885935,0.0504014,0.169725,0.951592,0.0571135,0.723564,0.125995,0.211361,0.0889626,0.26488,0.79443,0.230322,0.341692,0.0241817,0.905335,0.363599,0.712227,0.758917,0.417487,0.0884544,0.0870887,0.016513,0.0680248,0.193165,0.743916,0.0402213,0.902355,0.947025,0.0237345,0.179396,0.0941727,0.30806,0.507736,0.861108,0.326543,0.234562,0.0423995,0.666181,0.21908,0.0128099,0.0710911,0.905598,0.0553549,0.933716,0.865653,0.184476,0.0172508,0.0306121,0.170627,0.226725,0.696615,0.240162,0.13925,0.199469,0.882285,0.910156,0.0150273,0.0639661,0.026525,0.445883,0.0353149,0.77113,0.722266,0.893153,0.849656,0.428486,0.739135,0.86165,0.393493,0.799164,0.660404
1.0,0.0117992,0.638134,0.949733,0.824982,0.024967,0.836155,0.420073,0.937262,0.0344161,0.0242707,0.377874,0.515747,0.595886,0.179516,0.972945,0.0131682,0.0565013,0.882953,0.00984845,0.0118161,0.556086,0.840881,0.583011,0.237791,0.640301,0.479985,0.0597726,0.788173,0.957046,0.117627,0.13868,0.267179,0.914678,0.0746718,0.677336,0.201205,0.385794,0.046187,0.0493705,0.812329,0.485696,0.232407,0.0354063,0.898307,0.390868,0.646992,0.718312,0.212968,0.0914874,0.107927,0.0195056,0.124867,0.238465,0.59817,0.037408,0.934476,0.929561,0.025431,0.238836,0.112243,0.460603,0.474988,0.888012,0.352309,0.257444,0.0348433,0.586686,0.187341,0.0117795,0.0661576,0.89595,0.0844899,0.914612,0.913865,0.229477,0.0130149,0.0391271,0.142382,0.327813,0.614674,0.138572,0.149666,0.193796,0.90739,0.879907,0.0151049,0.0874465,0.0228316,0.536917,0.023794,0.758178,0.68776,0.90981,0.835931,0.673933,0.511252,0.87157,0.389271,0.874961,0.656005
1.0,0.00441228,0.692875,0.929441,0.679917,0.0241587,0.90586,0.413181,0.937761,0.0271031,0.0185246,0.28672,0.461008,0.63826,0.184516,0.94017,0.0106162,0.0147863,0.902816,0.00579525,0.00951851,0.60578,0.806583,0.628603,0.161248,0.801151,0.352615,0.0259924,0.646178,0.967597,0.0676617,0.0376355,0.19778,0.937485,0.04385,0.753147,0.230137,0.145269,0.0294894,0.0490386,0.855922,0.229962,0.270356,0.0250091,0.929028,0.337548,0.784046,0.739037,0.218317,0.0401562,0.0616169,0.0126594,0.0476934,0.151385,0.822893,0.0275688,0.929468,0.922443,0.0195661,0.14886,0.0582805,0.451201,0.43607,0.899783,0.305314,0.136836,0.0264659,0.619692,0.109072,0.011227,0.0501376,0.945625,0.0359775,0.936622,0.864728,0.149112,0.0119259,0.024641,0.0848302,0.333554,0.751292,0.0755473,0.165009,0.0470819,0.905494,0.94319,0.0786441,0.0681745,0.0187649,0.494595,0.0160939,0.763397,0.669805,0.901451,0.904277,0.705293,0.761282,0.865333,0.37846,0.589029,0.525623
1.0,0.00999089,0.89121,0.950586,0.850151,0.0388983,0.502541,0.310435,0.944414,0.0695491,0.0336226,0.294109,0.416372,0.490471,0.224207,0.966832,0.0140846,0.0836923,0.906841,0.00898511,0.0138159,0.609828,0.776032,0.544111,0.171962,0.807242,0.371999,0.0595809,0.658215,0.958373,0.176898,0.0628224,0.264717,0.853391,0.039154,0.678753,0.122006,0.191647,0.0644552,0.0524718,0.77435,0.20578,0.264255,0.0311612,0.915875,0.344504,0.751582,0.712727,0.24978,0.0699673,0.0916671,0.0165779,0.0878122,0.174643,0.703695,0.0484523,0.938178,0.884178,0.0234548,0.170252,0.077578,0.388461,0.467789,0.872409,0.341416,0.176796,0.0407523,0.655374,0.206379,0.0213205,0.103343,0.916667,0.0500972,0.926719,0.821421,0.267745,0.0152693,0.0296545,0.142095,0.233304,0.653774,0.153517,0.136856,0.233068,0.903274,0.925064,0.142714,0.0778567,0.0209416,0.714712,0.0340314,0.80904,0.662465,0.924129,0.850206,0.444255,0.768357,0.883508,0.332072,0.878796,0.537062
1.0,0.00987762,0.762405,0.810216,0.691758,0.0464636,0.519206,0.537373,0.949424,0.0326167,0.0185782,0.29031,0.549465,0.498772,0.330162,0.944543,0.0137723,0.0601917,0.906716,0.00733206,0.016922,0.596089,0.86758,0.623301,0.179854,0.46177,0.45817,0.0381813,0.758668,0.958038,0.107934,0.0824044,0.34201,0.811258,0.0396542,0.675386,0.123242,0.178075,0.0605924,0.0372364,0.779093,0.251937,0.385797,0.0482781,0.923772,0.451745,0.708601,0.710961,0.261364,0.0628508,0.0936521,0.0161749,0.161278,0.210067,0.62243,0.0490841,0.922069,0.954889,0.0240585,0.244147,0.0775708,0.429164,0.488751,0.883856,0.309287,0.232419,0.0348753,0.680995,0.195338,0.013866,0.0405347,0.904266,0.0541573,0.927579,0.903903,0.217744,0.0161326,0.0273832,0.135401,0.3262,0.622354,0.0994536,0.149337,0.20533,0.88383,0.938438,0.0203798,0.05197,0.0211459,0.723614,0.0231299,0.717797,0.584958,0.927329,0.832493,0.639894,0.792217,0.874866,0.376698,0.866246,0.514668
-1.0,0.0119401,0.861595,0.944234,0.763088,0.0337914,0.823925,0.316097,0.950171,0.0466022,0.0372354,0.381694,0.441735,0.48101,0.303028,0.949514,0.0167019,0.0398473,0.869215,0.0166352,0.0123843,0.682431,0.822502,0.595937,0.211307,0.719569,0.42099,0.0742839,0.672165,0.954712,0.133277,0.0817758,0.229068,0.931815,0.0498406,0.699344,0.129671,0.233606,0.075058,0.0485343,0.793734,0.346425,0.297924,0.0393891,0.908561,0.347485,0.699067,0.666818,0.263506,0.0930087,0.0717499,0.0235435,0.129498,0.193695,0.650293,0.0489117,0.944345,0.921519,0.0244328,0.177868,0.079868,0.447202,0.492173,0.889689,0.336524,0.244127,0.0358848,0.615279,0.180011,0.0121077,0.0759113,0.931733,0.0680766,0.919509,0.863329,0.239693,0.0143508,0.0345401,0.145355,0.311302,0.668693,0.153179,0.151222,0.0934043,0.913409,0.910629,0.0214254,0.0578592,0.0256201,0.536292,0.0255737,0.7089,0.607001,0.922847,0.829849,0.639834,0.710261,0.858988,0.35916,0.826508,0.405395
-1.0,0.0106329,0.649049,0.733934,0.774011,0.0486659,0.876375,0.397762,0.544363,0.0503931,0.0248966,0.381854,0.544421,0.514541,0.369034,0.921411,0.0192368,0.0571624,0.891165,0.0114065,0.0163058,0.648056,0.924178,0.594328,0.210039,0.817283,0.522644,0.0414,0.624297,0.957728,0.114885,0.0602648,0.261247,0.837137,0.0534939,0.712788,0.0908733,0.326677,0.0559925,0.0341174,0.843254,0.262717,0.208282,0.0404907,0.900481,0.425557,0.68342,0.678557,0.317503,0.0542712,0.0795281,0.0202652,0.0991494,0.169584,0.681527,0.0173809,0.936644,0.921245,0.0279317,0.147426,0.0716641,0.471834,0.427702,0.897639,0.302735,0.179433,0.0368281,0.625575,0.219347,0.0180447,0.0568173,0.896593,0.0619546,0.905636,0.87143,0.18067,0.0139157,0.0472436,0.128051,0.293808,0.805326,0.0977914,0.128781,0.0697244,0.859568,0.935686,0.0490267,0.109921,0.0253458,0.635048,0.0252634,0.764907,0.654631,0.918084,0.856137,0.764223,0.677709,0.875359,0.40068,0.859301,0.570054
-1.0,0.0118936,0.857161,0.955188,0.673274,0.0397803,0.897669,0.505051,0.953689,0.0511521,0.0525785,0.380453,0.507898,0.48731,0.428274,0.81605,0.0149357,0.0840255,0.894178,0.0101343,0.0169038,0.583885,0.804337,0.557183,0.218201,0.774369,0.592047,0.074413,0.818912,0.945248,0.147788,0.0798781,0.221196,0.947366,0.0550746,0.637823,0.149297,0.167699,0.0815304,0.0592479,0.782018,0.252265,0.268885,0.0656905,0.895751,0.403159,0.697139,0.675095,0.427446,0.0481006,0.0835167,0.0191764,0.146636,0.251208,0.752127,0.0537875,0.94085,0.930567,0.0273665,0.172039,0.0912943,0.493826,0.503258,0.8788,0.362835,0.254095,0.0580166,0.699455,0.212594,0.0189713,0.0891367,0.911126,0.0655688,0.923895,0.834061,0.168518,0.018859,0.0444543,0.130864,0.313972,0.663751,0.223926,0.183898,0.0610583,0.864492,0.912657,0.0194551,0.0786081,0.0311133,0.502779,0.0372173,0.811499,0.638448,0.921847,0.865554,0.40686,0.734191,0.884799,0.382678,0.8413,0.67367
